target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
8,11,Southern 1,0.10887059131637215,0.0001867420091189917,583,1,4
8,2,Træna,0.08832135826349258,0.00030247040501196087,292,2,3
8,3,Selvær,0.08708395957946777,0.0004488863895848854,194,3,1
8,4,Gjerøy,0.07223580514080823,0.00012945484792259538,558,4,6
8,9,Sleneset,0.06259860314428806,0.0003771000189414943,166,5,2
8,6,Indre Kvarøy,0.05486586879938841,0.0001541176089870461,356,6,5
8,12,Southern 2,0.048719415217638014,0.00012271893001923934,397,7,7
8,5,Hestmannøy,0.031360885025933385,2.9091730079715572e-05,1078,8,8
8,0,Nesøy,-0.003975259535945952,-3.340554231887354e-05,119,9,10
8,15,Southern 5,-0.006036704177968204,-2.9884674148357446e-05,202,10,9
8,1,Myken,-0.036366677833721044,-0.00039528997645348963,92,11,14
8,7,Onøy og Lurøy,-0.06114827795885503,-0.00023609373729287656,259,12,13
8,14,Southern 4,-0.06232750203460455,-0.00012824588896009166,486,13,11
8,10,Aldra,-0.07750847750343383,-0.00044802588152273887,173,14,15
8,13,Southern 3,-0.09171763434074819,-0.00015705074373415786,584,15,12
