trait,method,selection_method,n_individuals,pearson_r_mean,pearson_r_std,mse_adj_mean,n_rows
thr_tarsus,full_train_pc_ridge,full_train,5085,0.4738381449449887,,0.4930802881717682,1
thr_tarsus,pevmean_ga_pc_ridge,pevmean_ga,500,0.2791220331645071,,0.5651639699935913,1
thr_tarsus,pevmean_ga_pc_ridge,pevmean_ga,1000,0.3103225868851305,,0.5537021160125732,1
thr_tarsus,pevmean_ga_pc_ridge,pevmean_ga,1500,0.4112477508731048,,0.5313433408737183,1
thr_tarsus,pevmean_ga_pc_ridge,pevmean_ga,2000,0.407532988059506,,0.5262832641601562,1
thr_tarsus,pevmean_ga_pc_ridge,pevmean_ga,2500,0.4373694104141408,,0.5152935981750488,1
thr_tarsus,pevmean_ga_pc_ridge,pevmean_ga,3000,0.454175213772687,,0.5082443952560425,1
thr_tarsus,pevmean_ga_pc_ridge,pevmean_ga,3500,0.456733562387184,,0.5038196444511414,1
thr_tarsus,pevmean_ga_pc_ridge,pevmean_ga,4000,0.4753242382626974,,0.4958995580673218,1
thr_tarsus,pevmean_ga_pc_ridge,pevmean_ga,4500,0.4730400118868113,,0.4935841262340545,1
