target_island,n_cal_samples,permutation_index,source_island,source_island_name,rank_mean,rank_std,phi_per_ind_mean,n_repeats
14,80.0,1,12,Southern 2,4.7,4.110960958218893,0.00016401414546945585,10
14,80.0,1,8,Lovund,5.9,5.342700108039421,0.00012070405041162522,10
14,80.0,1,15,Southern 5,6.7,5.313504806936128,7.453690544529897e-05,10
14,80.0,1,0,Nesøy,6.8,4.7093288033198295,6.64811941873693e-05,10
14,80.0,1,7,Onøy og Lurøy,7.3,3.8600518131237562,3.612066534439682e-05,10
14,80.0,1,11,Southern 1,7.3,2.8693785622209793,3.528527464193725e-05,10
14,80.0,1,1,Myken,7.8,5.3499740393970345,5.3858292661767515e-06,10
14,80.0,1,5,Hestmannøy,7.9,2.2335820757001272,1.821677375133483e-05,10
14,80.0,1,9,Sleneset,7.9,5.1305187088853135,3.415113621772305e-05,10
14,80.0,1,6,Indre Kvarøy,8.4,3.806427312965386,1.3947073244646932e-05,10
14,80.0,1,3,Selvær,8.6,4.765617600176404,-7.265174236704451e-05,10
14,80.0,1,13,Southern 3,8.7,3.6832956257496723,-8.759380151789389e-08,10
14,80.0,1,4,Gjerøy,9.2,3.155242550986462,-1.5583845337764035e-05,10
14,80.0,1,2,Træna,10.4,3.1692971530679235,-7.670338652561089e-05,10
14,80.0,1,10,Aldra,12.4,3.025814858109391,-0.00014236117767724832,10
14,80.0,2,12,Southern 2,4.7,4.110960958218893,0.0001551093721111936,10
14,80.0,2,8,Lovund,6.4,4.765617600176405,6.741695826299713e-05,10
14,80.0,2,15,Southern 5,6.5,5.816642788871716,6.870314134818853e-05,10
14,80.0,2,11,Southern 1,6.9,2.8848262031225067,3.703125263995694e-05,10
14,80.0,2,0,Nesøy,7.2,4.237399621885521,5.5779337456492616e-05,10
14,80.0,2,7,Onøy og Lurøy,7.3,4.110960958218893,4.665328315526719e-05,10
14,80.0,2,5,Hestmannøy,7.5,2.5927248643506746,2.162981952397148e-05,10
14,80.0,2,9,Sleneset,7.7,5.375872022286245,4.8509793249222364e-05,10
14,80.0,2,1,Myken,7.8,5.513619500836088,5.2769140541655085e-05,10
14,80.0,2,13,Southern 3,8.7,3.591656999213594,-7.221171541817859e-06,10
14,80.0,2,3,Selvær,8.9,4.794672969962486,-4.441364898181836e-06,10
14,80.0,2,6,Indre Kvarøy,9.0,3.8005847503304593,-1.2504408280217171e-05,10
14,80.0,2,4,Gjerøy,9.2,3.4253953543107007,-2.4186412493509644e-05,10
14,80.0,2,2,Træna,9.8,2.6997942308422114,-5.494834553946959e-05,10
14,80.0,2,10,Aldra,12.4,3.062315754094893,-0.00014793191324286609,10
14,80.0,3,12,Southern 2,4.2,3.823901439919996,0.00016045069919272842,10
14,80.0,3,8,Lovund,6.6,4.526465385804788,5.649019945339129e-05,10
14,80.0,3,0,Nesøy,6.7,4.595891885393108,8.540109201464557e-05,10
14,80.0,3,11,Southern 1,6.9,3.0349812373573437,4.334136818966748e-05,10
14,80.0,3,7,Onøy og Lurøy,7.0,4.320493798938574,5.747110634209072e-05,10
14,80.0,3,15,Southern 5,7.2,5.411920998027308,5.074344897341188e-05,10
14,80.0,3,5,Hestmannøy,7.6,2.7968235951204043,2.1055526644744413e-05,10
14,80.0,3,9,Sleneset,7.7,5.518655230720213,3.604671812987951e-05,10
14,80.0,3,1,Myken,8.2,5.3499740393970345,-9.213917387465011e-06,10
14,80.0,3,6,Indre Kvarøy,8.6,3.438345855527367,-1.1931956857720451e-05,10
14,80.0,3,13,Southern 3,8.6,3.5023801430836525,-1.4048013492290549e-06,10
14,80.0,3,4,Gjerøy,8.9,3.3813212407775355,-2.3036270997833485e-05,10
14,80.0,3,3,Selvær,9.1,4.701063709417263,-5.179877875677221e-06,10
14,80.0,3,2,Træna,10.1,3.281259920619923,-5.7970016559750874e-05,10
14,80.0,3,10,Aldra,12.6,2.716206504995115,-0.00015716981114951626,10
