trait,model_type,target_island,target_island_name,analysis,method,selection_method,lambda_label,lambda_div,n_components,n_individuals,corr_mean,corr_std,mse_mean,avg_grm_target_mean,avg_grm_train_train_mean,objective_mean,n_rows
body_mass,ridge,5,Hestmannøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,4500,0.1392647133936433,,1.5805057287216189,-0.0038251046013957,0.0008661637933492,-0.004041645549733,1
body_mass,ridge,10,Aldra,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,500,0.1485564659498136,,1.433765530586243,0.0081761128818498,0.0091796407816101,0.0058812026864473,1
body_mass,ridge,10,Aldra,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,1000,0.184697387559154,,1.424359917640686,0.0046808425640462,0.005487488074742,0.0033089705453607,1
body_mass,ridge,10,Aldra,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,1500,0.2041899938322438,,1.4185928106307983,0.0027400999621859,0.0039405577499607,0.0017549605246958,1
body_mass,ridge,10,Aldra,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,2000,0.2579862008705059,,1.3969467878341677,0.0013551114588657,0.002999728307082,0.0006051793820952,1
body_mass,ridge,10,Aldra,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,2500,0.258765493765429,,1.397466778755188,0.0002716946328699,0.0024074541958951,-0.0003301689161038,1
body_mass,ridge,10,Aldra,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,3000,0.2895868607921954,,1.389217972755432,-0.0006665773784566,0.0019063162404023,-0.0011431564385572,1
body_mass,ridge,10,Aldra,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,3500,0.3226486694756394,,1.3772767782211304,-0.0015447788479608,0.0014212296017769,-0.001900086248405,1
body_mass,ridge,10,Aldra,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,4000,0.3304872933391967,,1.3787572383880615,-0.0023851730736331,0.0009694313925682,-0.0026275309217751,1
body_mass,ridge,10,Aldra,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,4500,0.354394184268538,,1.3705629110336304,-0.0032045199033288,0.000611534021521,-0.0033574034087091,1
body_mass,ridge,15,Southern 5,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,500,0.0586082211486302,,0.8874615430831909,0.0357195635572735,0.0357111082821858,0.026791786486727,1
body_mass,ridge,15,Southern 5,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,1000,0.1147444194616706,,0.8811784386634827,0.0234505111177559,0.0207438250975706,0.0182645548433632,1
body_mass,ridge,15,Southern 5,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,1500,0.095214387482534,,0.8845003247261047,0.0176738536301099,0.0164002457478851,0.0135737921931386,1
body_mass,ridge,15,Southern 5,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,2000,0.1028135878830817,,0.8835672736167908,0.0131634256029442,0.0115388496971402,0.0102787131786591,1
body_mass,ridge,15,Southern 5,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,2500,0.0952076886462234,,0.8855718970298767,0.0094464428434512,0.0072850757462754,0.0076251739068823,1
body_mass,ridge,15,Southern 5,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,3000,0.0801380285422714,,0.8871002793312073,0.0064855127133127,0.0043678558520203,0.0053935487503076,1
body_mass,ridge,15,Southern 5,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,3500,0.0402675045429495,,0.896876871585846,0.0041095821332243,0.0025384897270677,0.0034749597014574,1
body_mass,ridge,15,Southern 5,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,4000,0.0344166114340889,,0.8978245258331299,0.0021405589799459,0.0013693908976538,0.0017982112555324,1
body_mass,ridge,15,Southern 5,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,4500,-0.0046023316153514,,0.9075713157653807,0.0004634587375498,0.0006529289320562,0.0003002265045357,1
