n_individuals,method,order_seed,pevmean_obj,pevmean_n_pcs,pevmean_lambda,target_island,target_island_name,repeat,repeat_seed,trait,ga_generations,ga_cache_size,ga_elapsed_sec
1000,pevmean_ga,-1,0.3013674857621739,100,2235.717038262904,4,Gjerøy,1,1639125088,body_mass,300,26644,66.24171857070178
1500,pevmean_ga,-1,0.2368173164312605,100,2235.717038262904,4,Gjerøy,1,1639125088,body_mass,300,26769,76.81339862663299
2000,pevmean_ga,-1,0.20168400726289512,100,2235.717038262904,4,Gjerøy,1,1639125088,body_mass,300,26625,86.67289809882641
2500,pevmean_ga,-1,0.17646433974833742,100,2235.717038262904,4,Gjerøy,1,1639125088,body_mass,300,26697,95.13600450521335
3000,pevmean_ga,-1,0.15869797261403185,100,2235.717038262904,4,Gjerøy,1,1639125088,body_mass,300,26600,104.24948513507843
3500,pevmean_ga,-1,0.1446629848555827,100,2235.717038262904,4,Gjerøy,1,1639125088,body_mass,300,26558,114.86277702171355
4000,pevmean_ga,-1,0.13354700187918822,100,2235.717038262904,4,Gjerøy,1,1639125088,body_mass,300,26700,125.10171740222722
4500,pevmean_ga,-1,0.12501551115654397,100,2235.717038262904,4,Gjerøy,1,1639125088,body_mass,300,26202,131.09279620461166
500,pevmean_ga,-1,0.4425752983839321,100,2235.717038262904,4,Gjerøy,2,1056172817,body_mass,300,26695,57.192077294923365
1000,pevmean_ga,-1,0.30519343371262786,100,2235.717038262904,4,Gjerøy,2,1056172817,body_mass,300,26566,66.67493983311579
1500,pevmean_ga,-1,0.23918840231164856,100,2235.717038262904,4,Gjerøy,2,1056172817,body_mass,300,26543,76.50485676620156
2000,pevmean_ga,-1,0.20111203585624943,100,2235.717038262904,4,Gjerøy,2,1056172817,body_mass,300,26594,86.75941361300647
2500,pevmean_ga,-1,0.17606245165882303,100,2235.717038262904,4,Gjerøy,2,1056172817,body_mass,300,26641,95.07450840435922
3000,pevmean_ga,-1,0.1578541946340508,100,2235.717038262904,4,Gjerøy,2,1056172817,body_mass,300,26516,104.15843935823068
3500,pevmean_ga,-1,0.14406300308453687,100,2235.717038262904,4,Gjerøy,2,1056172817,body_mass,300,26651,114.41772357095033
4000,pevmean_ga,-1,0.13338003769141196,100,2235.717038262904,4,Gjerøy,2,1056172817,body_mass,300,26565,124.35556346084923
4500,pevmean_ga,-1,0.12507395557716364,100,2235.717038262904,4,Gjerøy,2,1056172817,body_mass,300,26389,131.39661923097447
500,pevmean_ga,-1,0.4369057913836558,100,2235.717038262904,4,Gjerøy,3,215651242,body_mass,300,26336,57.162785451859236
1000,pevmean_ga,-1,0.29699475461159125,100,2235.717038262904,4,Gjerøy,3,215651242,body_mass,300,26534,67.1306930729188
