target_island,target_island_name,repeat,seed,removal_fraction,n_source_train,alpha,cv_mse,cv_time_seconds,n_folds_scored
9,Sleneset,0,10,0.0,5531,100000.0,,0.0,0
9,Sleneset,0,10,0.25,4148,100000.0,,0.0,0
9,Sleneset,0,10,0.5,2766,100000.0,,0.0,0
9,Sleneset,0,10,0.75,1383,100000.0,,0.0,0
9,Sleneset,1,1010,0.0,5531,100000.0,,0.0,0
9,Sleneset,1,1010,0.25,4148,100000.0,,0.0,0
9,Sleneset,1,1010,0.5,2766,100000.0,,0.0,0
9,Sleneset,1,1010,0.75,1383,100000.0,,0.0,0
9,Sleneset,2,2010,0.0,5531,100000.0,,0.0,0
9,Sleneset,2,2010,0.25,4148,100000.0,,0.0,0
9,Sleneset,2,2010,0.5,2766,100000.0,,0.0,0
9,Sleneset,2,2010,0.75,1383,100000.0,,0.0,0
9,Sleneset,3,3010,0.0,5531,100000.0,,0.0,0
9,Sleneset,3,3010,0.25,4148,100000.0,,0.0,0
9,Sleneset,3,3010,0.5,2766,100000.0,,0.0,0
9,Sleneset,3,3010,0.75,1383,100000.0,,0.0,0
9,Sleneset,4,4010,0.0,5531,100000.0,,0.0,0
9,Sleneset,4,4010,0.25,4148,100000.0,,0.0,0
9,Sleneset,4,4010,0.5,2766,100000.0,,0.0,0
9,Sleneset,4,4010,0.75,1383,100000.0,,0.0,0
