trait,target_island,method,n_individuals,corr_mean,corr_std,mse_mean,n_rows
body_mass,4,pevmean_ga,50,0.1427167901648688,,1.502260446548462,1
body_mass,4,pevmean_ga,100,0.1173765209781493,,1.4785239696502686,1
body_mass,4,pevmean_ga,250,0.024313088517245,,1.492598056793213,1
body_mass,4,pevmean_ga,500,0.132416771849458,,1.4714514017105105,1
body_mass,4,pevmean_ga,2000,0.0827435430997369,,1.4784257411956787,1
body_mass,4,pevmean_ga,3500,0.1507487909112064,,1.4564274549484253,1
body_mass,4,pevmean_ga,5139,0.0883663281535531,,1.477239012718201,1
body_mass,4,random_individual,50,0.037338466216234004,0.0631541125584683,1.5562506914138794,5
body_mass,4,random_individual,100,0.05352017388033058,0.04070998637347143,1.5138019561767577,5
body_mass,4,random_individual,250,0.05260777608636592,0.06691389914635275,1.4974817276000976,5
body_mass,4,random_individual,500,0.07847985674328536,0.07408223584916002,1.4895278930664062,5
body_mass,4,random_individual,2000,0.07051634938963296,0.0515409901227045,1.485358762741089,5
body_mass,4,random_individual,3500,0.0831273172429982,0.025381661506051558,1.479648804664612,5
body_mass,4,random_individual,5139,0.0883663281535531,,1.477239012718201,1
