target_island,method,removal_fraction,cal_fraction,corr_eval,mse_adj,n_train_remaining,seed,epochs_trained
0,tracin,0.0,0.2,0.04872503504157066,1.3595771789550781,5578,10,38
0,tracin,0.1,0.2,-0.03831973299384117,1.3655166625976562,5021,10,31
0,tracin,0.2,0.2,-0.04394542798399925,1.4116601943969727,4463,10,31
0,tracin,0.3,0.2,-0.01866266131401062,1.4706801176071167,3905,10,32
0,tracin,0.4,0.2,-0.03554368019104004,1.55679452419281,3347,10,32
0,tracin,0.5,0.2,-0.033708468079566956,1.689069390296936,2789,10,33
0,tracin,0.0,0.2,0.026741374284029007,1.3531099557876587,5578,11,44
0,tracin,0.1,0.2,-0.0891888439655304,1.3780542612075806,5021,11,45
0,tracin,0.2,0.2,0.013012143783271313,1.413723349571228,4463,11,31
0,tracin,0.3,0.2,-0.034100241959095,1.4407119750976562,3905,11,51
0,tracin,0.4,0.2,0.007186532486230135,1.5654596090316772,3347,11,31
0,tracin,0.5,0.2,-0.0040117125026881695,1.644989013671875,2789,11,32
0,tracin,0.0,0.2,0.23660141229629517,1.3048468828201294,5578,12,45
0,tracin,0.1,0.2,0.1302873194217682,1.3368476629257202,5021,12,36
0,tracin,0.2,0.2,0.112009696662426,1.3768471479415894,4463,12,31
0,tracin,0.3,0.2,0.08590436726808548,1.4524539709091187,3905,12,31
0,tracin,0.4,0.2,0.07279812544584274,1.5250086784362793,3347,12,33
0,tracin,0.5,0.2,0.1635485589504242,1.5868569612503052,2789,12,45
0,random,0.0,0.2,0.011606716550886631,1.349561095237732,5578,10,32
0,random,0.1,0.2,0.181486114859581,1.333225131034851,5021,10,42
0,random,0.2,0.2,0.191488116979599,1.3240431547164917,4463,10,42
0,random,0.3,0.2,0.07687506079673767,1.3599843978881836,3905,10,32
0,random,0.4,0.2,0.14299823343753815,1.3432835340499878,3347,10,38
0,random,0.5,0.2,-0.14097167551517487,1.3791335821151733,2789,10,41
0,random,0.0,0.2,0.13268744945526123,1.3248029947280884,5578,11,44
0,random,0.1,0.2,0.1650059074163437,1.3350239992141724,5021,11,41
0,random,0.2,0.2,0.05667443573474884,1.3587146997451782,4463,11,33
0,random,0.3,0.2,-0.10205783694982529,1.3696414232254028,3905,11,43
0,random,0.4,0.2,-0.20172937214374542,1.3714202642440796,3347,11,34
0,random,0.5,0.2,-0.0017169705824926496,1.3846436738967896,2789,11,57
0,random,0.0,0.2,-0.03681723773479462,1.3673286437988281,5578,12,34
0,random,0.1,0.2,0.04959050565958023,1.3604170083999634,5021,12,38
0,random,0.2,0.2,0.1714124083518982,1.3221884965896606,4463,12,48
0,random,0.3,0.2,0.1069137379527092,1.3352254629135132,3905,12,55
0,random,0.4,0.2,0.20104233920574188,1.3262349367141724,3347,12,49
0,random,0.5,0.2,0.12338293343782425,1.333309531211853,2789,12,52
