target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
3,6,Indre Kvarøy,0.072011139569197,0.00020227848193594663,356,1,4
3,2,Træna,0.06963321112400851,0.00023846990110961818,292,2,3
3,8,Lovund,0.06411895294210168,0.00040581615786140307,158,3,1
3,13,Southern 3,0.044039702227227764,7.541044901922562e-05,584,4,7
3,10,Aldra,0.041904861788302036,0.00024222463461446263,173,5,2
3,7,Onøy og Lurøy,0.0273754066069035,0.00010569655060580502,259,6,5
3,15,Southern 5,0.01580186887334905,7.822707363044084e-05,202,7,6
3,0,Nesøy,0.006945767501326451,5.836779412879371e-05,119,8,8
3,5,Hestmannøy,0.006589205799147453,6.1124358062592325e-06,1078,9,10
3,9,Sleneset,0.003088226519009458,1.860377421090035e-05,166,10,9
3,14,Southern 4,0.0018521206201660353,3.8109477781194144e-06,486,11,11
3,11,Southern 1,-0.004179561441663954,-7.169059076610556e-06,583,12,12
3,1,Myken,-0.03255240495529973,-0.0003538304886445623,92,13,15
3,12,Southern 2,-0.045683133939559376,-0.00011507086634649717,397,14,13
3,4,Gjerøy,-0.12092789282301593,-0.00021671665380468803,558,15,14
