n_islands,n_individuals,corr_eval,mse_adj,method,order_seed,target_island
1,356,0.1363834694594983,1.6115448474884033,shapley_mean,-1,5
2,514,0.1477099710067714,1.602900743484497,shapley_mean,-1,5
3,1097,0.14236618115861846,1.603809118270874,shapley_mean,-1,5
4,1494,0.13471479077867715,1.6051647663116455,shapley_mean,-1,5
5,2052,0.1573595215532657,1.592065691947937,shapley_mean,-1,5
6,2225,0.17065719405730806,1.5866601467132568,shapley_mean,-1,5
7,2809,0.1641716746655861,1.5898972749710083,shapley_mean,-1,5
8,3068,0.1483817097048111,1.5954508781433105,shapley_mean,-1,5
9,3554,0.1509647100122888,1.5936760902404785,shapley_mean,-1,5
10,3846,0.15572623480569392,1.591302514076233,shapley_mean,-1,5
11,4048,0.15087055502199964,1.5931533575057983,shapley_mean,-1,5
12,4242,0.14936115762148186,1.5945278406143188,shapley_mean,-1,5
13,4408,0.15333915396233758,1.5925570726394653,shapley_mean,-1,5
14,4500,0.16422185233849337,1.587134599685669,shapley_mean,-1,5
15,4619,0.1603679161961393,1.5876514911651611,shapley_mean,-1,5
1,356,0.1335284196563142,1.621551513671875,random_individual,0,5
2,514,0.14464025073479275,1.6166115999221802,random_individual,0,5
3,1097,0.1561659206155192,1.6090905666351318,random_individual,0,5
4,1494,0.1583695027691909,1.6056065559387207,random_individual,0,5
5,2052,0.1547813112364713,1.603355050086975,random_individual,0,5
6,2225,0.1536912291126958,1.6001497507095337,random_individual,0,5
7,2809,0.15471814753411894,1.5964032411575317,random_individual,0,5
8,3068,0.14977810298840188,1.5962023735046387,random_individual,0,5
9,3554,0.15863282933689,1.5895330905914307,random_individual,0,5
10,3846,0.1520647414762095,1.5910156965255737,random_individual,0,5
11,4048,0.15768133321923916,1.5900012254714966,random_individual,0,5
12,4242,0.1549743761687123,1.5897029638290405,random_individual,0,5
13,4408,0.15870008321757192,1.5877643823623657,random_individual,0,5
14,4500,0.15818047972793434,1.5881625413894653,random_individual,0,5
15,4619,0.1603679161961393,1.5876514911651611,random_individual,0,5
1,356,0.0015690088209231062,1.6381620168685913,random_individual,1,5
2,514,-0.004257643653016766,1.6394412517547607,random_individual,1,5
3,1097,0.005565818437603308,1.6388236284255981,random_individual,1,5
4,1494,0.06117322652768587,1.6272426843643188,random_individual,1,5
5,2052,0.08805102639295372,1.61773681640625,random_individual,1,5
6,2225,0.07500914679332693,1.6216739416122437,random_individual,1,5
7,2809,0.11018541742739066,1.6088169813156128,random_individual,1,5
8,3068,0.10850219627299265,1.610315203666687,random_individual,1,5
9,3554,0.11741320455546694,1.6069222688674927,random_individual,1,5
10,3846,0.12873512200275392,1.602549433708191,random_individual,1,5
11,4048,0.1285520768278551,1.6024854183197021,random_individual,1,5
12,4242,0.1331433637097568,1.6003296375274658,random_individual,1,5
13,4408,0.14666655168455062,1.5947442054748535,random_individual,1,5
14,4500,0.15004188708963045,1.593243956565857,random_individual,1,5
15,4619,0.1603679161961393,1.5876514911651611,random_individual,1,5
1,356,0.022152566740216706,1.636352300643921,random_individual,2,5
2,514,0.01940160685591451,1.6356322765350342,random_individual,2,5
3,1097,0.08330671003987973,1.6231523752212524,random_individual,2,5
4,1494,0.10875535418443641,1.6178579330444336,random_individual,2,5
5,2052,0.11364776604186272,1.611172080039978,random_individual,2,5
6,2225,0.11080586390717485,1.6104357242584229,random_individual,2,5
7,2809,0.12601817537183815,1.6036895513534546,random_individual,2,5
8,3068,0.14627886507763696,1.595611333847046,random_individual,2,5
9,3554,0.15286053377040495,1.5917495489120483,random_individual,2,5
10,3846,0.1438417997413964,1.5949441194534302,random_individual,2,5
11,4048,0.14573660040114536,1.5936698913574219,random_individual,2,5
12,4242,0.15041952050108512,1.5917264223098755,random_individual,2,5
13,4408,0.15556239215622333,1.5890300273895264,random_individual,2,5
14,4500,0.15962998777839885,1.5878592729568481,random_individual,2,5
15,4619,0.1603679161961393,1.5876514911651611,random_individual,2,5
1,356,0.03832290157843811,1.6339936256408691,random_individual,3,5
2,514,0.1119441157393541,1.622576117515564,random_individual,3,5
3,1097,0.1567268907379148,1.6068198680877686,random_individual,3,5
4,1494,0.14377250467111544,1.6064201593399048,random_individual,3,5
5,2052,0.15584589988695594,1.5965865850448608,random_individual,3,5
6,2225,0.14230007191128424,1.6000597476959229,random_individual,3,5
7,2809,0.16681373862287852,1.5877761840820312,random_individual,3,5
8,3068,0.1578571351696463,1.5905872583389282,random_individual,3,5
9,3554,0.16126358015084383,1.5882247686386108,random_individual,3,5
10,3846,0.16688424850803218,1.587740421295166,random_individual,3,5
11,4048,0.16508730720874576,1.5884281396865845,random_individual,3,5
12,4242,0.16479722221265758,1.587817668914795,random_individual,3,5
13,4408,0.1600305055476801,1.5878437757492065,random_individual,3,5
14,4500,0.15967132651009333,1.588330626487732,random_individual,3,5
15,4619,0.1603679161961393,1.5876514911651611,random_individual,3,5
1,356,0.11361040605381158,1.6230696439743042,random_individual,4,5
2,514,0.13036900226513926,1.6173429489135742,random_individual,4,5
3,1097,0.11404698994769183,1.6141456365585327,random_individual,4,5
4,1494,0.0788347610625212,1.6229119300842285,random_individual,4,5
5,2052,0.1225365867933029,1.61097252368927,random_individual,4,5
6,2225,0.12262923476510654,1.6077152490615845,random_individual,4,5
7,2809,0.13326306569180746,1.60128653049469,random_individual,4,5
8,3068,0.13754482419800773,1.5991374254226685,random_individual,4,5
9,3554,0.1521179816329286,1.5942721366882324,random_individual,4,5
10,3846,0.1542300490262085,1.5919091701507568,random_individual,4,5
11,4048,0.15986140378793107,1.5891053676605225,random_individual,4,5
12,4242,0.16167153143270135,1.5883963108062744,random_individual,4,5
13,4408,0.15623269426727643,1.589725375175476,random_individual,4,5
14,4500,0.15665796521930572,1.5896772146224976,random_individual,4,5
15,4619,0.1603679161961393,1.5876514911651611,random_individual,4,5
