n_individuals,corr_eval,mse_adj,method,order_seed,pevmean_obj,target_island,target_island_name,repeat,repeat_seed,trait
1000,0.21334243459836183,0.8938111066818237,pevmean_ga,-1,18100.211640050697,3,Selvær,3,980813718,body_mass
4000,0.18659150553687948,0.9073508381843567,pevmean_ga,-1,16898.550385573217,3,Selvær,3,980813718,body_mass
1000,0.16701910774750459,0.9092766046524048,random_individual,0,,3,Selvær,3,980813718,body_mass
4000,0.2205968105374418,0.8956171274185181,random_individual,0,,3,Selvær,3,980813718,body_mass
1000,0.14690081004131827,0.9142950177192688,random_individual,1,,3,Selvær,3,980813718,body_mass
4000,0.1716651497807202,0.9015990495681763,random_individual,1,,3,Selvær,3,980813718,body_mass
1000,0.08478846701904694,0.9237242341041565,random_individual,2,,3,Selvær,3,980813718,body_mass
4000,0.2137987034166431,0.9019267559051514,random_individual,2,,3,Selvær,3,980813718,body_mass
1000,0.18970357832562637,0.9092121124267578,random_individual,3,,3,Selvær,3,980813718,body_mass
4000,0.1755038887748005,0.9085223078727722,random_individual,3,,3,Selvær,3,980813718,body_mass
1000,0.07915867466097942,0.9167221188545227,random_individual,4,,3,Selvær,3,980813718,body_mass
4000,0.17674643157236608,0.9010196924209595,random_individual,4,,3,Selvær,3,980813718,body_mass
