trait,target_island,method,n_individuals,corr_mean,corr_std,mse_mean,n_rows
body_mass,4,pevmean_ga,50,0.007739077683674,,1.52522611618042,1
body_mass,4,pevmean_ga,100,0.1326170936118612,,1.479511857032776,1
body_mass,4,pevmean_ga,250,0.1440812385773416,,1.4733269214630127,1
body_mass,4,pevmean_ga,500,0.1451781027826724,,1.4680466651916504,1
body_mass,4,pevmean_ga,2000,0.1413459799860836,,1.463650107383728,1
body_mass,4,pevmean_ga,3500,0.0892699998790956,,1.4786059856414795,1
body_mass,4,pevmean_ga,5139,0.0883663281535531,,1.477239012718201,1
body_mass,4,random_individual,50,-0.014423287644114918,0.09343029787446505,1.5517536878585816,5
body_mass,4,random_individual,100,-0.0013785318109337003,0.06449535814993834,1.5150041818618774,5
body_mass,4,random_individual,250,0.03748185718173772,0.011571188350646,1.4915976047515869,5
body_mass,4,random_individual,500,0.06118491750044056,0.03290675734152912,1.4882996797561645,5
body_mass,4,random_individual,2000,0.08924384778982578,0.027497403732372902,1.4776468753814698,5
body_mass,4,random_individual,3500,0.08283103444394083,0.03301266672159469,1.4795990705490112,5
body_mass,4,random_individual,5139,0.0883663281535531,,1.477239012718201,1
