n_individuals,corr_eval,mse_adj,method,order_seed,pevmean_obj,target_island,target_island_name,repeat,repeat_seed,trait
5139,0.08836632815355312,1.4772390127182007,pevmean_ga,-2,17014.17664521871,4,Gjerøy,1,1639125088,body_mass
5139,0.08836632815355312,1.4772390127182007,random_individual,-2,17014.17664521871,4,Gjerøy,1,1639125088,body_mass
50,0.007739077683674052,1.52522611618042,pevmean_ga,-1,18991.784381602323,4,Gjerøy,1,1639125088,body_mass
100,0.13261709361186122,1.4795118570327759,pevmean_ga,-1,18912.9829977001,4,Gjerøy,1,1639125088,body_mass
250,0.14408123857734162,1.4733269214630127,pevmean_ga,-1,18728.55683746926,4,Gjerøy,1,1639125088,body_mass
500,0.14517810278267249,1.4680466651916504,pevmean_ga,-1,18545.274139731708,4,Gjerøy,1,1639125088,body_mass
2000,0.14134597998608364,1.463650107383728,pevmean_ga,-1,17859.827889349774,4,Gjerøy,1,1639125088,body_mass
3500,0.08926999987909563,1.4786059856414795,pevmean_ga,-1,17393.825928627957,4,Gjerøy,1,1639125088,body_mass
50,-0.15737384108752547,1.5374735593795776,random_individual,0,,4,Gjerøy,1,1639125088,body_mass
100,-0.09000181968911296,1.507704257965088,random_individual,0,,4,Gjerøy,1,1639125088,body_mass
250,0.02989376931968287,1.4896515607833862,random_individual,0,,4,Gjerøy,1,1639125088,body_mass
500,0.07989723645498636,1.4840199947357178,random_individual,0,,4,Gjerøy,1,1639125088,body_mass
2000,0.13332008695845876,1.4679672718048096,random_individual,0,,4,Gjerøy,1,1639125088,body_mass
3500,0.12661246658850445,1.4679778814315796,random_individual,0,,4,Gjerøy,1,1639125088,body_mass
50,-0.05843343137523501,1.5031042098999023,random_individual,1,,4,Gjerøy,1,1639125088,body_mass
100,-0.042221432664941695,1.5455799102783203,random_individual,1,,4,Gjerøy,1,1639125088,body_mass
250,0.03844221155579439,1.4905811548233032,random_individual,1,,4,Gjerøy,1,1639125088,body_mass
500,0.0944429141211483,1.4826574325561523,random_individual,1,,4,Gjerøy,1,1639125088,body_mass
2000,0.09179828612914959,1.4763621091842651,random_individual,1,,4,Gjerøy,1,1639125088,body_mass
3500,0.08820783607880114,1.476483941078186,random_individual,1,,4,Gjerøy,1,1639125088,body_mass
50,0.07172114200004638,1.488830804824829,random_individual,2,,4,Gjerøy,1,1639125088,body_mass
100,0.03786572236007902,1.4892919063568115,random_individual,2,,4,Gjerøy,1,1639125088,body_mass
250,0.022251821588886906,1.4881458282470703,random_individual,2,,4,Gjerøy,1,1639125088,body_mass
500,0.04913336831589152,1.486770510673523,random_individual,2,,4,Gjerøy,1,1639125088,body_mass
2000,0.06726398073309792,1.4828063249588013,random_individual,2,,4,Gjerøy,1,1639125088,body_mass
3500,0.07838165821546776,1.477138876914978,random_individual,2,,4,Gjerøy,1,1639125088,body_mass
50,0.04058409087094635,1.5625890493392944,random_individual,3,,4,Gjerøy,1,1639125088,body_mass
100,0.016289176154961477,1.4941439628601074,random_individual,3,,4,Gjerøy,1,1639125088,body_mass
250,0.04664534903169628,1.4903316497802734,random_individual,3,,4,Gjerøy,1,1639125088,body_mass
500,0.010135506143055101,1.4942939281463623,random_individual,3,,4,Gjerøy,1,1639125088,body_mass
2000,0.06491338009411396,1.484627366065979,random_individual,3,,4,Gjerøy,1,1639125088,body_mass
3500,0.03407222213791728,1.4961029291152954,random_individual,3,,4,Gjerøy,1,1639125088,body_mass
50,0.03138560137119324,1.6667708158493042,random_individual,4,,4,Gjerøy,1,1639125088,body_mass
100,0.07117569478434567,1.53830087184906,random_individual,4,,4,Gjerøy,1,1639125088,body_mass
250,0.05017613441262843,1.4992778301239014,random_individual,4,,4,Gjerøy,1,1639125088,body_mass
500,0.07231556246712167,1.4937565326690674,random_individual,4,,4,Gjerøy,1,1639125088,body_mass
2000,0.08892350503430886,1.4764713048934937,random_individual,4,,4,Gjerøy,1,1639125088,body_mass
3500,0.08688098919901378,1.480291724205017,random_individual,4,,4,Gjerøy,1,1639125088,body_mass
