target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
3,2,Træna,0.1109218788477844,0.00038783873723001537,286,1,3
3,8,Lovund,0.09465226569240104,0.0006268361966384174,151,2,2
3,1,Myken,0.0892615395279703,0.0009702341253040249,92,3,1
3,11,Southern 1,0.05627764426970914,9.686341526628079e-05,581,4,6
3,9,Sleneset,0.04148980721179436,0.0002593112950737148,160,5,4
3,7,Onøy og Lurøy,0.036773629628472325,0.00014364699073622002,256,6,5
3,6,Indre Kvarøy,0.012038470485174051,3.449418477127235e-05,349,7,7
3,5,Hestmannøy,0.0013036577973004032,1.2356945945975385e-06,1055,8,9
3,0,Nesøy,0.0012366664070485246,1.048022378854682e-05,118,9,8
3,14,Southern 4,-0.004689857161727622,-9.64991185540663e-06,486,10,10
3,13,Southern 3,-0.010031545107467716,-1.72067669081779e-05,583,11,11
3,10,Aldra,-0.010215348604464396,-5.9048257829273964e-05,173,12,13
3,15,Southern 5,-0.015391898004541342,-7.619751487396705e-05,202,13,14
3,4,Gjerøy,-0.02971934441804161,-5.374203330568103e-05,553,14,12
3,12,Southern 2,-0.03171778632441452,-7.989366832346228e-05,397,15,15
