target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
5,7,Onøy og Lurøy,0.0974946557090243,0.00038083849886337616,256,1,1
5,6,Indre Kvarøy,0.07605918362016503,0.00021793462355348148,349,2,2
5,4,Gjerøy,0.03791857342388962,6.856884886779317e-05,553,3,8
5,14,Southern 4,0.03564609189123054,7.334586808895173e-05,486,4,7
5,10,Aldra,0.022305539671818142,0.00012893375532842857,173,5,3
5,3,Selvær,0.01761041435601152,9.220112228278282e-05,191,6,5
5,0,Nesøy,0.012018985989270068,0.0001018558134683904,118,7,4
5,8,Lovund,0.011344694562195359,7.513042756420768e-05,151,8,6
5,11,Southern 1,-0.0009139569795259434,-1.5730756962580782e-06,581,9,9
5,1,Myken,-0.004744029088209747,-5.156553356749725e-05,92,10,14
5,9,Sleneset,-0.007167865595507439,-4.4799159971921495e-05,160,11,13
5,12,Southern 2,-0.008183578789051116,-2.061354858703052e-05,397,12,11
5,2,Træna,-0.01048771373771054,-3.6670327754232655e-05,286,13,12
5,13,Southern 3,-0.010667843020692678,-1.8298186999472862e-05,583,14,10
5,15,Southern 5,-0.030744451668369123,-0.00015220025578400556,202,15,15
