n_islands,n_individuals,corr_eval,mse_adj,method,order_seed,target_island
1,581,0.06438867239147998,0.9531409740447998,shapley_mean,-1,14
2,754,0.06631536114067227,0.9500223994255066,shapley_mean,-1,14
3,905,0.06490951612815951,0.9511488080024719,shapley_mean,-1,14
4,1302,0.10335453020710579,0.9386954307556152,shapley_mean,-1,14
5,1558,0.12502015290657945,0.9370900988578796,shapley_mean,-1,14
6,2613,0.16852592842692649,0.934846043586731,shapley_mean,-1,14
7,2804,0.14821621440624172,0.9351165294647217,shapley_mean,-1,14
8,3387,0.12623660566505615,0.9384328126907349,shapley_mean,-1,14
9,3479,0.11810324577182604,0.9401158094406128,shapley_mean,-1,14
10,3639,0.12976861600699507,0.9387084245681763,shapley_mean,-1,14
11,3988,0.1226692289686473,0.9423090815544128,shapley_mean,-1,14
12,4190,0.16759494347737738,0.9221997857093811,shapley_mean,-1,14
13,4743,0.15628113951903527,0.926954448223114,shapley_mean,-1,14
14,5029,0.1512047234388498,0.9267098307609558,shapley_mean,-1,14
15,5147,0.15998367484135392,0.9243054389953613,shapley_mean,-1,14
1,581,0.0701239916522279,0.9383265376091003,random_individual,0,14
2,754,0.07791802134690393,0.9399594664573669,random_individual,0,14
3,905,0.07155790276163947,0.9380333423614502,random_individual,0,14
4,1302,0.07083994589674725,0.9383645057678223,random_individual,0,14
5,1558,0.06910624692375916,0.9319256544113159,random_individual,0,14
6,2613,0.09484677013793608,0.9354325532913208,random_individual,0,14
7,2804,0.10513172703420101,0.9422074556350708,random_individual,0,14
8,3387,0.12550932072850862,0.931946873664856,random_individual,0,14
9,3479,0.12374607297726732,0.9306503534317017,random_individual,0,14
10,3639,0.12848854638935803,0.9263043403625488,random_individual,0,14
11,3988,0.13473019695742203,0.9275293946266174,random_individual,0,14
12,4190,0.14219065081662172,0.9271311163902283,random_individual,0,14
13,4743,0.14862559828284255,0.9269325733184814,random_individual,0,14
14,5029,0.1611355039869242,0.9217835664749146,random_individual,0,14
15,5147,0.15998367484135392,0.9243054389953613,random_individual,0,14
1,581,0.1097975041637172,0.945136308670044,random_individual,1,14
2,754,0.08207383470440482,0.9485417604446411,random_individual,1,14
3,905,0.05631207652216671,0.9520024061203003,random_individual,1,14
4,1302,0.035895706790408266,0.9496919512748718,random_individual,1,14
5,1558,0.0543200685641507,0.9450901746749878,random_individual,1,14
6,2613,0.09732398990347028,0.9376899003982544,random_individual,1,14
7,2804,0.1070388482851965,0.9372315406799316,random_individual,1,14
8,3387,0.1397294416374514,0.9355995655059814,random_individual,1,14
9,3479,0.13790463888601137,0.9342411756515503,random_individual,1,14
10,3639,0.1434781842739062,0.9331415891647339,random_individual,1,14
11,3988,0.1427296231832344,0.9282370805740356,random_individual,1,14
12,4190,0.1601127354455877,0.9279125928878784,random_individual,1,14
13,4743,0.17124701247294252,0.9214203953742981,random_individual,1,14
14,5029,0.1649510448821082,0.9230979084968567,random_individual,1,14
15,5147,0.15998367484135392,0.9243054389953613,random_individual,1,14
1,581,0.008847933562981096,0.9545409679412842,random_individual,2,14
2,754,0.05168501235647124,0.9575353264808655,random_individual,2,14
3,905,0.06525479456708916,0.9578770399093628,random_individual,2,14
4,1302,0.08723129514459868,0.9521924257278442,random_individual,2,14
5,1558,0.10009080973933238,0.9459913372993469,random_individual,2,14
6,2613,0.1620222694144211,0.9371001124382019,random_individual,2,14
7,2804,0.16133252910889737,0.935689389705658,random_individual,2,14
8,3387,0.17891394235331157,0.931702196598053,random_individual,2,14
9,3479,0.1790821736090728,0.9303320050239563,random_individual,2,14
10,3639,0.177727496201161,0.928256630897522,random_individual,2,14
11,3988,0.18239822031754366,0.9234307408332825,random_individual,2,14
12,4190,0.1893696272708205,0.9193741679191589,random_individual,2,14
