target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
14,11,Southern 1,0.14761929381587313,0.0002540779583749968,581,1,1
14,5,Hestmannøy,0.03982557607817447,3.774936121153978e-05,1055,2,6
14,10,Aldra,0.02046781129902436,0.00011831104797123907,173,3,2
14,12,Southern 2,0.019525462861458537,4.918252609939178e-05,397,4,4
14,8,Lovund,0.011329100748585957,7.502715727540369e-05,151,5,3
14,7,Onøy og Lurøy,0.010713910577218934,4.185121319226146e-05,256,6,5
14,3,Selvær,-0.0005970989723431096,-3.1261726300686366e-06,191,7,7
14,1,Myken,-0.0017222639369427132,-1.8720260184159926e-05,92,8,9
14,9,Sleneset,-0.0030403504459923575,-1.9002190287452233e-05,160,9,10
14,13,Southern 3,-0.004195937577950743,-7.197148504203676e-06,583,10,8
14,6,Indre Kvarøy,-0.012315298483677895,-3.528738820538079e-05,349,11,11
14,15,Southern 5,-0.012620929471859662,-6.247984887059239e-05,202,12,12
14,0,Nesøy,-0.02578115791205992,-0.00021848438908525356,118,13,15
14,2,Træna,-0.027053049859897628,-9.459108342621548e-05,286,14,14
14,4,Gjerøy,-0.04231970935056647,-7.652750334641314e-05,553,15,13
