n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,n_islands,n_individuals,target_island,target_island_name,repeat,split_seed,n_permutations,trait,cal_fraction,n_cal_samples
14,1,92,0.36611438411932357,0.6933318376541138,shapley_mean,-1,1,92,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
13,2,244,0.34226221167544785,0.688515841960907,shapley_mean,-1,2,244,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
12,3,361,0.35147522362793965,0.6823293566703796,shapley_mean,-1,3,361,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
11,4,757,0.2847890156344884,0.6893664002418518,shapley_mean,-1,4,757,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
10,5,930,0.22988654593747504,0.6938674449920654,shapley_mean,-1,5,930,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
9,6,1993,0.3051213244808356,0.6841509342193604,shapley_mean,-1,6,1993,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
8,7,2156,0.2967664815088333,0.6844931840896606,shapley_mean,-1,7,2156,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
7,8,2711,0.3503436759025617,0.676354169845581,shapley_mean,-1,8,2711,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
6,9,3294,0.3709215832058234,0.6705693602561951,shapley_mean,-1,9,3294,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
5,10,3642,0.35257663834158787,0.672322690486908,shapley_mean,-1,10,3642,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
4,11,3844,0.3369401536230207,0.6743784546852112,shapley_mean,-1,11,3844,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
3,12,4130,0.3119946355413482,0.6725361347198486,shapley_mean,-1,12,4130,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
2,13,4713,0.3228668138857423,0.6673684120178223,shapley_mean,-1,13,4713,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
1,14,5199,0.3105953224611131,0.6689225435256958,shapley_mean,-1,14,5199,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
0,15,5456,0.3299671729260029,0.6638441681861877,shapley_mean,-1,15,5456,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
14,1,92,-0.14485057052076997,0.7317559719085693,random_individual,0,1,92,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
13,2,244,-0.030709352094577053,0.7224693894386292,random_individual,0,2,244,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
12,3,361,0.07440283822659444,0.7145781517028809,random_individual,0,3,361,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
11,4,757,0.21485974752027567,0.703162431716919,random_individual,0,4,757,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
10,5,930,0.25112144535315034,0.6988284587860107,random_individual,0,5,930,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
9,6,1993,0.2826033270750303,0.684288740158081,random_individual,0,6,1993,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
8,7,2156,0.30201787281925335,0.682040274143219,random_individual,0,7,2156,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
7,8,2711,0.33214574080638637,0.6770318746566772,random_individual,0,8,2711,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
6,9,3294,0.33299361039198117,0.6724012494087219,random_individual,0,9,3294,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
5,10,3642,0.2511805336815345,0.6874189972877502,random_individual,0,10,3642,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
4,11,3844,0.25103245531270324,0.6867930293083191,random_individual,0,11,3844,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
3,12,4130,0.25143811661173293,0.6854913234710693,random_individual,0,12,4130,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
2,13,4713,0.2536504689214614,0.6848675012588501,random_individual,0,13,4713,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
1,14,5199,0.3014156598347955,0.6720001101493835,random_individual,0,14,5199,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
0,15,5456,0.3299671729260029,0.6638441681861877,random_individual,0,15,5456,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
14,1,92,0.17047646291484103,0.7134209275245667,random_individual,1,1,92,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
13,2,244,-0.11517897020025221,0.7220987677574158,random_individual,1,2,244,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
12,3,361,-0.045614768699182504,0.7196197509765625,random_individual,1,3,361,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
11,4,757,0.21867058339849382,0.7006822824478149,random_individual,1,4,757,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
10,5,930,0.22152328106467448,0.6990959644317627,random_individual,1,5,930,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
9,6,1993,0.2056888319057198,0.6962541341781616,random_individual,1,6,1993,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
8,7,2156,0.19502720587968952,0.6972839832305908,random_individual,1,7,2156,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
7,8,2711,0.21957131434991242,0.6898283362388611,random_individual,1,8,2711,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
6,9,3294,0.17794622000955873,0.6945086121559143,random_individual,1,9,3294,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
5,10,3642,0.22085915106387874,0.6871986985206604,random_individual,1,10,3642,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
4,11,3844,0.3020426585072423,0.6710322499275208,random_individual,1,11,3844,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
3,12,4130,0.31548697098859924,0.6673867702484131,random_individual,1,12,4130,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
2,13,4713,0.311892666218232,0.6681820154190063,random_individual,1,13,4713,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
1,14,5199,0.3184783885264409,0.6674198508262634,random_individual,1,14,5199,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
0,15,5456,0.3299671729260029,0.6638441681861877,random_individual,1,15,5456,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
14,1,92,0.0107804300704458,0.7170954346656799,random_individual,2,1,92,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
13,2,244,-0.024610624980079394,0.7187348008155823,random_individual,2,2,244,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
12,3,361,-0.03892347275213463,0.720097541809082,random_individual,2,3,361,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
11,4,757,0.1507883530114831,0.7073199152946472,random_individual,2,4,757,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
10,5,930,0.12209567529114707,0.7097992300987244,random_individual,2,5,930,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
9,6,1993,0.28906901898156556,0.6865699291229248,random_individual,2,6,1993,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
8,7,2156,0.2856093502422994,0.6857035160064697,random_individual,2,7,2156,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
7,8,2711,0.3039411390103583,0.6793847680091858,random_individual,2,8,2711,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
6,9,3294,0.27574450555604446,0.6831485033035278,random_individual,2,9,3294,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
5,10,3642,0.32634836681637175,0.6725624799728394,random_individual,2,10,3642,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
4,11,3844,0.33853205903765576,0.6698817014694214,random_individual,2,11,3844,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
3,12,4130,0.35811747395629095,0.6647881865501404,random_individual,2,12,4130,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
2,13,4713,0.33345021368709704,0.6653271317481995,random_individual,2,13,4713,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
1,14,5199,0.3185864636790177,0.6681687831878662,random_individual,2,14,5199,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
0,15,5456,0.3299671729260029,0.6638441681861877,random_individual,2,15,5456,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
14,1,92,0.016150059639595416,0.7207115888595581,random_individual,3,1,92,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
13,2,244,0.06799863899519552,0.7164315581321716,random_individual,3,2,244,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
12,3,361,-0.04998830465792375,0.721423864364624,random_individual,3,3,361,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
11,4,757,0.03977866501841488,0.715435266494751,random_individual,3,4,757,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
10,5,930,-0.00419050077016116,0.7220746278762817,random_individual,3,5,930,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
9,6,1993,0.07991302449869549,0.7120827436447144,random_individual,3,6,1993,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
8,7,2156,0.0787312045076169,0.7134647965431213,random_individual,3,7,2156,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
7,8,2711,0.07026097686138363,0.7157629728317261,random_individual,3,8,2711,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
6,9,3294,0.11867135387414998,0.7095091342926025,random_individual,3,9,3294,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
5,10,3642,0.15800270413460152,0.7024557590484619,random_individual,3,10,3642,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
4,11,3844,0.18758366698143908,0.6951809525489807,random_individual,3,11,3844,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
3,12,4130,0.18095231919761692,0.6966977715492249,random_individual,3,12,4130,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
2,13,4713,0.22708695149324468,0.6867950558662415,random_individual,3,13,4713,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
1,14,5199,0.3268649106755077,0.6656018495559692,random_individual,3,14,5199,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
0,15,5456,0.3299671729260029,0.6638441681861877,random_individual,3,15,5456,3,Selvær,1,642933753,10,tarsus,0.05154639175257732,10
