n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,n_islands,n_individuals,target_island,target_island_name,repeat,split_seed,n_permutations,trait,cal_fraction,n_cal_samples
14,1,286,0.20489192658343483,1.0494649410247803,shapley_mean,-1,1,286,3,Selvær,6,70733252,10,wing,0.05235602094240838,10
13,2,446,0.2412696065095367,1.030322790145874,shapley_mean,-1,2,446,3,Selvær,6,70733252,10,wing,0.05235602094240838,10
12,3,597,0.3518476970626155,1.0015023946762085,shapley_mean,-1,3,597,3,Selvær,6,70733252,10,wing,0.05235602094240838,10
11,4,1180,0.3882238851315098,0.9928510785102844,shapley_mean,-1,4,1180,3,Selvær,6,70733252,10,wing,0.05235602094240838,10
10,5,2235,0.26955084789027073,0.973002552986145,shapley_mean,-1,5,2235,3,Selvær,6,70733252,10,wing,0.05235602094240838,10
9,6,2721,0.25821189829285746,0.9785588979721069,shapley_mean,-1,6,2721,3,Selvær,6,70733252,10,wing,0.05235602094240838,10
8,7,2894,0.25643691656640055,0.9758381843566895,shapley_mean,-1,7,2894,3,Selvær,6,70733252,10,wing,0.05235602094240838,10
7,8,3475,0.2963909442568829,0.9611998796463013,shapley_mean,-1,8,3475,3,Selvær,6,70733252,10,wing,0.05235602094240838,10
6,9,3824,0.31046963775354647,0.9535676836967468,shapley_mean,-1,9,3824,3,Selvær,6,70733252,10,wing,0.05235602094240838,10
5,10,3916,0.30513104574205424,0.956766664981842,shapley_mean,-1,10,3916,3,Selvær,6,70733252,10,wing,0.05235602094240838,10
4,11,4172,0.2914462792541407,0.9523537158966064,shapley_mean,-1,11,4172,3,Selvær,6,70733252,10,wing,0.05235602094240838,10
3,12,4725,0.30881805651219646,0.9515520334243774,shapley_mean,-1,12,4725,3,Selvær,6,70733252,10,wing,0.05235602094240838,10
2,13,5122,0.3006575197794415,0.9575662612915039,shapley_mean,-1,13,5122,3,Selvær,6,70733252,10,wing,0.05235602094240838,10
1,14,5324,0.29347302827635635,0.962507963180542,shapley_mean,-1,14,5324,3,Selvær,6,70733252,10,wing,0.05235602094240838,10
0,15,5442,0.28237911847170966,0.9638928771018982,shapley_mean,-1,15,5442,3,Selvær,6,70733252,10,wing,0.05235602094240838,10
14,1,286,0.017517577035203905,1.047515630722046,random_individual,0,1,286,3,Selvær,6,70733252,10,wing,0.05235602094240838,10
13,2,446,0.2540864243509803,1.0371854305267334,random_individual,0,2,446,3,Selvær,6,70733252,10,wing,0.05235602094240838,10
12,3,597,0.06746325776621499,1.0495567321777344,random_individual,0,3,597,3,Selvær,6,70733252,10,wing,0.05235602094240838,10
11,4,1180,0.06691502520957726,1.048025131225586,random_individual,0,4,1180,3,Selvær,6,70733252,10,wing,0.05235602094240838,10
10,5,2235,0.3240565655917828,0.978356122970581,random_individual,0,5,2235,3,Selvær,6,70733252,10,wing,0.05235602094240838,10
9,6,2721,0.33467594065439576,0.9477859139442444,random_individual,0,6,2721,3,Selvær,6,70733252,10,wing,0.05235602094240838,10
8,7,2894,0.36582935080275253,0.9391139149665833,random_individual,0,7,2894,3,Selvær,6,70733252,10,wing,0.05235602094240838,10
7,8,3475,0.362655965489043,0.947725236415863,random_individual,0,8,3475,3,Selvær,6,70733252,10,wing,0.05235602094240838,10
6,9,3824,0.36344416731949775,0.948051929473877,random_individual,0,9,3824,3,Selvær,6,70733252,10,wing,0.05235602094240838,10
5,10,3916,0.35814201413942176,0.944631040096283,random_individual,0,10,3916,3,Selvær,6,70733252,10,wing,0.05235602094240838,10
4,11,4172,0.37474440559954225,0.9483134746551514,random_individual,0,11,4172,3,Selvær,6,70733252,10,wing,0.05235602094240838,10
3,12,4725,0.35936591070837604,0.9440957903862,random_individual,0,12,4725,3,Selvær,6,70733252,10,wing,0.05235602094240838,10
2,13,5122,0.2848624419790373,0.9632899761199951,random_individual,0,13,5122,3,Selvær,6,70733252,10,wing,0.05235602094240838,10
1,14,5324,0.29080731197237275,0.9603908061981201,random_individual,0,14,5324,3,Selvær,6,70733252,10,wing,0.05235602094240838,10
0,15,5442,0.28237911847170966,0.9638928771018982,random_individual,0,15,5442,3,Selvær,6,70733252,10,wing,0.05235602094240838,10
14,1,286,0.193519962260057,1.038221836090088,random_individual,1,1,286,3,Selvær,6,70733252,10,wing,0.05235602094240838,10
13,2,446,0.09324847432212319,1.0437132120132446,random_individual,1,2,446,3,Selvær,6,70733252,10,wing,0.05235602094240838,10
12,3,597,0.26258896358852885,1.0244168043136597,random_individual,1,3,597,3,Selvær,6,70733252,10,wing,0.05235602094240838,10
11,4,1180,0.2971041083569408,0.9966543912887573,random_individual,1,4,1180,3,Selvær,6,70733252,10,wing,0.05235602094240838,10
10,5,2235,0.4050826761092593,0.9311539530754089,random_individual,1,5,2235,3,Selvær,6,70733252,10,wing,0.05235602094240838,10
9,6,2721,0.3884918315948279,0.9351698756217957,random_individual,1,6,2721,3,Selvær,6,70733252,10,wing,0.05235602094240838,10
8,7,2894,0.38199315801797895,0.9398095607757568,random_individual,1,7,2894,3,Selvær,6,70733252,10,wing,0.05235602094240838,10
7,8,3475,0.31507868146472473,0.9578961730003357,random_individual,1,8,3475,3,Selvær,6,70733252,10,wing,0.05235602094240838,10
6,9,3824,0.27682898089850344,0.9581885933876038,random_individual,1,9,3824,3,Selvær,6,70733252,10,wing,0.05235602094240838,10
5,10,3916,0.280462483821468,0.9629013538360596,random_individual,1,10,3916,3,Selvær,6,70733252,10,wing,0.05235602094240838,10
4,11,4172,0.31425001184621226,0.9617316722869873,random_individual,1,11,4172,3,Selvær,6,70733252,10,wing,0.05235602094240838,10
3,12,4725,0.3323789295155947,0.9619382619857788,random_individual,1,12,4725,3,Selvær,6,70733252,10,wing,0.05235602094240838,10
2,13,5122,0.30664495632526284,0.9696012139320374,random_individual,1,13,5122,3,Selvær,6,70733252,10,wing,0.05235602094240838,10
