trait,model_type,target_island,target_island_name,repeat,repeat_seed,analysis,method,selection_method,lambda_label,lambda_div,order_seed,n_components,n_individuals,corr_eval,mse_adj,avg_grm_target_obj,avg_grm_train_train_obj,objective_obj,diversity_include_diagonal
body_mass,ridge,2,Træna,0,149360994,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,500,0.18116451192174735,1.2089086771011353,0.018430778141300216,0.021747434784857154,0.0162560346628145,True
body_mass,ridge,2,Træna,0,149360994,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,1000,0.16995845020571076,1.2088286876678467,0.012131304690418251,0.01236683253008955,0.010894621437409296,True
body_mass,ridge,2,Træna,0,149360994,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,1500,0.1622347256777944,1.2088403701782227,0.008722989088306082,0.008442356773578538,0.007878753410948227,True
body_mass,ridge,2,Træna,0,149360994,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,2000,0.1415217586625298,1.2175194025039673,0.006472623924204048,0.006575120600003208,0.005815111864203727,True
body_mass,ridge,2,Træna,0,149360994,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,2500,0.14568954923714428,1.2159277200698853,0.00476256045423002,0.0052430027468296095,0.004238260179547058,True
body_mass,ridge,2,Træna,0,149360994,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,3000,0.14400992828270115,1.217150092124939,0.0033323702422531393,0.0038888178157541003,0.0029434884606777292,True
body_mass,ridge,2,Træna,0,149360994,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,3500,0.15628580412122717,1.2113090753555298,0.0020788895646607747,0.0024925631185061213,0.0018296332528101626,True
body_mass,ridge,2,Træna,0,149360994,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,4000,0.1489473127528995,1.215001106262207,0.0009820237257301995,0.0013569195043818803,0.0008463317752920114,True
body_mass,ridge,2,Træna,0,149360994,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,4500,0.1519890719974358,1.2117129564285278,1.7168931404994254e-05,0.0006231666093086115,-4.51477295258669e-05,True
body_mass,ridge,7,Onøy og Lurøy,0,1740227601,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,500,0.012646803407194337,1.3549460172653198,0.012192760409735996,0.014008301350120576,0.010791930274723938,True
body_mass,ridge,7,Onøy og Lurøy,0,1740227601,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,1000,-0.008527397843634448,1.3656582832336426,0.008491569550649036,0.009258461839559319,0.007565723366693104,True
body_mass,ridge,7,Onøy og Lurøy,0,1740227601,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,1500,-0.03519505478281413,1.3726351261138916,0.006592102859877578,0.007418327130953054,0.005850270146782272,True
body_mass,ridge,7,Onøy og Lurøy,0,1740227601,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,2000,-0.02953612666236189,1.3718531131744385,0.005283451131366774,0.0064702510928141615,0.004636426022085358,True
body_mass,ridge,7,Onøy og Lurøy,0,1740227601,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,2500,-0.01733817302865476,1.3723787069320679,0.004230152991211658,0.005859671593968631,0.003644185831814795,True
body_mass,ridge,7,Onøy og Lurøy,0,1740227601,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,3000,-0.002877166609227693,1.3684355020523071,0.0032580350725346036,0.005219844555651913,0.0027360506169694125,True
body_mass,ridge,7,Onøy og Lurøy,0,1740227601,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,3500,-0.005991408128563187,1.3721131086349487,0.0021791013924373215,0.003840790832413745,0.001795022309195947,True
body_mass,ridge,7,Onøy og Lurøy,0,1740227601,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,4000,-0.0013868753890157438,1.3701077699661255,0.0010290346382956228,0.0021048284016437174,0.000818551798131251,True
body_mass,ridge,7,Onøy og Lurøy,0,1740227601,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,4500,-0.002878271424794152,1.3725192546844482,-5.4198661195764574e-05,0.0009237469314571328,-0.00014657335434147787,True
body_mass,ridge,10,Aldra,0,1587784369,full_baseline,full_source_unweighted,none,none,,-2,,5524,0.3292555225788491,1.373661994934082,-0.005076303334098852,0.00016286842734377795,,True
body_mass,ridge,12,Southern 2,0,397277156,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,500,0.10647547659822779,1.2431020736694336,0.00864752718923876,0.009488951262944644,0.007698632062944296,True
body_mass,ridge,12,Southern 2,0,397277156,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,1000,0.11573460395210126,1.2217475175857544,0.004131220421141366,0.004776175543772662,0.0036536028667641,True
body_mass,ridge,12,Southern 2,0,397277156,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,1500,0.08239735209354293,1.2266359329223633,0.002149187719908439,0.0033661437335511563,0.0018125733465533234,True
body_mass,ridge,12,Southern 2,0,397277156,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,2000,0.02509443164859375,1.2362723350524902,0.0009314973291900575,0.0026958904932755322,0.0006619082798625042,True
body_mass,ridge,12,Southern 2,0,397277156,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,2500,0.010230471659718717,1.2411147356033325,4.5024718587992354e-05,0.0022609238219610875,-0.0001810676636081164,True
body_mass,ridge,12,Southern 2,0,397277156,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,3000,0.012502943537171986,1.2432785034179688,-0.0006828804905231473,0.0018891337171813786,-0.0008717938622412853,True
body_mass,ridge,12,Southern 2,0,397277156,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,3500,-0.01565618438894585,1.250516414642334,-0.0013263518904351192,0.0015006118396830648,-0.0014764130744034257,True
