trait,model_type,target_island,target_island_name,analysis,method,selection_method,lambda_label,lambda_div,n_components,n_individuals,corr_mean,corr_std,mse_mean,avg_grm_target_mean,avg_grm_train_train_mean,objective_mean,n_rows
body_mass,ridge,2,Træna,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,500,0.1811645119217473,,1.2089086771011353,0.0184307781413002,0.0217474347848571,0.0162560346628145,1
body_mass,ridge,2,Træna,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,1000,0.1699584502057107,,1.208828687667847,0.0121313046904182,0.0123668325300895,0.0108946214374092,1
body_mass,ridge,2,Træna,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,1500,0.1622347256777944,,1.2088403701782229,0.008722989088306,0.0084423567735785,0.0078787534109482,1
body_mass,ridge,2,Træna,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,2000,0.1415217586625298,,1.2175194025039673,0.006472623924204,0.0065751206000032,0.0058151118642037,1
body_mass,ridge,2,Træna,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,2500,0.1456895492371442,,1.2159277200698853,0.00476256045423,0.0052430027468296,0.004238260179547,1
body_mass,ridge,2,Træna,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,3000,0.1440099282827011,,1.217150092124939,0.0033323702422531,0.0038888178157541,0.0029434884606777,1
body_mass,ridge,2,Træna,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,3500,0.1562858041212271,,1.2113090753555298,0.0020788895646607,0.0024925631185061,0.0018296332528101,1
body_mass,ridge,2,Træna,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,4000,0.1489473127528995,,1.215001106262207,0.0009820237257301,0.0013569195043818,0.000846331775292,1
body_mass,ridge,2,Træna,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,4500,0.1519890719974358,,1.2117129564285278,1.7168931404994254e-05,0.0006231666093086,-4.51477295258669e-05,1
body_mass,ridge,7,Onøy og Lurøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,500,0.0126468034071943,,1.3549460172653198,0.0121927604097359,0.0140083013501205,0.0107919302747239,1
body_mass,ridge,7,Onøy og Lurøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,1000,-0.0085273978436344,,1.3656582832336426,0.008491569550649,0.0092584618395593,0.0075657233666931,1
body_mass,ridge,7,Onøy og Lurøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,1500,-0.0351950547828141,,1.3726351261138916,0.0065921028598775,0.007418327130953,0.0058502701467822,1
body_mass,ridge,7,Onøy og Lurøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,2000,-0.0295361266623618,,1.3718531131744385,0.0052834511313667,0.0064702510928141,0.0046364260220853,1
body_mass,ridge,7,Onøy og Lurøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,2500,-0.0173381730286547,,1.372378706932068,0.0042301529912116,0.0058596715939686,0.0036441858318147,1
body_mass,ridge,7,Onøy og Lurøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,3000,-0.0028771666092276,,1.3684355020523071,0.0032580350725346,0.0052198445556519,0.0027360506169694,1
body_mass,ridge,7,Onøy og Lurøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,3500,-0.0059914081285631,,1.3721131086349487,0.0021791013924373,0.0038407908324137,0.0017950223091959,1
body_mass,ridge,7,Onøy og Lurøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,4000,-0.0013868753890157,,1.3701077699661257,0.0010290346382956,0.0021048284016437,0.0008185517981312,1
body_mass,ridge,7,Onøy og Lurøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,4500,-0.0028782714247941,,1.3725192546844482,-5.4198661195764574e-05,0.0009237469314571,-0.0001465733543414,1
body_mass,ridge,10,Aldra,full_baseline,full_source_unweighted,none,none,,,5524,0.3292555225788491,,1.373661994934082,-0.0050763033340988,0.0001628684273437,,1
body_mass,ridge,12,Southern 2,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,500,0.1064754765982277,,1.2431020736694336,0.0086475271892387,0.0094889512629446,0.0076986320629442,1
body_mass,ridge,12,Southern 2,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,1000,0.1157346039521012,,1.2217475175857544,0.0041312204211413,0.0047761755437726,0.0036536028667641,1
body_mass,ridge,12,Southern 2,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,1500,0.0823973520935429,,1.2266359329223633,0.0021491877199084,0.0033661437335511,0.0018125733465533,1
