n_individuals,corr_eval,mse_adj,method,order_seed,pevmean_obj,target_island,target_island_name,repeat,repeat_seed,trait
1000,0.21873474622694272,1.5397582054138184,pevmean_ga,-1,17826.71800731221,6,Indre Kvarøy,3,1125825237,body_mass
4000,0.31622688934747256,1.4944818019866943,pevmean_ga,-1,16701.56566993672,6,Indre Kvarøy,3,1125825237,body_mass
1000,0.09419654045974575,1.5809059143066406,random_individual,0,,6,Indre Kvarøy,3,1125825237,body_mass
4000,0.3153249184580014,1.4932148456573486,random_individual,0,,6,Indre Kvarøy,3,1125825237,body_mass
1000,0.14490965833046698,1.5742368698120117,random_individual,1,,6,Indre Kvarøy,3,1125825237,body_mass
4000,0.3337559547862037,1.4873014688491821,random_individual,1,,6,Indre Kvarøy,3,1125825237,body_mass
1000,0.17519419236835335,1.5745469331741333,random_individual,2,,6,Indre Kvarøy,3,1125825237,body_mass
4000,0.31568241997788404,1.4999535083770752,random_individual,2,,6,Indre Kvarøy,3,1125825237,body_mass
1000,0.1782245439585041,1.5693448781967163,random_individual,3,,6,Indre Kvarøy,3,1125825237,body_mass
4000,0.28330776365336646,1.4947243928909302,random_individual,3,,6,Indre Kvarøy,3,1125825237,body_mass
1000,0.24171006961511068,1.5507549047470093,random_individual,4,,6,Indre Kvarøy,3,1125825237,body_mass
4000,0.3123733690398406,1.489618182182312,random_individual,4,,6,Indre Kvarøy,3,1125825237,body_mass
