n_permutations,n_cal_samples,method,n_removed,corr_mean,corr_std,mse_mean,mse_std,n_rows
10,10,random_individual,0,0.1425436097503199,0.013250716686427494,0.9378607988357544,0.04041352933912135,50
10,10,random_individual,1,0.14092650158531406,0.013528709698655552,0.9387802994251251,0.04032789353191627,50
10,10,random_individual,2,0.13841419216772455,0.01955381070459546,0.9400732898712159,0.04103535606894633,50
10,10,random_individual,3,0.13657136418594612,0.019360657937922954,0.9413144135475159,0.040127913218741915,50
10,10,random_individual,4,0.1355568768772434,0.025075833731581825,0.9429057586193085,0.0412461805773291,50
10,10,random_individual,5,0.13558792793540386,0.028305644382163594,0.9437851321697235,0.04166605441742738,50
10,10,random_individual,6,0.132159796112282,0.02676656747932884,0.9451876294612884,0.041424300761398324,50
10,10,random_individual,7,0.12350958913877765,0.03882141497966097,0.9492814993858337,0.04252848458727526,50
10,10,random_individual,8,0.11457988577851314,0.04159537609856263,0.9531027054786683,0.042218364378765035,50
10,10,random_individual,9,0.10309426938674073,0.04413147733253345,0.9580984544754029,0.043636701647678036,50
10,10,random_individual,10,0.087249408567685,0.044424721864350376,0.9632169723510742,0.04173325037600629,50
10,10,random_individual,11,0.07792803744900055,0.05263830361458119,0.964721040725708,0.04164295972084135,50
10,10,random_individual,12,0.06767215891813687,0.058015752277775605,0.9678626430034637,0.0431861149312877,50
10,10,random_individual,13,0.0571953089858303,0.05961055345375903,0.9705096077919007,0.043487619640201355,50
10,10,random_individual,14,0.034127335142458956,0.06505511026382402,0.9754852998256683,0.04135022814368963,50
10,10,shapley_mean,0,0.1425436097503199,0.013827101522006573,0.9378607988357544,0.042171452779380135,10
10,10,shapley_mean,1,0.1277933242231593,0.020249136961881544,0.9452080070972443,0.04673831138571409,10
10,10,shapley_mean,2,0.12720921842551852,0.02266627508743064,0.9478546142578125,0.048359038757280086,10
10,10,shapley_mean,3,0.1319714016619265,0.02374863514741282,0.9481399357318878,0.0506689246837119,10
10,10,shapley_mean,4,0.12590874203976182,0.039416792027440604,0.9475698292255401,0.05344238627667655,10
10,10,shapley_mean,5,0.12959147765816598,0.03975253669858916,0.948639577627182,0.052200707540883004,10
10,10,shapley_mean,6,0.1340230141594892,0.03458970966341361,0.9478609800338745,0.052622435098200124,10
10,10,shapley_mean,7,0.11018411765999163,0.0390524847553464,0.9512016177177429,0.05170854615177159,10
10,10,shapley_mean,8,0.11542601221573627,0.04723550411944597,0.953058409690857,0.05353902435528608,10
10,10,shapley_mean,9,0.09446570906513366,0.05058142189947509,0.9580058276653289,0.05477945803156869,10
10,10,shapley_mean,10,0.08509497116697724,0.05299105557194269,0.9593741059303283,0.0540001594332953,10
10,10,shapley_mean,11,0.07539952514019652,0.053912948154367896,0.9627166211605072,0.052266266172928594,10
10,10,shapley_mean,12,0.06792142052706591,0.04012968276427139,0.9608039319515228,0.047235847743060055,10
10,10,shapley_mean,13,0.05530782156559033,0.041674927218003456,0.9633160829544067,0.04480186875823003,10
10,10,shapley_mean,14,0.055810334025587424,0.04087197157153606,0.9627849161624908,0.04576731704025521,10
10,20,random_individual,0,0.15295623403830935,0.038105599306664725,0.9797465622425079,0.04137644761068381,50
10,20,random_individual,1,0.15034748396975103,0.03816524211908273,0.9807013034820556,0.041996131018360874,50
10,20,random_individual,2,0.14848514536029975,0.037994499307169645,0.9820189201831817,0.042400600238991865,50
10,20,random_individual,3,0.14454301883585796,0.04301596720676223,0.9829768204689026,0.04251948369244183,50
10,20,random_individual,4,0.13991759517481106,0.04771300609810309,0.9850854444503784,0.04333251483213511,50
10,20,random_individual,5,0.13402366944032898,0.04872696222277579,0.9879589629173279,0.043201396052559515,50
10,20,random_individual,6,0.1293619592666396,0.045638423742341325,0.9915288472175598,0.04396873416242948,50
10,20,random_individual,7,0.11938332754376964,0.0487069049364791,0.9945348656177521,0.042325793801305196,50
10,20,random_individual,8,0.11271500601672553,0.04994374981697265,0.9969377934932708,0.04214429459897941,50
10,20,random_individual,9,0.10412390268560962,0.048627295662867574,1.0007171988487245,0.041035467722174056,50
10,20,random_individual,10,0.09185644316620838,0.05333972460574272,1.0035667943954467,0.04075088692636757,50
10,20,random_individual,11,0.08296554129069951,0.06291617998011119,1.005545310974121,0.041954345232237594,50
10,20,random_individual,12,0.0695404654424405,0.06585580715380168,1.0088773775100708,0.04202296337666593,50
10,20,random_individual,13,0.06002714694079997,0.07414526872417014,1.013445497751236,0.04221836711672382,50
10,20,random_individual,14,0.04456924996293635,0.0672555941757658,1.017540910243988,0.043757766910075116,50
10,20,shapley_mean,0,0.15295623403830935,0.039763131507433214,0.9797465622425079,0.04317625644497558,10
10,20,shapley_mean,1,0.1558723688726255,0.045853713638558606,0.9810581684112549,0.04376517539226724,10
10,20,shapley_mean,2,0.15401939938424875,0.051559263848461066,0.983394593000412,0.04412280309178912,10
10,20,shapley_mean,3,0.146906745207992,0.05978826017994639,0.9855133891105652,0.04248519215023238,10
10,20,shapley_mean,4,0.14654170186142135,0.053031342466183976,0.9895992994308471,0.04069943200875817,10
10,20,shapley_mean,5,0.1431802466270264,0.05961863023647566,0.9915130138397217,0.04548310413043105,10
10,20,shapley_mean,6,0.12699810019809127,0.07390542214160548,0.9949267446994782,0.04405656765450487,10
10,20,shapley_mean,7,0.12528734338907216,0.07031956237708925,0.9971889197826386,0.04569421847281308,10
10,20,shapley_mean,8,0.1275178427995391,0.0765485117855464,0.9973174214363099,0.047041630044870726,10
10,20,shapley_mean,9,0.10464025593971375,0.07075701033518006,1.0035243153572082,0.04544309659685059,10
