n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,n_islands,n_individuals,target_island,target_island_name,repeat,split_seed,n_permutations,trait,cal_fraction,n_cal_samples
14,1,581,0.1589086981765203,0.9697774052619934,shapley_mean,-1,1,581,14,Southern 4,0,1446703604,10,wing,0.0205761316872428,10
13,2,772,0.1227471667150236,0.9679336547851562,shapley_mean,-1,2,772,14,Southern 4,0,1446703604,10,wing,0.0205761316872428,10
12,3,932,0.1182689367408534,0.9690666198730468,shapley_mean,-1,3,932,14,Southern 4,0,1446703604,10,wing,0.0205761316872428,10
11,4,1083,0.1267475891683263,0.967264711856842,shapley_mean,-1,4,1083,14,Southern 4,0,1446703604,10,wing,0.0205761316872428,10
10,5,1339,0.1389568487304531,0.9675465822219848,shapley_mean,-1,5,1339,14,Southern 4,0,1446703604,10,wing,0.0205761316872428,10
9,6,1625,0.1226496083197287,0.9671738147735596,shapley_mean,-1,6,1625,14,Southern 4,0,1446703604,10,wing,0.0205761316872428,10
8,7,2680,0.1513016864949003,0.9656172394752502,shapley_mean,-1,7,2680,14,Southern 4,0,1446703604,10,wing,0.0205761316872428,10
7,8,3029,0.1337445490293971,0.9700556993484496,shapley_mean,-1,8,3029,14,Southern 4,0,1446703604,10,wing,0.0205761316872428,10
6,9,3582,0.1232767462072946,0.971889317035675,shapley_mean,-1,9,3582,14,Southern 4,0,1446703604,10,wing,0.0205761316872428,10
5,10,3755,0.1351018218865108,0.9679705500602722,shapley_mean,-1,10,3755,14,Southern 4,0,1446703604,10,wing,0.0205761316872428,10
4,11,4338,0.1265990848248125,0.9646831750869752,shapley_mean,-1,11,4338,14,Southern 4,0,1446703604,10,wing,0.0205761316872428,10
3,12,4456,0.1308164975275189,0.965352177619934,shapley_mean,-1,12,4456,14,Southern 4,0,1446703604,10,wing,0.0205761316872428,10
2,13,4548,0.1240602342676956,0.967027485370636,shapley_mean,-1,13,4548,14,Southern 4,0,1446703604,10,wing,0.0205761316872428,10
1,14,4945,0.1301728070213359,0.9571869373321532,shapley_mean,-1,14,4945,14,Southern 4,0,1446703604,10,wing,0.0205761316872428,10
0,15,5147,0.1444692132879695,0.9454264044761658,shapley_mean,-1,15,5147,14,Southern 4,0,1446703604,10,wing,0.0205761316872428,10
14,1,581,0.036201262210534,0.963654398918152,random_individual,0,1,581,14,Southern 4,0,1446703604,10,wing,0.0205761316872428,10
13,2,772,0.0543761958308689,0.96379554271698,random_individual,0,2,772,14,Southern 4,0,1446703604,10,wing,0.0205761316872428,10
12,3,932,0.057335143119097,0.9634411931037904,random_individual,0,3,932,14,Southern 4,0,1446703604,10,wing,0.0205761316872428,10
11,4,1083,0.054088364091411,0.9646388292312622,random_individual,0,4,1083,14,Southern 4,0,1446703604,10,wing,0.0205761316872428,10
10,5,1339,0.0657706210840884,0.9594691395759584,random_individual,0,5,1339,14,Southern 4,0,1446703604,10,wing,0.0205761316872428,10
9,6,1625,0.0719250013685143,0.9565547704696656,random_individual,0,6,1625,14,Southern 4,0,1446703604,10,wing,0.0205761316872428,10
