target_island,n_cal_samples,permutation_index,source_island,source_island_name,rank_mean,rank_std,phi_per_ind_mean,n_repeats
14,150.0,1,10,Aldra,3.7,1.7669811040931427,0.00011689604221901638,10
14,150.0,1,11,Southern 1,3.8,2.485513584307633,0.00016435447335761089,10
14,150.0,1,15,Southern 5,4.1,4.817791102892602,0.00026603552511282147,10
14,150.0,1,7,Onøy og Lurøy,5.7,3.2676869155073254,5.8743720642933954e-05,10
14,150.0,1,5,Hestmannøy,5.9,1.728840330651992,5.155876166869121e-05,10
14,150.0,1,8,Lovund,6.7,2.5407785333546005,4.572811908862674e-05,10
14,150.0,1,12,Southern 2,7.5,4.352521619066865,3.0301969530707684e-05,10
14,150.0,1,0,Nesøy,7.8,4.589843860815601,1.3209879491950488e-05,10
14,150.0,1,9,Sleneset,8.1,4.483302354291979,8.561417057438315e-05,10
14,150.0,1,1,Myken,10.5,2.990726407487727,-9.294057878775788e-05,10
14,150.0,1,6,Indre Kvarøy,10.6,2.836272984824353,-4.1325865986590205e-05,10
14,150.0,1,13,Southern 3,10.8,2.2010098692292233,-4.2300515768615864e-05,10
14,150.0,1,4,Gjerøy,11.1,2.7264140062238043,-5.142879314840014e-05,10
14,150.0,1,2,Træna,11.4,4.221637386396684,-4.223255470915258e-05,10
14,150.0,1,3,Selvær,12.3,3.743141876967945,-0.00012033665952263642,10
14,150.0,2,10,Aldra,3.4,1.837873166945363,0.00014272230921920232,10
14,150.0,2,11,Southern 1,3.7,2.263232692902394,0.00013577849952577944,10
14,150.0,2,15,Southern 5,4.3,4.620004810002306,0.0002605366791070224,10
14,150.0,2,5,Hestmannøy,5.7,2.057506581601462,6.521017923087865e-05,10
14,150.0,2,7,Onøy og Lurøy,6.1,2.884826203122507,5.253780209483115e-05,10
14,150.0,2,8,Lovund,7.1,2.3781411975649296,3.4824153260950044e-05,10
14,150.0,2,9,Sleneset,7.4,4.033195589934446,6.441235481013378e-05,10
14,150.0,2,12,Southern 2,7.6,4.427188724235731,4.116409025699464e-05,10
14,150.0,2,0,Nesøy,8.0,5.312459150169743,2.9757267767187243e-06,10
14,150.0,2,1,Myken,10.5,3.5978388574871505,-7.072391195803145e-05,10
14,150.0,2,6,Indre Kvarøy,10.7,3.267686915507326,-3.773538153353077e-05,10
14,150.0,2,13,Southern 3,10.8,2.4404006956964164,-4.351573621569922e-05,10
14,150.0,2,4,Gjerøy,11.0,2.1081851067789192,-5.677165534683362e-05,10
14,150.0,2,2,Træna,11.1,4.1486276177925525,-4.0212077435102866e-05,10
14,150.0,2,3,Selvær,12.6,3.025814858109391,-0.0001090576125775428,10
14,150.0,3,11,Southern 1,4.0,2.309401076758503,0.00013390475812517642,10
14,150.0,3,10,Aldra,4.1,1.7919573407620817,0.00013344302671475074,10
14,150.0,3,15,Southern 5,4.6,4.788875998951458,0.00022220871812648146,10
14,150.0,3,5,Hestmannøy,5.9,1.728840330651992,6.856835446474403e-05,10
14,150.0,3,7,Onøy og Lurøy,6.4,2.7968235951204043,5.637814250517185e-05,10
14,150.0,3,0,Nesøy,6.9,5.486346689738082,6.23964413516014e-05,10
14,150.0,3,12,Southern 2,6.9,3.725288952252936,3.6298308946367896e-05,10
14,150.0,3,8,Lovund,7.0,3.055050463303893,5.068674559896572e-05,10
14,150.0,3,9,Sleneset,7.0,4.055175020198813,7.562868299512796e-05,10
14,150.0,3,13,Southern 3,10.5,2.8382310609877335,-4.086954881046561e-05,10
14,150.0,3,1,Myken,11.1,3.2812599206199238,-0.00010733045077990493,10
14,150.0,3,2,Træna,11.1,4.175324338699131,-4.398095279176153e-05,10
14,150.0,3,6,Indre Kvarøy,11.1,2.766867462592952,-4.41451612975435e-05,10
14,150.0,3,3,Selvær,11.4,4.835057163858333,-7.87701942893635e-05,10
14,150.0,3,4,Gjerøy,12.0,1.4142135623730951,-6.40130630373914e-05,10
14,150.0,4,11,Southern 1,3.6,2.7568097504180447,0.0001452303392987145,10
14,150.0,4,10,Aldra,4.2,1.932183566158592,0.0001373837560893202,10
14,150.0,4,15,Southern 5,4.8,4.825856285561028,0.00021217880783390894,10
14,150.0,4,5,Hestmannøy,5.4,1.2649110640673518,6.955913315158405e-05,10
14,150.0,4,7,Onøy og Lurøy,6.4,2.913569784454954,5.38285275828666e-05,10
14,150.0,4,0,Nesøy,6.9,5.384133067531753,6.124023327997008e-05,10
14,150.0,4,8,Lovund,6.9,2.685351208149711,4.4991399031630665e-05,10
14,150.0,4,12,Southern 2,7.1,3.8427420765212266,3.528340087679498e-05,10
14,150.0,4,9,Sleneset,7.7,4.4234225060089685,6.672853426300698e-05,10
14,150.0,4,13,Southern 3,10.6,2.503331114069145,-4.472544616952812e-05,10
14,150.0,4,6,Indre Kvarøy,10.8,2.9739610697593943,-4.150966358545475e-05,10
14,150.0,4,3,Selvær,11.1,4.817791102892602,-7.921136715446326e-05,10
14,150.0,4,2,Træna,11.2,3.8815804341359037,-4.828097881009448e-05,10
14,150.0,4,1,Myken,11.4,3.0983866769659336,-0.00010658505898234762,10
14,150.0,4,4,Gjerøy,11.9,1.3703203194062976,-6.443145363818021e-05,10
14,150.0,5,11,Southern 1,3.7,2.7507574714370344,0.00013933587789749017,10
14,150.0,5,10,Aldra,4.3,2.584139659108574,0.00013195486590382235,10
14,150.0,5,15,Southern 5,4.3,4.808557187163549,0.00022728005117089346,10
14,150.0,5,5,Hestmannøy,5.2,1.1352924243950933,6.91521759837573e-05,10
14,150.0,5,7,Onøy og Lurøy,6.3,2.6267851073127395,6.238173615259999e-05,10
14,150.0,5,12,Southern 2,7.0,3.9440531887330774,3.6822908464301786e-05,10
14,150.0,5,0,Nesøy,7.2,5.266244708835066,6.486325976449504e-05,10
14,150.0,5,8,Lovund,7.2,2.573367875415838,4.230063355797551e-05,10
14,150.0,5,9,Sleneset,7.6,4.3256341860022225,6.347025434534016e-05,10
14,150.0,5,13,Southern 3,10.6,2.756809750418045,-4.4782800206545814e-05,10
14,150.0,5,6,Indre Kvarøy,10.7,3.2676869155073254,-3.879598797090172e-05,10
14,150.0,5,3,Selvær,11.2,4.491968140779471,-8.579849258471676e-05,10
14,150.0,5,2,Træna,11.4,3.6575644598253874,-4.813442134813208e-05,10
14,150.0,5,1,Myken,11.5,2.718251071716681,-0.00010445250946295724,10
14,150.0,5,4,Gjerøy,11.8,1.6193277068654823,-6.524796058637713e-05,10
14,150.0,6,11,Southern 1,3.7,2.7507574714370344,0.00013334961137067674,10
14,150.0,6,10,Aldra,4.1,2.7264140062238043,0.00013105685973502764,10
14,150.0,6,15,Southern 5,4.5,4.600724580614087,0.00022061958596198498,10
14,150.0,6,5,Hestmannøy,5.3,1.1595018087284057,7.09855221952151e-05,10
14,150.0,6,7,Onøy og Lurøy,6.3,2.6267851073127395,6.534463527702776e-05,10
14,150.0,6,8,Lovund,7.0,2.6666666666666665,3.980731200777249e-05,10
14,150.0,6,9,Sleneset,7.0,3.9440531887330774,7.81328974562337e-05,10
14,150.0,6,0,Nesøy,7.1,5.486346689738081,9.407752662861767e-05,10
14,150.0,6,12,Southern 2,7.1,4.094712037087183,3.640331171007617e-05,10
14,150.0,6,13,Southern 3,10.5,2.5927248643506746,-4.5265773127608857e-05,10
14,150.0,6,6,Indre Kvarøy,10.7,2.9832867780352594,-3.752578474048793e-05,10
14,150.0,6,2,Træna,11.1,2.8848262031225067,-4.3997628856821284e-05,10
14,150.0,6,3,Selvær,11.5,4.428443418528808,-9.605243389251094e-05,10
14,150.0,6,1,Myken,12.0,2.867441755680876,-0.00010808155327127027,10
14,150.0,6,4,Gjerøy,12.1,1.7919573407620815,-6.889462063422372e-05,10
14,150.0,7,10,Aldra,3.6,2.1705094128132942,0.00013300315486871147,10
14,150.0,7,11,Southern 1,3.6,2.590581230363393,0.0001402926022999713,10
14,150.0,7,15,Southern 5,4.6,4.788875998951459,0.00021044426880537206,10
14,150.0,7,5,Hestmannøy,5.5,1.5811388300841898,6.783840245717013e-05,10
14,150.0,7,7,Onøy og Lurøy,6.2,2.3475755815545347,6.542366316387513e-05,10
14,150.0,7,0,Nesøy,6.9,5.384133067531754,9.422191505113338e-05,10
14,150.0,7,12,Southern 2,7.0,3.7416573867739413,3.956288710174785e-05,10
14,150.0,7,8,Lovund,7.1,2.64365067451978,3.95168037713434e-05,10
14,150.0,7,9,Sleneset,7.3,3.8887301554906353,7.390316339256254e-05,10
14,150.0,7,6,Indre Kvarøy,10.6,3.098386676965934,-3.6338207366311815e-05,10
14,150.0,7,13,Southern 3,10.6,2.590581230363393,-4.2913990194551524e-05,10
14,150.0,7,2,Træna,11.4,3.0258148581093915,-4.7287314112734477e-05,10
14,150.0,7,1,Myken,11.7,3.0203016773531455,-0.00011237185092905881,10
14,150.0,7,3,Selvær,11.8,4.2895221179054435,-9.586100970497917e-05,10
14,150.0,7,4,Gjerøy,12.1,1.595131481867387,-6.898958666304861e-05,10
14,150.0,8,11,Southern 1,3.5,2.6770630673681683,0.00014035966080529978,10
14,150.0,8,10,Aldra,3.8,2.2997584414213788,0.00012744845730618812,10
14,150.0,8,15,Southern 5,4.8,4.685675570881488,0.00020898727967859392,10
14,150.0,8,5,Hestmannøy,5.4,1.505545305418162,6.731450358072532e-05,10
14,150.0,8,7,Onøy og Lurøy,6.3,2.2135943621178655,6.31846290863692e-05,10
14,150.0,8,0,Nesøy,6.6,5.146735750831676,0.00010108403231012849,10
14,150.0,8,8,Lovund,6.6,2.9514591494904874,4.50412835361216e-05,10
14,150.0,8,12,Southern 2,7.1,3.9001424475410014,4.071131247632824e-05,10
