n_individuals,corr_eval,mse_adj,method,order_seed,pevmean_obj,target_island,target_island_name,repeat,repeat_seed,trait
1000,0.18044944094198279,1.5528028011322021,pevmean_ga,-1,17850.998806215808,6,Indre Kvarøy,4,395063024,body_mass
4000,0.3321953390883516,1.4852608442306519,pevmean_ga,-1,16703.337213253504,6,Indre Kvarøy,4,395063024,body_mass
1000,0.03570345414328816,1.590937614440918,random_individual,0,,6,Indre Kvarøy,4,395063024,body_mass
4000,0.2904874008322013,1.5092629194259644,random_individual,0,,6,Indre Kvarøy,4,395063024,body_mass
1000,0.17481373057659427,1.5647169351577759,random_individual,1,,6,Indre Kvarøy,4,395063024,body_mass
4000,0.2868522068832784,1.499272346496582,random_individual,1,,6,Indre Kvarøy,4,395063024,body_mass
1000,0.23474012676158695,1.5559053421020508,random_individual,2,,6,Indre Kvarøy,4,395063024,body_mass
4000,0.2876144415980128,1.4953641891479492,random_individual,2,,6,Indre Kvarøy,4,395063024,body_mass
1000,0.11729690153421524,1.5800085067749023,random_individual,3,,6,Indre Kvarøy,4,395063024,body_mass
4000,0.3201446317548999,1.4927879571914673,random_individual,3,,6,Indre Kvarøy,4,395063024,body_mass
1000,0.1286440866303467,1.5705833435058594,random_individual,4,,6,Indre Kvarøy,4,395063024,body_mass
4000,0.3133183898964361,1.4911543130874634,random_individual,4,,6,Indre Kvarøy,4,395063024,body_mass
