trait,fold,method,selection_method,repeat,repeat_seed,n_individuals,n_train_available,n_test,n_pcs,n_pcs_selection,n_pcs_fit,alpha,pearson_r,mse_adj,pevmean_obj,ga_generations,ga_cache_size,ga_elapsed_sec,fit_time_seconds
thr_wing,10,full_train_pc_ridge,full_train,-1,-1,5070,5070,563,4500,100,4500,40673.818606964225,0.38291642226099515,0.8456625938415527,0.016965501010417938,0,0,0.0,1.2306992390658706
thr_wing,10,pevmean_ga_pc_ridge,pevmean_ga,0,10000514,500,5070,563,4500,100,4500,40673.818606964225,0.1692775467437824,1.051243543624878,0.053672246634960175,300,26492,52.745879601920024,0.02324229897931218
thr_wing,10,pevmean_ga_pc_ridge,pevmean_ga,0,10001014,1000,5070,563,4500,100,4500,40673.818606964225,0.25438192410575305,0.9941367506980896,0.04003942012786865,300,26554,61.730633317958564,0.06459636590443552
thr_wing,10,pevmean_ga_pc_ridge,pevmean_ga,0,10001514,1500,5070,563,4500,100,4500,40673.818606964225,0.26571256265019677,0.9715287685394287,0.03281618654727936,300,26473,71.4460957441479,0.1318404919002205
thr_wing,10,pevmean_ga_pc_ridge,pevmean_ga,0,10002014,2000,5070,563,4500,100,4500,40673.818606964225,0.2599983413820422,0.9586476683616638,0.028409838676452637,300,26728,81.13404730078764,0.23565517109818757
thr_wing,10,pevmean_ga_pc_ridge,pevmean_ga,0,10002514,2500,5070,563,4500,100,4500,40673.818606964225,0.3122011599576668,0.9190321564674377,0.025004032999277115,300,26553,89.37472450500354,0.3292686049826443
thr_wing,10,pevmean_ga_pc_ridge,pevmean_ga,0,10003014,3000,5070,563,4500,100,4500,40673.818606964225,0.3543457151079781,0.894006609916687,0.022373642772436142,300,26659,99.21414697007276,0.46808744687587023
thr_wing,10,pevmean_ga_pc_ridge,pevmean_ga,0,10003514,3500,5070,563,4500,100,4500,40673.818606964225,0.34742325679320507,0.8750073313713074,0.020484646782279015,300,26518,109.5912995620165,0.654533359920606
thr_wing,10,pevmean_ga_pc_ridge,pevmean_ga,0,10004014,4000,5070,563,4500,100,4500,40673.818606964225,0.36095918302550023,0.8786914348602295,0.018983375281095505,300,26579,118.7587199320551,0.8687829980626702
thr_wing,10,pevmean_ga_pc_ridge,pevmean_ga,0,10004514,4500,5070,563,4500,100,4500,40673.818606964225,0.37975198806861926,0.861531674861908,0.017725015059113503,300,26447,107.10259508807212,1.1491679919417948
