target_island,n_cal_samples,permutation_index,source_island,source_island_name,rank_mean,rank_std,phi_per_ind_mean,n_repeats
3,10.0,1,12,Southern 2,5.6,3.3399933466334266,0.00022045756558976797,10
3,10.0,1,2,Træna,6.3,4.571651780264984,0.00030392622709032944,10
3,10.0,1,8,Lovund,6.4,4.948624949305503,0.0002012073852365431,10
3,10.0,1,13,Southern 3,6.5,3.5978388574871505,0.00010400072680336225,10
3,10.0,1,4,Gjerøy,6.6,3.893013685508382,0.00015487977888830823,10
3,10.0,1,0,Nesøy,7.0,4.189935029992179,0.0004017314149892824,10
3,10.0,1,5,Hestmannøy,7.5,3.2744804507314167,-3.939691199042789e-06,10
3,10.0,1,6,Indre Kvarøy,8.0,3.527668414752788,7.049260307448258e-05,10
3,10.0,1,1,Myken,8.5,6.570134448142341,0.00024276396242654211,10
3,10.0,1,11,Southern 1,8.8,2.8982753492378874,-5.449011674836281e-05,10
3,10.0,1,9,Sleneset,8.9,5.445691467165171,-2.6397495950860663e-05,10
3,10.0,1,14,Southern 4,9.0,3.018461712712472,-7.651658753944906e-05,10
3,10.0,1,7,Onøy og Lurøy,10.0,4.944132324730442,-0.0002687147179285345,10
3,10.0,1,15,Southern 5,10.3,2.5841396591085743,-0.0001175146256402324,10
3,10.0,1,10,Aldra,10.6,4.993328882953068,-0.0003918230056163305,10
3,10.0,2,12,Southern 2,6.1,3.5418137224371984,0.0001723174459936897,10
3,10.0,2,2,Træna,6.2,5.072803301265814,0.00030166076080152647,10
3,10.0,2,4,Gjerøy,6.5,3.4721111093332766,0.0001417048069226795,10
3,10.0,2,8,Lovund,6.5,5.147815070493501,0.000173241837781009,10
3,10.0,2,0,Nesøy,7.1,3.9285281382896233,0.00029466246916738474,10
3,10.0,2,13,Southern 3,7.2,4.157990967870047,0.00010234857333570917,10
3,10.0,2,5,Hestmannøy,8.0,3.366501646120693,-2.0970333566159504e-05,10
3,10.0,2,6,Indre Kvarøy,8.0,3.6514837167011076,4.231851038555143e-05,10
3,10.0,2,1,Myken,8.2,6.713171133426189,0.0005157455133084845,10
3,10.0,2,9,Sleneset,8.5,5.275730597114805,7.700744827408067e-05,10
