target_island,n_cal_samples,permutation_index,source_island,source_island_name,rank_mean,rank_std,phi_per_ind_mean,n_repeats
3,40.0,1,1,Myken,2.0,1.247219128924647,0.0009101934233821744,10
3,40.0,1,2,Træna,6.0,5.517648452415616,0.0001199025605767799,10
3,40.0,1,8,Lovund,6.9,4.886489310105751,0.00033080204945529814,10
3,40.0,1,6,Indre Kvarøy,7.3,3.4334951418181574,5.7939019707343066e-05,10
3,40.0,1,9,Sleneset,7.6,5.232377832092955,0.00013351976036088105,10
3,40.0,1,10,Aldra,7.8,5.3499740393970345,0.00010391635217302025,10
3,40.0,1,15,Southern 5,7.9,2.4244128727957572,2.829477727995995e-05,10
3,40.0,1,12,Southern 2,8.1,3.0713731999438516,2.965863970964473e-05,10
3,40.0,1,13,Southern 3,8.1,3.2812599206199238,6.941541039871436e-05,10
3,40.0,1,4,Gjerøy,8.3,4.164666186436128,2.4069617984336328e-05,10
3,40.0,1,0,Nesøy,9.0,4.618802153517006,7.3308603588119115e-06,10
3,40.0,1,11,Southern 1,9.1,3.573047252229764,4.304601833916997e-05,10
3,40.0,1,7,Onøy og Lurøy,10.4,4.948624949305502,-2.9711342702588476e-05,10
3,40.0,1,5,Hestmannøy,10.7,2.359378449224852,-3.205822345333988e-05,10
3,40.0,1,14,Southern 4,10.8,2.7406406388125957,-5.7304901909693175e-05,10
3,40.0,2,1,Myken,2.6,2.2211108331943574,0.0010238317433498422,10
3,40.0,2,2,Træna,5.8,5.202563470700445,0.00018506892821510494,10
3,40.0,2,9,Sleneset,6.7,4.922736366426028,0.00016578684584817486,10
3,40.0,2,8,Lovund,7.3,5.271516754112509,0.0002121994157709512,10
3,40.0,2,15,Southern 5,7.3,3.5605867181937554,7.777322690661992e-05,10
3,40.0,2,6,Indre Kvarøy,7.8,3.3928028399998595,3.5848287056280316e-05,10
3,40.0,2,10,Aldra,7.9,5.23768396653839,2.552154211349735e-05,10
3,40.0,2,4,Gjerøy,8.0,4.189935029992179,3.4357734380197634e-05,10
3,40.0,2,13,Southern 3,8.3,3.591656999213594,4.921176278931932e-05,10
3,40.0,2,11,Southern 1,8.8,3.3928028399998595,4.125729313279469e-05,10
3,40.0,2,12,Southern 2,9.0,2.160246899469287,5.158417698639966e-06,10
3,40.0,2,0,Nesøy,9.3,5.355163655555055,-5.464053185746299e-05,10
3,40.0,2,14,Southern 4,9.8,3.2249030993194197,-2.4744339500098402e-05,10
3,40.0,2,5,Hestmannøy,10.3,2.057506581601462,-1.8124526541432022e-05,10
3,40.0,2,7,Onøy og Lurøy,11.1,4.557045826702499,-7.50054069383105e-05,10
3,40.0,3,1,Myken,2.2,1.9321835661585918,0.0009655032520288541,10
3,40.0,3,2,Træna,6.0,5.333333333333333,0.00017395309362119407,10
3,40.0,3,9,Sleneset,6.3,4.83160888777687,0.00015200845171767889,10
3,40.0,3,8,Lovund,7.0,5.374838498865699,0.00017588996592314167,10
3,40.0,3,15,Southern 5,7.0,3.2998316455372216,5.691298462626026e-05,10
3,40.0,3,6,Indre Kvarøy,7.2,3.489667287547307,7.778453840955233e-05,10
