target_island,n_cal_samples,permutation_index,source_island,source_island_name,rank_mean,rank_std,phi_per_ind_mean,n_repeats
3,20.0,1,1,Myken,4.4,4.376706016578627,0.0012685671378915402,10
3,20.0,1,8,Lovund,5.9,4.2282121254470875,0.00017432818874683317,10
3,20.0,1,7,Onøy og Lurøy,6.4,4.948624949305503,0.00020020173089971234,10
3,20.0,1,13,Southern 3,6.8,4.022160834399561,0.00018134319224000925,10
3,20.0,1,15,Southern 5,7.3,3.465704994818675,7.534239621308281e-05,10
3,20.0,1,11,Southern 1,7.4,3.7475918193480515,6.267329773666727e-05,10
3,20.0,1,2,Træna,8.2,6.373556481449131,7.336143477126533e-05,10
3,20.0,1,10,Aldra,8.4,5.660781257427675,-0.00011379142553021248,10
3,20.0,1,0,Nesøy,8.7,5.2925524193068805,-0.00017599069549902382,10
3,20.0,1,4,Gjerøy,8.7,2.7100635498903793,2.7008091823501174e-05,10
3,20.0,1,14,Southern 4,8.9,3.0713731999438516,-2.1467066320640714e-05,10
3,20.0,1,6,Indre Kvarøy,9.1,3.446415206816755,-0.00012528936454444668,10
3,20.0,1,12,Southern 2,9.1,3.5730472522297645,-7.370944732714219e-05,10
3,20.0,1,5,Hestmannøy,10.2,2.485513584307633,-4.160534565421946e-05,10
3,20.0,1,9,Sleneset,10.5,4.143267631552018,-0.00010146947918193209,10
3,20.0,2,1,Myken,3.6,4.141926551202418,0.001243412616466428,10
3,20.0,2,7,Onøy og Lurøy,6.6,4.477102237434884,0.00012922697632270798,10
3,20.0,2,8,Lovund,6.8,4.237399621885521,0.0001640886914262115,10
3,20.0,2,13,Southern 3,7.0,4.055175020198813,0.00013905197442217937,10
3,20.0,2,15,Southern 5,7.1,3.7844711945293255,9.900026738320964e-05,10
3,20.0,2,2,Træna,7.3,6.3604681868204915,0.00016184588817308226,10
3,20.0,2,11,Southern 1,7.6,3.747591819348052,3.537579204882154e-05,10
3,20.0,2,6,Indre Kvarøy,7.8,4.3410188256265885,-8.629164923611158e-06,10
3,20.0,2,10,Aldra,8.3,5.078276172963507,-2.432963660943122e-05,10
3,20.0,2,4,Gjerøy,8.9,2.923088169119167,-9.881598573974058e-06,10
3,20.0,2,14,Southern 4,9.2,2.973961069759395,-2.9340739850913468e-05,10
3,20.0,2,0,Nesøy,9.6,5.378971401051816,-0.00017059724442273342,10
3,20.0,2,12,Southern 2,9.7,3.560586718193756,-8.665700874564888e-05,10
3,20.0,2,5,Hestmannøy,10.0,2.9059326290271157,-4.199388450947244e-05,10
3,20.0,2,9,Sleneset,10.5,3.24037034920393,-6.631073348524192e-05,10
3,20.0,3,1,Myken,3.8,4.516635916254486,0.0013689420012820484,10
3,20.0,3,7,Onøy og Lurøy,6.7,4.595891885393109,0.00011446966652387924,10
3,20.0,3,8,Lovund,6.9,4.483302354291979,0.0001358823569036262,10
3,20.0,3,2,Træna,7.1,6.349978127696364,0.00025025740916902254,10
3,20.0,3,13,Southern 3,7.1,4.254409477236529,9.469123918035649e-05,10
3,20.0,3,15,Southern 5,7.3,3.560586718193755,0.00012581583219144243,10
3,20.0,3,6,Indre Kvarøy,7.8,4.131182235954578,-7.3805266365819594e-06,10
3,20.0,3,11,Southern 1,7.8,3.0477678535099892,1.666591813618246e-05,10
