trait,fold,method,selection_method,lambda_label,lambda_div,repeat,repeat_seed,n_individuals,n_train_available,n_test,n_pcs,n_pcs_fit,alpha,pearson_r,mse_adj,avg_grm_target_obj,avg_grm_train_train_obj,objective_obj,selection_time_seconds,fit_time_seconds
body_mass,1,full_train_pc_ridge,full_train,,,-1,-1,5127,5127,570,4000,4000,62178.10809025701,0.3234474021955906,1.0658643245697021,-0.00018148603560816734,2.126275970972596e-05,,0.0,0.40921225817874074
body_mass,1,random_pc_ridge,random,,,0,100014,500,5127,570,4000,4000,62178.10809025701,0.11558066491743367,1.1874862909317017,-0.0001506283016390632,,,0.0,0.11587306018918753
body_mass,1,random_pc_ridge,random,,,0,100014,1000,5127,570,4000,4000,62178.10809025701,0.19403693602045774,1.173919916152954,-0.00018563096240912006,,,0.0,0.1866075189318508
body_mass,1,random_pc_ridge,random,,,0,100014,1500,5127,570,4000,4000,62178.10809025701,0.1783029350865575,1.17507004737854,-0.00015101760426639054,,,0.0,0.20977112604305148
body_mass,1,random_pc_ridge,random,,,0,100014,2000,5127,570,4000,4000,62178.10809025701,0.21500488452211278,1.1455988883972168,-0.00017097262860375607,,,0.0,0.14403463690541685
body_mass,1,random_pc_ridge,random,,,0,100014,2500,5127,570,4000,4000,62178.10809025701,0.24128933602762526,1.1314972639083862,-0.00016969070317574548,,,0.0,0.171153015922755
body_mass,1,random_pc_ridge,random,,,0,100014,3000,5127,570,4000,4000,62178.10809025701,0.265006436025821,1.1194568872451782,-0.00018067861639349566,,,0.0,0.2349343418609351
body_mass,1,random_pc_ridge,random,,,0,100014,3500,5127,570,4000,4000,62178.10809025701,0.2647277470196072,1.1195333003997803,-0.00017861428946397935,,,0.0,0.29540168587118387
body_mass,1,random_pc_ridge,random,,,0,100014,4000,5127,570,4000,4000,62178.10809025701,0.28537452067723773,1.1057392358779907,-0.00018136323321622243,,,0.0,0.37287721992470324
body_mass,1,random_pc_ridge,random,,,0,100014,4500,5127,570,4000,4000,62178.10809025701,0.29889301759565917,1.090549349784851,-0.00018432377185846537,,,0.0,0.3878464859444648
body_mass,1,random_pc_ridge,random,,,1,100015,500,5127,570,4000,4000,62178.10809025701,0.15851616662364656,1.167563557624817,-9.382289782305953e-05,,,0.0,0.017373388865962625
body_mass,1,random_pc_ridge,random,,,1,100015,1000,5127,570,4000,4000,62178.10809025701,0.22267481288020882,1.148781657218933,-0.00016332447585425507,,,0.0,0.03533170488663018
body_mass,1,random_pc_ridge,random,,,1,100015,1500,5127,570,4000,4000,62178.10809025701,0.24953095488262225,1.1287704706192017,-0.0001947742498997846,,,0.0,0.08826028206385672
body_mass,1,random_pc_ridge,random,,,1,100015,2000,5127,570,4000,4000,62178.10809025701,0.28171402357899805,1.1138701438903809,-0.00017002067120422214,,,0.0,0.13251665700227022
body_mass,1,random_pc_ridge,random,,,1,100015,2500,5127,570,4000,4000,62178.10809025701,0.2926674200083004,1.1017539501190186,-0.0001795364879876332,,,0.0,0.1797678649891168
body_mass,1,random_pc_ridge,random,,,1,100015,3000,5127,570,4000,4000,62178.10809025701,0.3019390985969411,1.0949501991271973,-0.00017885797676803683,,,0.0,0.2342987849842757
body_mass,1,random_pc_ridge,random,,,1,100015,3500,5127,570,4000,4000,62178.10809025701,0.31299322928340056,1.0773998498916626,-0.00017886458636289144,,,0.0,0.29609298799186945
body_mass,1,random_pc_ridge,random,,,1,100015,4000,5127,570,4000,4000,62178.10809025701,0.32156577422243515,1.071516752243042,-0.00018193854957170453,,,0.0,0.37137190718203783
body_mass,1,random_pc_ridge,random,,,1,100015,4500,5127,570,4000,4000,62178.10809025701,0.33606083859034364,1.0594953298568726,-0.00017773389319298286,,,0.0,0.3854278330691159
body_mass,1,random_pc_ridge,random,,,2,100016,500,5127,570,4000,4000,62178.10809025701,0.16241986956733687,1.1734837293624878,-0.0001714723023752816,,,0.0,0.017606711015105247
body_mass,1,random_pc_ridge,random,,,2,100016,1000,5127,570,4000,4000,62178.10809025701,0.16862346712588422,1.1665538549423218,-0.00017271483196399414,,,0.0,0.03926813299767673
body_mass,1,random_pc_ridge,random,,,2,100016,1500,5127,570,4000,4000,62178.10809025701,0.22743282646821067,1.1270687580108643,-0.00019087746456242582,,,0.0,0.08778633992187679
body_mass,1,random_pc_ridge,random,,,2,100016,2000,5127,570,4000,4000,62178.10809025701,0.25022818696420746,1.1285663843154907,-0.00019872252174123789,,,0.0,0.14600315503776073
body_mass,1,random_pc_ridge,random,,,2,100016,2500,5127,570,4000,4000,62178.10809025701,0.27458928695776125,1.1151070594787598,-0.00019561871317179752,,,0.0,0.1721923581790179
body_mass,1,random_pc_ridge,random,,,2,100016,3000,5127,570,4000,4000,62178.10809025701,0.28363865462845644,1.1120866537094116,-0.00018768160944830617,,,0.0,0.2427804279141128
body_mass,1,random_pc_ridge,random,,,2,100016,3500,5127,570,4000,4000,62178.10809025701,0.31034759904242315,1.0931029319763184,-0.0001815261323843021,,,0.0,0.29489030013792217
body_mass,1,random_pc_ridge,random,,,2,100016,4000,5127,570,4000,4000,62178.10809025701,0.31191913249540765,1.0881013870239258,-0.00018121600703330864,,,0.0,0.37195728602819145
body_mass,1,random_pc_ridge,random,,,2,100016,4500,5127,570,4000,4000,62178.10809025701,0.31588773734931386,1.0790510177612305,-0.00018196432464054037,,,0.0,0.3873730779159814
body_mass,1,random_pc_ridge,random,,,3,100017,500,5127,570,4000,4000,62178.10809025701,0.07090643261444607,1.1931244134902954,-0.00013984027023882724,,,0.0,0.017346260836347938
body_mass,1,random_pc_ridge,random,,,3,100017,1000,5127,570,4000,4000,62178.10809025701,0.16980210618392125,1.1624586582183838,-0.0001552163783864759,,,0.0,0.03531973599456251
body_mass,1,random_pc_ridge,random,,,3,100017,1500,5127,570,4000,4000,62178.10809025701,0.21436070847734334,1.1450567245483398,-0.00015752242524130547,,,0.0,0.1022080359980464
body_mass,1,random_pc_ridge,random,,,3,100017,2000,5127,570,4000,4000,62178.10809025701,0.23470988817601926,1.1314888000488281,-0.000173932406108532,,,0.0,0.1544692381285131
body_mass,1,random_pc_ridge,random,,,3,100017,2500,5127,570,4000,4000,62178.10809025701,0.2585426668040281,1.1108638048171997,-0.0001703181443228849,,,0.0,0.17788556008599699
body_mass,1,random_pc_ridge,random,,,3,100017,3000,5127,570,4000,4000,62178.10809025701,0.2678510010805607,1.1035596132278442,-0.00017434458574838856,,,0.0,0.23022895399481058
body_mass,1,random_pc_ridge,random,,,3,100017,3500,5127,570,4000,4000,62178.10809025701,0.29264337647965205,1.0888110399246216,-0.0001827361996990555,,,0.0,0.29590319306589663
body_mass,1,random_pc_ridge,random,,,3,100017,4000,5127,570,4000,4000,62178.10809025701,0.2974641253328691,1.0860434770584106,-0.00017820588526877513,,,0.0,0.3724995378870517
body_mass,1,random_pc_ridge,random,,,3,100017,4500,5127,570,4000,4000,62178.10809025701,0.3044778478118237,1.0755661725997925,-0.00017814594598426555,,,0.0,0.3871222431771457
body_mass,1,random_pc_ridge,random,,,4,100018,500,5127,570,4000,4000,62178.10809025701,0.17438509821149156,1.1784969568252563,-0.00016855900493660013,,,0.0,0.017952707828953862
body_mass,1,random_pc_ridge,random,,,4,100018,1000,5127,570,4000,4000,62178.10809025701,0.1967260126444665,1.170161485671997,-0.00020984766623124952,,,0.0,0.03550899890251458
body_mass,1,random_pc_ridge,random,,,4,100018,1500,5127,570,4000,4000,62178.10809025701,0.2277252787581443,1.1506861448287964,-0.00018645591046817986,,,0.0,0.0880795840639621
body_mass,1,random_pc_ridge,random,,,4,100018,2000,5127,570,4000,4000,62178.10809025701,0.24533158651211653,1.1353578567504883,-0.00017088829831652535,,,0.0,0.1295858589001
body_mass,1,random_pc_ridge,random,,,4,100018,2500,5127,570,4000,4000,62178.10809025701,0.2593421491802142,1.125121831893921,-0.0001709833168957041,,,0.0,0.17672008508816361
body_mass,1,random_pc_ridge,random,,,4,100018,3000,5127,570,4000,4000,62178.10809025701,0.27477981567253923,1.107012152671814,-0.00018166869215716775,,,0.0,0.23423350416123867
body_mass,1,random_pc_ridge,random,,,4,100018,3500,5127,570,4000,4000,62178.10809025701,0.29876162633646897,1.0928288698196411,-0.00017882935756538597,,,0.0,0.29555982211604714
