n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,n_islands,n_individuals,target_island
14,1,92,-0.05014651304944357,1.0345289707183838,shapley_mean,-1,1,92,14
13,2,250,-0.03535439618373962,1.0344281196594238,shapley_mean,-1,2,250,14
12,3,647,0.029589872103871914,1.029585838317871,shapley_mean,-1,3,647,14
11,4,939,0.02275367908886695,1.0300174951553345,shapley_mean,-1,4,939,14
10,5,1133,0.021270256171302064,1.029729962348938,shapley_mean,-1,5,1133,14
9,6,1716,0.05169399441176258,1.0300369262695312,shapley_mean,-1,6,1716,14
8,7,1882,0.061703119760150166,1.02797532081604,shapley_mean,-1,7,1882,14
7,8,2440,0.060868227572357506,1.0272338390350342,shapley_mean,-1,8,2440,14
6,9,3024,0.10017566490962936,1.014840841293335,shapley_mean,-1,9,3024,14
5,10,3380,0.09994056679540592,1.0130285024642944,shapley_mean,-1,10,3380,14
4,11,4458,0.096686900838614,1.0113996267318726,shapley_mean,-1,11,4458,14
3,12,4717,0.11300772220583465,1.008048415184021,shapley_mean,-1,12,4717,14
2,13,4836,0.11390804264672044,1.0070844888687134,shapley_mean,-1,13,4836,14
1,14,5009,0.1037530847517125,1.009796142578125,shapley_mean,-1,14,5009,14
0,15,5211,0.1336114765209948,1.0044316053390503,shapley_mean,-1,15,5211,14
14,1,92,0.11141215122305835,1.033329725265503,random_individual,0,1,92,14
13,2,250,0.02781362331520914,1.0327227115631104,random_individual,0,2,250,14
12,3,647,0.046860835031405375,1.0357117652893066,random_individual,0,3,647,14
11,4,939,0.05108851256455648,1.032116174697876,random_individual,0,4,939,14
10,5,1133,0.048444353201206596,1.0296690464019775,random_individual,0,5,1133,14
9,6,1716,0.03983853897777159,1.028792381286621,random_individual,0,6,1716,14
8,7,1882,0.04293222201997128,1.0289231538772583,random_individual,0,7,1882,14
7,8,2440,0.04726237261209687,1.0284756422042847,random_individual,0,8,2440,14
6,9,3024,0.1144591548958954,1.0140384435653687,random_individual,0,9,3024,14
5,10,3380,0.11703320032033022,1.012513279914856,random_individual,0,10,3380,14
4,11,4458,0.1447168615073131,1.0050337314605713,random_individual,0,11,4458,14
3,12,4717,0.11467367955673585,1.0107307434082031,random_individual,0,12,4717,14
2,13,4836,0.1163187332106203,1.0096980333328247,random_individual,0,13,4836,14
1,14,5009,0.13166355897558474,1.0058549642562866,random_individual,0,14,5009,14
0,15,5211,0.1336114765209948,1.0044316053390503,random_individual,0,15,5211,14
14,1,92,-0.041623526768903296,1.0358197689056396,random_individual,1,1,92,14
13,2,250,0.13121217258079623,1.0358502864837646,random_individual,1,2,250,14
12,3,647,0.12521983790318747,1.0192437171936035,random_individual,1,3,647,14
11,4,939,0.07515086628290851,1.022670030593872,random_individual,1,4,939,14
10,5,1133,0.0717647634018617,1.0235358476638794,random_individual,1,5,1133,14
9,6,1716,0.06087074687336176,1.0239554643630981,random_individual,1,6,1716,14
8,7,1882,0.058225215934582464,1.0232038497924805,random_individual,1,7,1882,14
7,8,2440,0.08564792328187083,1.018553614616394,random_individual,1,8,2440,14
6,9,3024,0.11732229364006373,1.0131548643112183,random_individual,1,9,3024,14
5,10,3380,0.12508876650303652,1.0100752115249634,random_individual,1,10,3380,14
4,11,4458,0.14004055423722367,1.0030405521392822,random_individual,1,11,4458,14
