target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
14,12,Southern 2,0.06940338982887564,0.00017481962173520314,397,1,3
14,11,Southern 1,0.03757833219168671,6.445683051747292e-05,583,2,6
14,2,Træna,0.03405758882552858,0.00011663557816961843,292,3,4
14,8,Lovund,0.029954140552809132,0.000189583168055754,158,4,2
14,1,Myken,0.023189689838512915,0.00025206184607079257,92,5,1
14,3,Selvær,0.022054195337593185,0.00011368141926594425,194,6,5
14,4,Gjerøy,0.016301691811664208,2.9214501454595355e-05,558,7,8
14,9,Sleneset,0.010396420388447927,6.262903848462606e-05,166,8,7
14,13,Southern 3,-0.0018430590474548063,-3.1559230264637095e-06,584,9,9
14,6,Indre Kvarøy,-0.006964854448006216,-1.956419788765791e-05,356,10,10
14,7,Onøy og Lurøy,-0.011648107925375049,-4.497338967326274e-05,259,11,12
14,0,Nesøy,-0.012573737722147494,-0.00010566166153065121,119,12,13
14,10,Aldra,-0.020972784479770846,-0.00012122996809116096,173,13,14
14,5,Hestmannøy,-0.04085918419960499,-3.7902768274216134e-05,1078,14,11
14,15,Southern 5,-0.0560559377317238,-0.00027750464223625645,202,15,15
