target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
5,6,Indre Kvarøy,0.046817587985912956,0.00013151007861211505,356,1,3
5,8,Lovund,0.02917031295618984,0.0001846222338999357,158,2,1
5,12,Southern 2,0.020660884754077555,5.204253086669409e-05,397,3,5
5,4,Gjerøy,0.018931497597412004,3.3927415049125455e-05,558,4,7
5,10,Aldra,0.017201554160529518,9.94309489047949e-05,173,5,4
5,14,Southern 4,0.01592689083833544,3.2771380325793084e-05,486,6,8
5,1,Myken,0.014143067398030746,0.00015372899345685593,92,7,2
5,11,Southern 1,0.008536882523356515,1.4643023196151827e-05,583,8,10
5,9,Sleneset,0.007113983778975969,4.285532396973475e-05,166,9,6
5,7,Onøy og Lurøy,0.005693872181972659,2.1984062478658916e-05,259,10,9
5,15,Southern 5,0.0009293126042342378,4.6005574467041474e-06,202,11,11
5,13,Southern 3,-0.013889503068362601,-2.3783395665004455e-05,584,12,12
5,2,Træna,-0.02232741104525154,-7.646373645634089e-05,292,13,13
5,0,Nesøy,-0.032520434830384914,-0.00027328096496121774,119,14,15
5,3,Selvær,-0.04661009905507804,-0.00024025824255194866,194,15,14
