target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
3,2,Træna,0.10767023110246664,0.00036873366815913235,292,1,1
3,8,Lovund,0.05272804837296519,0.00033372182514534933,158,2,2
3,6,Indre Kvarøy,0.03935561748286072,0.00011054948731140652,356,3,4
3,13,Southern 3,0.03127053557036167,5.354543762048231e-05,584,4,8
3,15,Southern 5,0.01945959172668859,9.633461250835936e-05,202,5,6
3,9,Sleneset,0.016806418331204373,0.00010124348392291791,166,6,5
3,14,Southern 4,0.016459535391173286,3.3867356771961495e-05,486,7,9
3,1,Myken,0.011809064775039265,0.00012835939972868766,92,8,3
3,10,Aldra,0.01171120863197276,6.769484758365758e-05,173,9,7
3,7,Onøy og Lurøy,0.0009812221590194477,3.788502544476632e-06,259,10,10
3,5,Hestmannøy,-0.0009453605064738415,-8.76957798213211e-07,1078,11,11
3,11,Southern 1,-0.0011327010084476077,-1.942883376410991e-06,583,12,12
3,0,Nesøy,-0.0032761787599971583,-2.753091394955595e-05,119,13,13
3,12,Southern 2,-0.030851756969545428,-7.771223418021518e-05,397,14,14
3,4,Gjerøy,-0.0698376622795776,-0.00012515710085945808,558,15,15
