n_islands,n_individuals,corr_eval,mse_adj,method,order_seed,target_island
1,158,0.07688645935445201,1.5392574071884155,shapley_mean,-1,5
2,250,0.10283851577332954,1.533537745475769,shapley_mean,-1,5
3,606,0.15699949519024367,1.5121705532073975,shapley_mean,-1,5
4,779,0.1691341122258425,1.5080329179763794,shapley_mean,-1,5
5,1176,0.16188485700156954,1.5080833435058594,shapley_mean,-1,5
6,1342,0.1577815436439362,1.507804036140442,shapley_mean,-1,5
7,1900,0.1824214572071631,1.49270498752594,shapley_mean,-1,5
8,2386,0.17806010708626077,1.4920039176940918,shapley_mean,-1,5
9,2645,0.16305549743390021,1.4978227615356445,shapley_mean,-1,5
10,3228,0.1626267490870498,1.4987459182739258,shapley_mean,-1,5
11,3430,0.15697738120771404,1.5004353523254395,shapley_mean,-1,5
12,4014,0.15234479679528595,1.5033543109893799,shapley_mean,-1,5
13,4306,0.15492105960168773,1.502839207649231,shapley_mean,-1,5
14,4500,0.1531106573121656,1.5045806169509888,shapley_mean,-1,5
15,4619,0.15045792893363286,1.505149483680725,shapley_mean,-1,5
1,158,0.04795724670160445,1.546164631843567,random_individual,0,5
2,250,0.06233342309340593,1.5399775505065918,random_individual,0,5
3,606,0.051464899956106126,1.5451065301895142,random_individual,0,5
4,779,0.07853211107799579,1.5381680727005005,random_individual,0,5
5,1176,0.0931045737062826,1.5293700695037842,random_individual,0,5
6,1342,0.11199613301787012,1.5257232189178467,random_individual,0,5
7,1900,0.13238861386964398,1.5211279392242432,random_individual,0,5
8,2386,0.14086631243016196,1.5149065256118774,random_individual,0,5
9,2645,0.1373623908654735,1.5165492296218872,random_individual,0,5
10,3228,0.14353615118761326,1.5137934684753418,random_individual,0,5
11,3430,0.14005896026105447,1.5147358179092407,random_individual,0,5
12,4014,0.14758870523963905,1.509552001953125,random_individual,0,5
13,4306,0.14755241503598257,1.507817268371582,random_individual,0,5
14,4500,0.15639838785798205,1.5042924880981445,random_individual,0,5
15,4619,0.15045792893363286,1.505149483680725,random_individual,0,5
1,158,0.044547096300285076,1.5601454973220825,random_individual,1,5
2,250,0.09106210842644988,1.538671612739563,random_individual,1,5
3,606,0.08876264815203895,1.5355008840560913,random_individual,1,5
4,779,0.09056630913473039,1.5333937406539917,random_individual,1,5
5,1176,0.11681020623157122,1.5274544954299927,random_individual,1,5
6,1342,0.12652588099191311,1.524636149406433,random_individual,1,5
7,1900,0.1344994527829276,1.5237444639205933,random_individual,1,5
8,2386,0.13437855810721766,1.5204657316207886,random_individual,1,5
9,2645,0.14813747824654544,1.5153989791870117,random_individual,1,5
10,3228,0.15391232280270448,1.5083457231521606,random_individual,1,5
11,3430,0.14609462338877655,1.5099077224731445,random_individual,1,5
12,4014,0.14338560631617922,1.5095950365066528,random_individual,1,5
13,4306,0.15260040444964826,1.5050524473190308,random_individual,1,5
14,4500,0.1480124066633748,1.5052335262298584,random_individual,1,5
15,4619,0.15045792893363286,1.505149483680725,random_individual,1,5
1,158,0.09556050866652609,1.5364643335342407,random_individual,2,5
2,250,0.0771053958655493,1.5374892950057983,random_individual,2,5
3,606,0.0706711199129986,1.535799503326416,random_individual,2,5
4,779,0.09230865959894287,1.5297256708145142,random_individual,2,5
5,1176,0.09480491713342819,1.5264521837234497,random_individual,2,5
6,1342,0.08059418934488505,1.527948260307312,random_individual,2,5
7,1900,0.12985437850888304,1.514794111251831,random_individual,2,5
8,2386,0.13181236125456555,1.5164786577224731,random_individual,2,5
9,2645,0.12892916322552875,1.5171958208084106,random_individual,2,5
10,3228,0.12695277151106918,1.5147581100463867,random_individual,2,5
11,3430,0.13958505107955196,1.512995958328247,random_individual,2,5
12,4014,0.15431663039740084,1.5078598260879517,random_individual,2,5
13,4306,0.16355580291526417,1.5049209594726562,random_individual,2,5
14,4500,0.15907402821662672,1.5030343532562256,random_individual,2,5
15,4619,0.15045792893363286,1.505149483680725,random_individual,2,5
1,158,-0.003351863080078888,1.5681357383728027,random_individual,3,5
2,250,0.011572325142700937,1.55344557762146,random_individual,3,5
3,606,0.01189776571807539,1.5453470945358276,random_individual,3,5
4,779,0.01074660460572879,1.546567440032959,random_individual,3,5
5,1176,0.030825675702007505,1.544679045677185,random_individual,3,5
6,1342,0.04516989311801116,1.5415297746658325,random_individual,3,5
7,1900,0.07120799557144558,1.5328837633132935,random_individual,3,5
8,2386,0.08690467335567538,1.528805136680603,random_individual,3,5
9,2645,0.09425729920557632,1.5258368253707886,random_individual,3,5
10,3228,0.09094377719956322,1.526824951171875,random_individual,3,5
11,3430,0.10230039735063483,1.5225800275802612,random_individual,3,5
12,4014,0.12829481244500496,1.5125277042388916,random_individual,3,5
13,4306,0.14082882212764597,1.5082793235778809,random_individual,3,5
14,4500,0.14763001591541666,1.5060614347457886,random_individual,3,5
15,4619,0.15045792893363286,1.505149483680725,random_individual,3,5
1,158,-0.01375883093268624,1.5625190734863281,random_individual,4,5
2,250,-0.04521265474471153,1.5563675165176392,random_individual,4,5
3,606,0.023987116205140022,1.5464857816696167,random_individual,4,5
4,779,0.029915348460392562,1.5470925569534302,random_individual,4,5
5,1176,0.0762325002314775,1.5394401550292969,random_individual,4,5
6,1342,0.06514141040645384,1.5372552871704102,random_individual,4,5
7,1900,0.07537705000830121,1.532869815826416,random_individual,4,5
8,2386,0.10025954450390037,1.5228370428085327,random_individual,4,5
9,2645,0.11500821218366623,1.5194833278656006,random_individual,4,5
