trait,fold,method,selection_method,lambda_label,lambda_div,repeat,repeat_seed,n_individuals,n_train_available,n_test,n_pcs,n_pcs_fit,alpha,pearson_r,mse_adj,avg_grm_target_obj,avg_grm_train_train_obj,objective_obj,selection_time_seconds,fit_time_seconds
thr_tarsus,1,random_pc_ridge,random,,,4,100018,1000,5085,565,3250,3250,107097.74831514445,0.32991887024373145,0.5540977120399475,-0.0002117623458763608,,,0.0,0.03457934805192053
thr_tarsus,1,random_pc_ridge,random,,,4,100018,1500,5085,565,3250,3250,107097.74831514445,0.3284898646704819,0.5492591261863708,-0.0001945935321909741,,,0.0,0.07202497799880803
thr_tarsus,1,random_pc_ridge,random,,,4,100018,2000,5085,565,3250,3250,107097.74831514445,0.3810277428602651,0.5352506041526794,-0.00019987640208978658,,,0.0,0.13592666597105563
thr_tarsus,1,random_pc_ridge,random,,,4,100018,2500,5085,565,3250,3250,107097.74831514445,0.4163644852520686,0.5232234001159668,-0.00018986023527778077,,,0.0,0.1858064830303192
thr_tarsus,1,random_pc_ridge,random,,,4,100018,3000,5085,565,3250,3250,107097.74831514445,0.4388313686159693,0.5149166584014893,-0.00018099302267590155,,,0.0,0.2504496129695326
thr_tarsus,1,random_pc_ridge,random,,,4,100018,3500,5085,565,3250,3250,107097.74831514445,0.45536264953673966,0.5059655904769897,-0.00017776659743670294,,,0.0,0.2899932039435953
thr_tarsus,1,random_pc_ridge,random,,,4,100018,4000,5085,565,3250,3250,107097.74831514445,0.4653592822674872,0.5000328421592712,-0.00018268988876168817,,,0.0,0.3043581610545516
thr_tarsus,1,random_pc_ridge,random,,,4,100018,4500,5085,565,3250,3250,107097.74831514445,0.4779121492942898,0.4948100745677948,-0.00017763347511081065,,,0.0,0.3211988650728017
thr_tarsus,1,random_pc_ridge,random,,,5,100019,500,5085,565,3250,3250,107097.74831514445,0.26427480310933466,0.5688085556030273,-0.00011551759371339958,,,0.0,0.018031987827271223
thr_tarsus,1,random_pc_ridge,random,,,5,100019,1000,5085,565,3250,3250,107097.74831514445,0.3699185826579303,0.5492618680000305,-0.00018344291687134962,,,0.0,0.034565725130960345
thr_tarsus,1,random_pc_ridge,random,,,5,100019,1500,5085,565,3250,3250,107097.74831514445,0.3396633777312602,0.5498169660568237,-0.00020080692895210818,,,0.0,0.08742935000918806
thr_tarsus,1,random_pc_ridge,random,,,5,100019,2000,5085,565,3250,3250,107097.74831514445,0.35350438468041334,0.542057454586029,-0.00019139301450576135,,,0.0,0.14151372294873
thr_tarsus,1,random_pc_ridge,random,,,5,100019,2500,5085,565,3250,3250,107097.74831514445,0.40504912466066473,0.5272732377052307,-0.0001817470958618037,,,0.0,0.17966764606535435
thr_tarsus,1,random_pc_ridge,random,,,5,100019,3000,5085,565,3250,3250,107097.74831514445,0.40471253969372784,0.5229542851448059,-0.00018163292266297536,,,0.0,0.23429498705081642
thr_tarsus,1,random_pc_ridge,random,,,5,100019,3500,5085,565,3250,3250,107097.74831514445,0.43866392196246645,0.5123717784881592,-0.00018000600394298764,,,0.0,0.2969741919077933
thr_tarsus,1,random_pc_ridge,random,,,5,100019,4000,5085,565,3250,3250,107097.74831514445,0.4574848187858103,0.5035362839698792,-0.0001812145751556341,,,0.0,0.2997192780021578
thr_tarsus,1,random_pc_ridge,random,,,5,100019,4500,5085,565,3250,3250,107097.74831514445,0.456214639027549,0.5013050436973572,-0.000186143237652769,,,0.0,0.31295902910642326
thr_tarsus,1,random_pc_ridge,random,,,6,100020,500,5085,565,3250,3250,107097.74831514445,0.2667040657100493,0.565846860408783,-0.00021087370346088946,,,0.0,0.018808542983606458
thr_tarsus,1,random_pc_ridge,random,,,6,100020,1000,5085,565,3250,3250,107097.74831514445,0.3393913562714336,0.5501022934913635,-0.0001621453639415566,,,0.0,0.0334808100014925
thr_tarsus,1,random_pc_ridge,random,,,6,100020,1500,5085,565,3250,3250,107097.74831514445,0.3646557195465684,0.5438228249549866,-0.00015388612370948214,,,0.0,0.07225442701019347
thr_tarsus,1,random_pc_ridge,random,,,6,100020,2000,5085,565,3250,3250,107097.74831514445,0.38945526893542615,0.5327703356742859,-0.0001368569823019856,,,0.0,0.14028313010931015
thr_tarsus,1,random_pc_ridge,random,,,6,100020,2500,5085,565,3250,3250,107097.74831514445,0.41328794416425013,0.5220387578010559,-0.0001515817268955311,,,0.0,0.18166004214435816
thr_tarsus,1,random_pc_ridge,random,,,6,100020,3000,5085,565,3250,3250,107097.74831514445,0.4322224171071762,0.5119034647941589,-0.00015301096952447844,,,0.0,0.24601264507509768
thr_tarsus,1,random_pc_ridge,random,,,6,100020,3500,5085,565,3250,3250,107097.74831514445,0.45065406543395387,0.5057357549667358,-0.00015310502634924693,,,0.0,0.29197003901936114
thr_tarsus,1,random_pc_ridge,random,,,6,100020,4000,5085,565,3250,3250,107097.74831514445,0.4538741747065931,0.5030192136764526,-0.00015598277667184973,,,0.0,0.3092655639629811
thr_tarsus,1,random_pc_ridge,random,,,6,100020,4500,5085,565,3250,3250,107097.74831514445,0.4585505956592731,0.5009624361991882,-0.0001684541904707693,,,0.0,0.3072795430198312
thr_tarsus,1,random_pc_ridge,random,,,7,100021,500,5085,565,3250,3250,107097.74831514445,0.269634198913804,0.5706554055213928,-0.000176577097063971,,,0.0,0.01926240511238575
thr_tarsus,1,random_pc_ridge,random,,,7,100021,1000,5085,565,3250,3250,107097.74831514445,0.3335367168667791,0.5526610016822815,-0.00015990089986821118,,,0.0,0.03406709199771285
thr_tarsus,1,random_pc_ridge,random,,,7,100021,1500,5085,565,3250,3250,107097.74831514445,0.3883486095807544,0.5365837216377258,-0.00017419429174522593,,,0.0,0.0878943339921534
thr_tarsus,1,random_pc_ridge,random,,,7,100021,2000,5085,565,3250,3250,107097.74831514445,0.3834611308572123,0.5328441262245178,-0.00016020944067080545,,,0.0,0.14299670606851578
thr_tarsus,1,random_pc_ridge,random,,,7,100021,2500,5085,565,3250,3250,107097.74831514445,0.3986178594911125,0.526438295841217,-0.0001780264922695261,,,0.0,0.18490468291565776
thr_tarsus,1,random_pc_ridge,random,,,7,100021,3000,5085,565,3250,3250,107097.74831514445,0.4206892881646058,0.5187968015670776,-0.00017662079676631634,,,0.0,0.23340203007683158
thr_tarsus,1,random_pc_ridge,random,,,7,100021,3500,5085,565,3250,3250,107097.74831514445,0.44490488994129623,0.510104238986969,-0.0001723170314866594,,,0.0,0.29485886497423053
thr_tarsus,1,random_pc_ridge,random,,,7,100021,4000,5085,565,3250,3250,107097.74831514445,0.45093725075030955,0.5047761797904968,-0.00017397317920167876,,,0.0,0.2949469641316682
thr_tarsus,1,random_pc_ridge,random,,,7,100021,4500,5085,565,3250,3250,107097.74831514445,0.4716394496404975,0.49518275260925293,-0.00017374976974827977,,,0.0,0.307725413935259
thr_tarsus,1,random_pc_ridge,random,,,8,100022,500,5085,565,3250,3250,107097.74831514445,0.28560108033859244,0.5660892128944397,-0.0001850894042995734,,,0.0,0.017898943042382598
thr_tarsus,1,random_pc_ridge,random,,,8,100022,1000,5085,565,3250,3250,107097.74831514445,0.31004957002807354,0.5567945241928101,-0.00017166899581536795,,,0.0,0.03415680397301912
thr_tarsus,1,random_pc_ridge,random,,,8,100022,1500,5085,565,3250,3250,107097.74831514445,0.34473594720558154,0.5445572733879089,-0.00017434474582966267,,,0.0,0.07108775293454528
thr_tarsus,1,random_pc_ridge,random,,,8,100022,2000,5085,565,3250,3250,107097.74831514445,0.38706530381813115,0.531538724899292,-0.0001920760560451257,,,0.0,0.1375439688563347
thr_tarsus,1,random_pc_ridge,random,,,8,100022,2500,5085,565,3250,3250,107097.74831514445,0.41640414551313454,0.5222788453102112,-0.0001885976005507857,,,0.0,0.17487304005771875
thr_tarsus,1,random_pc_ridge,random,,,8,100022,3000,5085,565,3250,3250,107097.74831514445,0.4209408968610859,0.5163828134536743,-0.00017781236017127972,,,0.0,0.22470399201847613
thr_tarsus,1,random_pc_ridge,random,,,8,100022,3500,5085,565,3250,3250,107097.74831514445,0.4505278519943007,0.5065969824790955,-0.0001749915477119036,,,0.0,0.2845723829232156
thr_tarsus,1,random_pc_ridge,random,,,8,100022,4000,5085,565,3250,3250,107097.74831514445,0.4648838356676851,0.501220166683197,-0.00017246519362699783,,,0.0,0.2982311740051955
thr_tarsus,1,random_pc_ridge,random,,,8,100022,4500,5085,565,3250,3250,107097.74831514445,0.468783126645695,0.49612540006637573,-0.00017695808706601923,,,0.0,0.3068319200538099
thr_tarsus,1,random_pc_ridge,random,,,9,100023,500,5085,565,3250,3250,107097.74831514445,0.2473929748185221,0.5663352012634277,-0.00023168317436893693,,,0.0,0.017635512864217162
thr_tarsus,1,random_pc_ridge,random,,,9,100023,1000,5085,565,3250,3250,107097.74831514445,0.3532469732142302,0.5481018424034119,-0.00021547413471158938,,,0.0,0.03418941283598542
thr_tarsus,1,random_pc_ridge,random,,,9,100023,1500,5085,565,3250,3250,107097.74831514445,0.3903752613370415,0.5360108613967896,-0.0002113380376947427,,,0.0,0.07060493086464703
thr_tarsus,1,random_pc_ridge,random,,,9,100023,2000,5085,565,3250,3250,107097.74831514445,0.40003127457122734,0.5290881395339966,-0.00019707404935402804,,,0.0,0.10987855005078018
thr_tarsus,1,random_pc_ridge,random,,,9,100023,2500,5085,565,3250,3250,107097.74831514445,0.42482444592604945,0.5182275772094727,-0.00018902642323549994,,,0.0,0.17697755806148052
thr_tarsus,1,random_pc_ridge,random,,,9,100023,3000,5085,565,3250,3250,107097.74831514445,0.4462255205922181,0.5097967386245728,-0.0001938617067869815,,,0.0,0.22236413997597992
thr_tarsus,1,random_pc_ridge,random,,,9,100023,3500,5085,565,3250,3250,107097.74831514445,0.4602434835676011,0.5018872022628784,-0.00018790239263295958,,,0.0,0.285130268195644
thr_tarsus,1,random_pc_ridge,random,,,9,100023,4000,5085,565,3250,3250,107097.74831514445,0.4784905870383475,0.4957171678543091,-0.00018351405170493056,,,0.0,0.2964282489847392
thr_tarsus,1,random_pc_ridge,random,,,9,100023,4500,5085,565,3250,3250,107097.74831514445,0.47032067038403136,0.49530115723609924,-0.00018142425628882267,,,0.0,0.30655803601257503
thr_tarsus,1,avggrm_pc_ridge,avggrm,lambda_0,0.0,-1,-1,500,5085,565,3250,3250,107097.74831514445,0.3516772093967343,0.5432415008544922,0.0014294097332919592,,0.0014294097332919592,0.0008816500194370747,0.017673580907285213
