n_individuals,corr_eval,mse_adj,method,order_seed,pevmean_obj,target_island,target_island_name,repeat,repeat_seed,trait
1000,0.12369506249261351,1.4682252407073975,pevmean_ga,-1,18277.589879224015,4,Gjerøy,3,215651242,body_mass
4000,0.09237052683508316,1.4773712158203125,pevmean_ga,-1,17265.993640856734,4,Gjerøy,3,215651242,body_mass
1000,0.09607317016700012,1.4768202304840088,random_individual,0,,4,Gjerøy,3,215651242,body_mass
4000,0.08535248265928429,1.4775508642196655,random_individual,0,,4,Gjerøy,3,215651242,body_mass
1000,-0.06706991964852597,1.513266682624817,random_individual,1,,4,Gjerøy,3,215651242,body_mass
4000,0.06788744951140231,1.485599398612976,random_individual,1,,4,Gjerøy,3,215651242,body_mass
1000,0.1248711548016559,1.4761543273925781,random_individual,2,,4,Gjerøy,3,215651242,body_mass
4000,0.13231184934007048,1.4630742073059082,random_individual,2,,4,Gjerøy,3,215651242,body_mass
1000,0.0961660780542564,1.4786076545715332,random_individual,3,,4,Gjerøy,3,215651242,body_mass
4000,0.07694923271384403,1.4803110361099243,random_individual,3,,4,Gjerøy,3,215651242,body_mass
1000,0.06254201164909436,1.4817272424697876,random_individual,4,,4,Gjerøy,3,215651242,body_mass
4000,0.10125446391663827,1.4717549085617065,random_individual,4,,4,Gjerøy,3,215651242,body_mass
