target_island,target_island_name,method,n_individuals,corr_eval_mean
12,Southern 2,random_individual,3500,-0.004371749764085071
12,Southern 2,random_individual,4000,-0.02015010438103616
12,Southern 2,random_individual,4500,-0.006587643985245919
13,Southern 3,avggrm_topk,50,0.1030667895952396
13,Southern 3,avggrm_topk,100,0.1184457156679862
13,Southern 3,avggrm_topk,250,0.1243844167286098
13,Southern 3,avggrm_topk,500,0.1424454893884592
13,Southern 3,avggrm_topk,1000,0.1956617163895138
13,Southern 3,avggrm_topk,1500,0.1787943959868185
13,Southern 3,avggrm_topk,2000,0.1643783265873711
13,Southern 3,avggrm_topk,2500,0.1466952261864658
13,Southern 3,avggrm_topk,3000,0.1462731288360846
13,Southern 3,avggrm_topk,3500,0.1666878055756186
13,Southern 3,avggrm_topk,4000,0.1494214516560787
13,Southern 3,avggrm_topk,4500,0.1384922426012835
13,Southern 3,random_individual,50,-0.006705415152214742
13,Southern 3,random_individual,100,-0.0010013484125691295
13,Southern 3,random_individual,250,0.016700813158098134
13,Southern 3,random_individual,500,0.03324731893566896
13,Southern 3,random_individual,1000,0.03871762641499943
13,Southern 3,random_individual,1500,0.05757410547946977
13,Southern 3,random_individual,2000,0.08342223866173311
13,Southern 3,random_individual,2500,0.09183143461085322
13,Southern 3,random_individual,3000,0.08382226343219247
13,Southern 3,random_individual,3500,0.08043534212948064
13,Southern 3,random_individual,4000,0.09667545146047339
13,Southern 3,random_individual,4500,0.100412342655025
14,Southern 4,avggrm_topk,50,-0.0056137485183406
14,Southern 4,avggrm_topk,100,0.0572426389026278
14,Southern 4,avggrm_topk,250,0.1273752566739706
14,Southern 4,avggrm_topk,500,0.1082193210300652
14,Southern 4,avggrm_topk,1000,0.1341248069833207
14,Southern 4,avggrm_topk,1500,0.1436310983430013
14,Southern 4,avggrm_topk,2000,0.1671389533098347
14,Southern 4,avggrm_topk,2500,0.142267768960646
14,Southern 4,avggrm_topk,3000,0.1193082113016007
14,Southern 4,avggrm_topk,3500,0.111101577415743
14,Southern 4,avggrm_topk,4000,0.1166436474378221
14,Southern 4,avggrm_topk,4500,0.1189602765800453
14,Southern 4,random_individual,50,0.01330651839980628
14,Southern 4,random_individual,100,0.02049295118343469
14,Southern 4,random_individual,250,0.038180852545381484
14,Southern 4,random_individual,500,0.03636282175725245
14,Southern 4,random_individual,1000,0.07525286178881782
14,Southern 4,random_individual,1500,0.09812644985724692
14,Southern 4,random_individual,2000,0.09499858716426253
14,Southern 4,random_individual,2500,0.09981919400088515
14,Southern 4,random_individual,3000,0.10524221176272448
14,Southern 4,random_individual,3500,0.11183944296515472
14,Southern 4,random_individual,4000,0.10876315747166701
14,Southern 4,random_individual,4500,0.119477105524874
15,Southern 5,avggrm_topk,50,0.0843225591990788
15,Southern 5,avggrm_topk,100,0.0672713620134916
15,Southern 5,avggrm_topk,250,0.0518474833751886
15,Southern 5,avggrm_topk,500,0.063700700757715
15,Southern 5,avggrm_topk,1000,0.1082854185691339
15,Southern 5,avggrm_topk,1500,0.0883818374866301
15,Southern 5,avggrm_topk,2000,0.049120173438505
15,Southern 5,avggrm_topk,2500,0.0517931306250069
15,Southern 5,avggrm_topk,3000,0.0723204035249405
15,Southern 5,avggrm_topk,3500,0.0358946969784783
15,Southern 5,avggrm_topk,4000,0.0318248692215797
15,Southern 5,avggrm_topk,4500,0.0026530155401583
15,Southern 5,random_individual,50,-0.0337528337279945
15,Southern 5,random_individual,100,-0.047506944741619865
15,Southern 5,random_individual,250,-0.04828958219431329
15,Southern 5,random_individual,500,-0.0491790005249319
15,Southern 5,random_individual,1000,-0.054729401625734767
15,Southern 5,random_individual,1500,-0.03437846015611364
15,Southern 5,random_individual,2000,-0.02259790984294918
15,Southern 5,random_individual,2500,-0.024073932608639582
15,Southern 5,random_individual,3000,-0.02510993638725248
15,Southern 5,random_individual,3500,-0.02945020298451263
15,Southern 5,random_individual,4000,-0.03246428471533005
15,Southern 5,random_individual,4500,-0.04405829853357855
