target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
3,1,Myken,0.13293654273585798,0.0014449624210419345,92,1,1
3,8,Lovund,0.07033436730397838,0.0004627261006840683,152,2,2
3,2,Træna,0.06655158872759502,0.00023269786268389868,286,3,3
3,11,Southern 1,0.04067340374612093,6.976570110826919e-05,583,4,5
3,13,Southern 3,0.018608234390399735,3.191806928027399e-05,583,5,7
3,9,Sleneset,0.013301590990611397,8.16048527031374e-05,163,6,4
3,6,Indre Kvarøy,0.01016129161068678,2.9199113823812588e-05,348,7,8
3,4,Gjerøy,0.006709773256615318,1.2089681543451023e-05,555,8,10
3,0,Nesøy,0.0049929792608143925,4.267503641721703e-05,117,9,6
3,15,Southern 5,0.004187585722071017,2.0730622386490185e-05,202,10,9
3,5,Hestmannøy,0.002886161104291655,2.715109223228274e-06,1063,11,11
3,10,Aldra,-0.003065174655593333,-1.7717772575684006e-05,173,12,12
3,12,Southern 2,-0.0101431856658649,-2.5614105216830558e-05,396,13,14
3,14,Southern 4,-0.01057140227385151,-2.1751856530558664e-05,486,14,13
3,7,Onøy og Lurøy,-0.028591504240169333,-0.00011125098926135927,257,15,15
