target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
5,4,Gjerøy,0.07633245380198148,0.000137535952796363,555,1,4
5,7,Onøy og Lurøy,0.06331282949864683,0.0002463534221737231,257,2,2
5,1,Myken,0.02676103645680033,0.00029088083105217747,92,3,1
5,8,Lovund,0.025911773972913336,0.0001704721971902193,152,4,3
5,6,Indre Kvarøy,0.022067135532611925,6.34113090017584e-05,348,5,5
5,13,Southern 3,0.021591592531127662,3.703532166574213e-05,583,6,7
5,10,Aldra,0.010934787687714876,6.32068652469068e-05,173,7,6
5,15,Southern 5,-0.002166964224837512,-1.0727545667512435e-05,202,8,8
5,3,Selvær,-0.007521016742051877,-3.876812753634988e-05,194,9,10
5,14,Southern 4,-0.008235654763673942,-1.694579169480235e-05,486,10,9
5,2,Træna,-0.012488525608631972,-4.366617345675514e-05,286,11,12
5,9,Sleneset,-0.01919881718080185,-0.00011778415448344693,163,12,13
5,0,Nesøy,-0.0201728007452137,-0.00017241710038644188,117,13,15
5,11,Southern 1,-0.02265927444203859,-3.8866680003496725e-05,583,14,11
5,12,Southern 2,-0.0518100555713486,-0.00013083347366502171,396,15,14
