target_island,target_island_name,method,removal_fraction,cal_fraction,corr_eval,mse_adj,seed,epochs_trained
0,20,tracin_weighted,0.0,0.2,0.2583308517932892,1.7684721946716309,27,100
0,20,tracin_weighted,0.0,0.2,0.15155519545078278,1.4666963815689087,28,100
0,20,tracin_weighted,0.0,0.2,0.24217374622821808,1.783888816833496,29,100
5,27,tracin_weighted,0.0,0.2,0.06881841272115707,2.503925085067749,27,100
5,27,tracin_weighted,0.0,0.2,0.09476229548454285,2.508953809738159,28,100
5,27,tracin_weighted,0.0,0.2,0.08982967585325241,2.431641101837158,29,100
