ringnr,island,score,rank
8L48609,6,-0.0006966870710130024,0
8730451,1,-0.0005501562959580042,1
8747741,6,-0.0005249736432233476,2
8747636,4,-0.0005094388893667201,3
8N42952,4,-0.00039582978388352785,4
8M71811,0,-0.00039469300190830836,5
8N42771,10,-0.000385157635264477,6
8800375,4,-0.0003681899479488493,7
8L19505,3,-0.00036404923071131634,8
8816921,6,-0.00035361406071388046,9
8P14278,4,-0.00034657491755751835,10
8N14591,11,-0.00034593159216456115,11
8N14980,6,-0.0003226432804694923,12
8N42642,7,-0.0003192224953636469,13
8N14981,6,-0.00030996156283435994,14
8N72348,6,-0.0003038624254259048,15
8943470,2,-0.0003033730799870682,16
8P11530,15,-0.00030205322218535,17
8M31435,4,-0.0003018998982042831,18
8L26595,6,-0.0003010102789176017,19
8P14622,2,-0.0002972036199935246,20
8939150,4,-0.00029663028863069485,21
8N28432,2,-0.00028748418435498024,22
8573989,3,-0.00028703292605314346,23
8800059,4,-0.00028317412034084555,24
8L19995,0,-0.00028266430399526143,25
8N14017,7,-0.00028160012152511626,26
8794305,4,-0.0002792735667753732,27
8887462,1,-0.0002738536642254985,28
8N05220,12,-0.00027359141313354485,29
8N87574,11,-0.0002714787683544273,30
8816929,4,-0.0002695053326533525,31
8N73636,13,-0.0002670571070666483,32
8N73681,13,-0.00026405705148135894,33
8L64795,13,-0.0002618580431317241,34
8N14588,11,-0.0002606218313303543,35
8N73604,14,-0.000259022753652971,36
8681009,0,-0.00025798737715376774,37
8N14937,4,-0.00025451777787566243,38
8N27835,6,-0.0002534044192543661,39
8857401,4,-0.00025083544596782303,40
8939379,7,-0.0002479291199506406,41
8N05203,12,-0.00024748268538132834,42
8N73624,13,-0.00024441412847409083,43
8M71158,13,-0.00024418580437668425,44
8L64142,8,-0.00024408467083958385,45
8730497,4,-0.00024273814824482542,46
8P11051,9,-0.00024206407897509052,47
8651799,2,-0.00024078087335510645,48
8939377,7,-0.00024061904719019367,49
8939376,7,-0.00023952750893840857,50
8N14599,11,-0.00023915449583000736,51
8N42143,2,-0.00023879750688138301,52
8N73949,12,-0.00023874415592217701,53
8M31605,4,-0.00023742402390780626,54
8732678,4,-0.0002371759776451654,55
8N05167,12,-0.00023613212238160486,56
8M71502,4,-0.0002360945197779074,57
8N05127,14,-0.00023268361883310718,58
8747757,7,-0.00023167815834312933,59
8M72406,13,-0.00023129746580252686,60
8L89326,10,-0.00023043270221023704,61
8N28429,2,-0.00023025454675007495,62
8N87547,11,-0.00022695781399306725,63
8L19656,3,-0.000226866243792756,64
8P26525,9,-0.00022203550270205596,65
8N42734,4,-0.0002206842443683854,66
8L57927,3,-0.0002201784075168689,67
8L89487,11,-0.0002189919644024485,68
8N73626,11,-0.00021888335959374672,69
8800104,10,-0.0002183375975164381,70
8747875,1,-0.00021675551465705212,71
8P11833,15,-0.00021648016627295874,72
8794353,1,-0.00021598828107016743,73
8L30468,12,-0.00021550169753936643,74
8943014,10,-0.0002152501788259542,75
8816427,1,-0.00021284693684719969,76
8N14587,11,-0.0002121239460848301,77
8L52223,8,-0.00021167226077523082,78
8N14668,13,-0.00021118609060977178,79
8N87962,13,-0.0002108517571741686,80
8L48479,4,-0.00021003404799557757,81
8L89739,10,-0.00020994030364818173,82
8N73233,12,-0.0002096545947551931,83
8N05444,6,-0.00020847075506935653,84
8M72916,6,-0.00020764159944519633,85
8N73623,13,-0.00020539336082947557,86
8M71231,6,-0.00020523768762359396,87
8P14852,14,-0.0002034177537098003,88
8N14582,11,-0.00020279426667002554,89
8800146,9,-0.00020251015826033836,90
8N28005,2,-0.00020151962394265865,91
8N05190,13,-0.000200680517082219,92
8P26527,9,-0.00019978006639576051,93
8N73950,12,-0.00019902103474578325,94
8800027,4,-0.0001981985790280305,95
8N72672,11,-0.00019713307892743615,96
8857104,7,-0.0001967325397345121,97
8N14758,2,-0.00019624394622042018,98
8981704,0,-0.00019595411640693783,99
8N73951,12,-0.00019462555292193429,100
8L30059,13,-0.0001943606423537858,101
8N05253,13,-0.0001939886506079347,102
8N05264,13,-0.00019393564730307844,103
8N05297,13,-0.00019376136970095104,104
8N72670,4,-0.00019118511204396782,105
8M31285,10,-0.0001909993338813365,106
8651884,0,-0.0001905992053252703,107
8N05199,13,-0.0001898109592275432,108
8681017,4,-0.0001896133069294592,109
8L19610,9,-0.00018861567809835833,110
8L89724,4,-0.0001877426661849313,111
8P26743,7,-0.00018680365815271216,112
8N05686,15,-0.00018572361705082585,113
8L89682,6,-0.00018550838422015659,114
8M31944,6,-0.00018548119396655238,115
8N28250,7,-0.00018533785146246373,116
8917801,2,-0.00018472117358214746,117
8N72957,13,-0.00018380899518888327,118
8N72394,6,-0.00018339708958592382,119
8N87325,6,-0.0001832722095969075,120
8N05445,6,-0.00018292424601895618,121
8N14590,11,-0.00018285339456269867,122
8N73230,12,-0.00018275822253599472,123
8N14605,13,-0.00018214612055089674,124
8N05878,11,-0.00018208192864221928,125
8730547,3,-0.00018157540307583986,126
8M31282,10,-0.00018140856127502047,127
8N28499,2,-0.0001789019677289616,128
8M31716,6,-0.00017875584126159083,129
8981029,0,-0.00017869341866116883,130
8857276,10,-0.00017773561216927192,131
8N72908,13,-0.00017616428999644995,132
8L30762,12,-0.00017604490790290583,133
8L30355,7,-0.00017587070038871389,134
8904640,7,-0.00017585183059054543,135
8M31197,8,-0.00017556805573804013,136
8N06889,11,-0.0001753770823142986,137
8M31420,10,-0.00017511072587694798,138
8939375,7,-0.00017509627559775254,139
8N14592,11,-0.00017496070768174832,140
8681361,4,-0.00017459902733207855,141
8N05263,13,-0.00017371274770994205,142
8681240,3,-0.00017284619298152393,143
8L52210,4,-0.00017274867695959983,144
8N05168,12,-0.00017226391469193914,145
8730932,3,-0.00017142655156021647,146
8N13671,13,-0.00017124536930168688,147
8681200,4,-0.00017124295732173778,148
8730448,1,-0.0001709204439066525,149
8N05567,3,-0.00017078579730878118,150
8N87806,14,-0.00017068165129785484,151
8N13064,14,-0.00017012681109918049,152
8N87243,2,-0.00017003903894874384,153
8M71372,12,-0.0001691748213943356,154
8N14803,9,-0.00016898281023713935,155
8747590,2,-0.00016879554686966003,156
8M71810,7,-0.00016871778802851622,157
8732505,8,-0.00016836733743730292,158
8N05170,12,-0.00016823249779918115,159
8P14652,2,-0.00016804896176836337,160
8N27031,14,-0.00016793882832644158,161
8N05438,6,-0.00016767579040788405,162
8N28358,2,-0.00016586779133831442,163
8N06999,6,-0.00016577623364355532,164
8N87339,4,-0.000165741173304923,165
8N73221,12,-0.00016553792352169694,166
8168649,4,-0.00016489618803916528,167
8M72643,4,-0.00016474882454531325,168
8N72965,2,-0.00016457324795737804,169
8N72673,11,-0.00016424598288722336,170
8N27095,2,-0.00016411824640272243,171
8N13663,13,-0.00016403311678914179,172
8800436,6,-0.00016377150222979253,173
8939460,3,-0.00016309444754369906,174
8M31516,1,-0.00016295616228489962,175
8N73946,12,-0.00016246084260274074,176
8800051,7,-0.00016218441214732593,177
8N06486,14,-0.00016111830200316035,178
8P14811,15,-0.0001610158356015745,179
8N87564,11,-0.00016096792205644306,180
8N05797,10,-0.00016095140949801134,181
8887272,7,-0.00016073255244464235,182
