Running from this directory: /cluster/work/simennes/Master_thesis
Name of job: ncv_ridge_iw
ID of job: 24351987
Array task ID: 12
The job was run on these nodes: idun-05-18
[I 2026-04-28 16:19:09,665] Trial 0 finished with value: 0.17510702054474428 and parameters: {'alpha': 233144.78773166405, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.010431250548547025, 'iw_n_components': 5, 'iw_logistic_c': 0.024278386754340225, 'iw_pca_fit': 'source', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 0 with value: 0.17510702054474428.
[I 2026-04-28 20:22:55,930] Trial 60 finished with value: 0.1869266777885266 and parameters: {'alpha': 83931.88838367668, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.005732873489624595, 'iw_n_components': 1, 'iw_logistic_c': 0.2598278931893082, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 38 with value: 0.1922842668345253.
[I 2026-04-28 20:26:56,168] Trial 61 finished with value: 0.19138194964277605 and parameters: {'alpha': 175016.5561884734, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.0033006464452846798, 'iw_n_components': 1, 'iw_logistic_c': 0.8861847968930477, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 38 with value: 0.1922842668345253.
[I 2026-04-28 20:30:51,735] Trial 62 finished with value: 0.191354632153736 and parameters: {'alpha': 173286.91995506507, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.003359989481337055, 'iw_n_components': 1, 'iw_logistic_c': 0.07157497344981488, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 38 with value: 0.1922842668345253.
[I 2026-04-28 20:34:50,632] Trial 63 finished with value: 0.19121771140375332 and parameters: {'alpha': 182958.59363882345, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.004353148674745377, 'iw_n_components': 1, 'iw_logistic_c': 0.00856249901583695, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 38 with value: 0.1922842668345253.
[I 2026-04-28 20:39:42,994] Trial 64 finished with value: 0.1713598507363486 and parameters: {'alpha': 121634.67054646167, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.003709280337192775, 'iw_n_components': 30, 'iw_logistic_c': 0.6805728857951359, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 38 with value: 0.1922842668345253.
[I 2026-04-28 20:43:38,283] Trial 65 finished with value: 0.1885912146013571 and parameters: {'alpha': 152765.3790887454, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.0030840271227049122, 'iw_n_components': 1, 'iw_logistic_c': 0.04374836829460822, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 38 with value: 0.1922842668345253.
[I 2026-04-28 20:47:37,161] Trial 66 finished with value: 0.18590190780709187 and parameters: {'alpha': 188249.21533014474, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.00573198711091238, 'iw_n_components': 1, 'iw_logistic_c': 0.05920268479993047, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 38 with value: 0.1922842668345253.
[I 2026-04-28 20:51:42,649] Trial 67 finished with value: 0.1720501467441865 and parameters: {'alpha': 298977.7577434451, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.0025584809339045432, 'iw_n_components': 3, 'iw_logistic_c': 0.0010113413416530383, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 38 with value: 0.1922842668345253.
[I 2026-04-28 20:56:27,490] Trial 68 finished with value: 0.17156289413245712 and parameters: {'alpha': 364461.1154312485, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.003509616654396811, 'iw_n_components': 20, 'iw_logistic_c': 0.09522444273030924, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 38 with value: 0.1922842668345253.
[I 2026-04-28 21:00:32,018] Trial 69 finished with value: 0.18595693712162178 and parameters: {'alpha': 245212.73163312927, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.006474810825484457, 'iw_n_components': 2, 'iw_logistic_c': 0.002482099015809837, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 38 with value: 0.1922842668345253.
[I 2026-04-28 21:04:30,616] Trial 70 finished with value: 0.18571128759681785 and parameters: {'alpha': 106524.08062579458, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.003983486226471169, 'iw_n_components': 1, 'iw_logistic_c': 0.015880234789779835, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 38 with value: 0.1922842668345253.
[I 2026-04-28 21:08:27,466] Trial 71 finished with value: 0.19131468582297328 and parameters: {'alpha': 167943.92449650366, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.0032886920724742234, 'iw_n_components': 1, 'iw_logistic_c': 0.1987671984138979, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 38 with value: 0.1922842668345253.
[I 2026-04-28 21:12:25,133] Trial 72 finished with value: 0.19089775687552193 and parameters: {'alpha': 144131.82553765908, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.003342564071607304, 'iw_n_components': 1, 'iw_logistic_c': 0.2293813409531682, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 38 with value: 0.1922842668345253.
[I 2026-04-28 21:16:20,487] Trial 73 finished with value: 0.19109815711836697 and parameters: {'alpha': 165765.14632218215, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.004333869757239086, 'iw_n_components': 1, 'iw_logistic_c': 0.9610682031546299, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 38 with value: 0.1922842668345253.
[I 2026-04-28 21:20:17,057] Trial 74 finished with value: 0.19047181391597287 and parameters: {'alpha': 126982.62860392655, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.0029760820874675277, 'iw_n_components': 1, 'iw_logistic_c': 0.3039994958155989, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 38 with value: 0.1922842668345253.
[I 2026-04-28 21:24:54,302] Trial 75 finished with value: 0.17126563187808833 and parameters: {'alpha': 213110.59443081685, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.002668733726781373, 'iw_n_components': 10, 'iw_logistic_c': 2.2878780040547912, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 38 with value: 0.1922842668345253.
[I 2026-04-28 21:29:48,690] Trial 76 finished with value: -1.0 and parameters: {'alpha': 191083.1197376771, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0023681055357971897, 'iw_n_components': 30, 'iw_logistic_c': 1.3583988360757098, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 38 with value: 0.1922842668345253.
[I 2026-04-28 21:33:48,049] Trial 77 finished with value: 0.1916203031908113 and parameters: {'alpha': 172553.31020976452, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.005458494200928781, 'iw_n_components': 1, 'iw_logistic_c': 0.00041632329682243633, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 38 with value: 0.1922842668345253.
[I 2026-04-28 21:37:49,600] Trial 78 finished with value: 0.1883604686468381 and parameters: {'alpha': 228168.98704178203, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0055529403616685225, 'iw_n_components': 1, 'iw_logistic_c': 0.00013220258500132998, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 38 with value: 0.1922842668345253.
[I 2026-04-28 21:41:49,694] Trial 79 finished with value: 0.19189733354634228 and parameters: {'alpha': 322438.98728907155, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.007317236715756931, 'iw_n_components': 1, 'iw_logistic_c': 0.0004028773789023863, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 38 with value: 0.1922842668345253.
[I 2026-04-28 21:45:56,236] Trial 80 finished with value: 0.18641516930153107 and parameters: {'alpha': 325673.7797033493, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.007627645394943849, 'iw_n_components': 2, 'iw_logistic_c': 0.0002727355827069262, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 38 with value: 0.1922842668345253.
[I 2026-04-28 21:49:54,554] Trial 81 finished with value: 0.19170362077842412 and parameters: {'alpha': 293505.65981310356, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.0063332996606947824, 'iw_n_components': 1, 'iw_logistic_c': 0.005957978742932721, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 38 with value: 0.1922842668345253.
[I 2026-04-28 21:53:53,238] Trial 82 finished with value: 0.18990619870626815 and parameters: {'alpha': 423617.7078772406, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.00866237291265187, 'iw_n_components': 1, 'iw_logistic_c': 0.0005200326775576603, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 38 with value: 0.1922842668345253.
[I 2026-04-28 21:57:54,041] Trial 83 finished with value: 0.19091367601895826 and parameters: {'alpha': 363383.33088834595, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.006398541857923585, 'iw_n_components': 1, 'iw_logistic_c': 0.005741826391941969, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 38 with value: 0.1922842668345253.
[I 2026-04-28 22:01:50,430] Trial 84 finished with value: 0.19439025499720705 and parameters: {'alpha': 289562.4268528598, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.005411774846561055, 'iw_n_components': 1, 'iw_logistic_c': 0.00016379538056410876, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 84 with value: 0.19439025499720705.
[I 2026-04-28 22:05:47,520] Trial 85 finished with value: 0.1925560144458842 and parameters: {'alpha': 296863.8648314869, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.005408991072882663, 'iw_n_components': 1, 'iw_logistic_c': 0.0005330989914427772, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 84 with value: 0.19439025499720705.
[I 2026-04-28 22:09:44,866] Trial 86 finished with value: 0.19453104815948252 and parameters: {'alpha': 281249.6898198605, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.005286544261305523, 'iw_n_components': 1, 'iw_logistic_c': 0.0001600064306960682, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 86 with value: 0.19453104815948252.
[I 2026-04-28 22:14:24,419] Trial 87 finished with value: 0.18191708273692075 and parameters: {'alpha': 301583.6369783807, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.0053270071019181076, 'iw_n_components': 20, 'iw_logistic_c': 0.0001689204957171535, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 86 with value: 0.19453104815948252.
[I 2026-04-28 22:18:30,908] Trial 88 finished with value: 0.1783394305892331 and parameters: {'alpha': 258211.06911676744, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.0069625823594371816, 'iw_n_components': 3, 'iw_logistic_c': 0.00046200242509856365, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 86 with value: 0.19453104815948252.
[I 2026-04-28 22:22:29,428] Trial 89 finished with value: 0.19119476335965377 and parameters: {'alpha': 321867.7675748211, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.007726733403706918, 'iw_n_components': 1, 'iw_logistic_c': 0.0007836518524873231, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 86 with value: 0.19453104815948252.
[I 2026-04-28 22:26:26,492] Trial 90 finished with value: 0.19576902206910857 and parameters: {'alpha': 285354.4727534339, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.009424820442735614, 'iw_n_components': 1, 'iw_logistic_c': 3.213382378332969e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 90 with value: 0.19576902206910857.
[I 2026-04-28 22:30:25,244] Trial 91 finished with value: 0.19621410051934882 and parameters: {'alpha': 286044.6652303536, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.006038089739459128, 'iw_n_components': 1, 'iw_logistic_c': 3.1008887911633126e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-28 22:34:24,123] Trial 92 finished with value: 0.19575884953844772 and parameters: {'alpha': 284459.5602784022, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.009600801871079106, 'iw_n_components': 1, 'iw_logistic_c': 3.101317850705824e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-28 22:38:23,396] Trial 93 finished with value: 0.1958125406474016 and parameters: {'alpha': 292271.39942030667, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.009404950095550825, 'iw_n_components': 1, 'iw_logistic_c': 2.462305081056505e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-28 22:42:24,294] Trial 94 finished with value: 0.19449505376598974 and parameters: {'alpha': 459591.9036238337, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.009264752636353318, 'iw_n_components': 1, 'iw_logistic_c': 2.3588311908999966e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-28 22:46:55,642] Trial 95 finished with value: 0.1858839364491244 and parameters: {'alpha': 470564.1858731206, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.00932194046723499, 'iw_n_components': 10, 'iw_logistic_c': 2.861120100098522e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-28 22:50:55,156] Trial 96 finished with value: 0.1936308739642995 and parameters: {'alpha': 351251.6853733686, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.011870076140986858, 'iw_n_components': 1, 'iw_logistic_c': 9.486956486137713e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-28 22:54:51,659] Trial 97 finished with value: 0.194195914994096 and parameters: {'alpha': 288143.5857544612, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.010065945813281817, 'iw_n_components': 1, 'iw_logistic_c': 7.908608510562746e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-28 22:58:48,936] Trial 98 finished with value: 0.19296713028275583 and parameters: {'alpha': 423363.68555385614, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.011069324679569803, 'iw_n_components': 1, 'iw_logistic_c': 9.196992476739843e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-28 23:02:50,940] Trial 99 finished with value: 0.19325110629630862 and parameters: {'alpha': 416297.06204164866, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.010828409484555374, 'iw_n_components': 1, 'iw_logistic_c': 9.881339677741913e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-28 23:06:46,405] Trial 100 finished with value: 0.18916259669369245 and parameters: {'alpha': 592811.7489055761, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.015153746764938776, 'iw_n_components': 1, 'iw_logistic_c': 7.748952682936051e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-28 23:10:40,807] Trial 101 finished with value: 0.19272915766999948 and parameters: {'alpha': 410518.6448960118, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.010947442859284066, 'iw_n_components': 1, 'iw_logistic_c': 8.127312908583603e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-28 23:14:39,511] Trial 102 finished with value: 0.1951506668727133 and parameters: {'alpha': 385483.4384184569, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.00944216127263404, 'iw_n_components': 1, 'iw_logistic_c': 1.981225068166362e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-28 23:18:38,012] Trial 103 finished with value: 0.19523167492084623 and parameters: {'alpha': 381287.2307746442, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.009306212606054796, 'iw_n_components': 1, 'iw_logistic_c': 2.0383976140219377e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-28 23:22:36,976] Trial 104 finished with value: 0.19521450557098508 and parameters: {'alpha': 380211.2690974929, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.009541940490165246, 'iw_n_components': 1, 'iw_logistic_c': 2.340177502549224e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-28 23:26:36,243] Trial 105 finished with value: 0.1937467578761283 and parameters: {'alpha': 522496.2516136858, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.009466457723601919, 'iw_n_components': 1, 'iw_logistic_c': 2.685836420467562e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-28 23:31:18,287] Trial 106 finished with value: 0.19108831235308607 and parameters: {'alpha': 379755.70175068465, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.008340146728282939, 'iw_n_components': 30, 'iw_logistic_c': 1.5206819717821293e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-28 23:35:19,415] Trial 107 finished with value: 0.195691006455669 and parameters: {'alpha': 279637.4520134257, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.009298639688368669, 'iw_n_components': 1, 'iw_logistic_c': 3.8144693481185175e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-28 23:39:18,692] Trial 108 finished with value: 0.19576993100635592 and parameters: {'alpha': 257675.3621827536, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.009405000617206186, 'iw_n_components': 1, 'iw_logistic_c': 3.6766039722254694e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-28 23:43:17,931] Trial 109 finished with value: 0.19380127736750333 and parameters: {'alpha': 482518.5834716313, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.009278315839867192, 'iw_n_components': 1, 'iw_logistic_c': 3.9663547037294304e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-28 23:47:17,672] Trial 110 finished with value: 0.19538522686242749 and parameters: {'alpha': 259946.3881404981, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.012369889079090916, 'iw_n_components': 1, 'iw_logistic_c': 2.1105692985966322e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-28 23:51:12,982] Trial 111 finished with value: 0.19512657102489772 and parameters: {'alpha': 255503.4474235058, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.012487265040449084, 'iw_n_components': 1, 'iw_logistic_c': 1.6398680531493633e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-28 23:55:09,422] Trial 112 finished with value: 0.19530714741544292 and parameters: {'alpha': 256799.72023232243, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.012725228924995405, 'iw_n_components': 1, 'iw_logistic_c': 2.1744609436969142e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-28 23:59:06,941] Trial 113 finished with value: 0.19533933110137616 and parameters: {'alpha': 262034.95432495282, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.012334967804686575, 'iw_n_components': 1, 'iw_logistic_c': 1.9386635309510847e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-29 00:03:07,749] Trial 114 finished with value: 0.19419125480411098 and parameters: {'alpha': 312784.9389181205, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.014205483804141533, 'iw_n_components': 1, 'iw_logistic_c': 3.7289833031534136e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-29 00:07:08,913] Trial 115 finished with value: 0.1935577175981696 and parameters: {'alpha': 262643.9344847301, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.013265688876190965, 'iw_n_components': 1, 'iw_logistic_c': 6.776675597659831e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-29 00:11:12,593] Trial 116 finished with value: 0.1902643025158002 and parameters: {'alpha': 341321.92737259716, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.008193726882627282, 'iw_n_components': 2, 'iw_logistic_c': 2.0937060936719537e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-29 00:15:12,286] Trial 117 finished with value: 0.19111820247546507 and parameters: {'alpha': 247435.03212126976, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.017064580219292348, 'iw_n_components': 1, 'iw_logistic_c': 4.02509652938579e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-29 00:19:08,464] Trial 118 finished with value: 0.19461590358227984 and parameters: {'alpha': 238669.91048243, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.012309580906777449, 'iw_n_components': 1, 'iw_logistic_c': 4.7865925874950794e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-29 00:23:13,433] Trial 119 finished with value: 0.18655036924794094 and parameters: {'alpha': 384136.49910277425, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.010403273981604162, 'iw_n_components': 3, 'iw_logistic_c': 5.39316991679082e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
