Running from this directory: /cluster/work/simennes/Master_thesis
Name of job: ncv_ridge_iw
ID of job: 24378203
Array task ID: 4
The job was run on these nodes: idun-03-17
[I 2026-05-04 00:17:22,539] Trial 0 finished with value: 0.1906008030658212 and parameters: {'alpha': 574323.565896313, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.005989214663243749, 'iw_n_components': 20, 'iw_logistic_c': 2.8870927958158354, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 0 with value: 0.1906008030658212.
[I 2026-05-04 06:49:33,433] Trial 128 finished with value: 0.21066909433098355 and parameters: {'alpha': 417731.3387160571, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.0014291804321060423, 'iw_n_components': 80, 'iw_logistic_c': 0.05028257086638027, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 99 with value: 0.21394274047253523.
[I 2026-05-04 06:52:49,631] Trial 129 finished with value: 0.21371544705358994 and parameters: {'alpha': 479876.4599064624, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.002386818060625237, 'iw_n_components': 80, 'iw_logistic_c': 1.077324098659048, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 99 with value: 0.21394274047253523.
[I 2026-05-04 06:56:07,844] Trial 130 finished with value: 0.2137258924721818 and parameters: {'alpha': 538484.8767208697, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.0030645389863577436, 'iw_n_components': 80, 'iw_logistic_c': 1.115099736398605, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 99 with value: 0.21394274047253523.
[I 2026-05-04 06:59:22,748] Trial 131 finished with value: 0.21479774596471218 and parameters: {'alpha': 543272.0222120367, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.002618010854062032, 'iw_n_components': 80, 'iw_logistic_c': 1.2428176044572032, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 131 with value: 0.21479774596471218.
[I 2026-05-04 07:02:34,864] Trial 132 finished with value: 0.21159247356310013 and parameters: {'alpha': 618438.4471616287, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.0032359816558018566, 'iw_n_components': 80, 'iw_logistic_c': 1.0471702883576115, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 131 with value: 0.21479774596471218.
[I 2026-05-04 07:05:51,718] Trial 133 finished with value: 0.21323768635518497 and parameters: {'alpha': 515767.39962892456, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.002598051223963443, 'iw_n_components': 80, 'iw_logistic_c': 3.4254056814386957, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 131 with value: 0.21479774596471218.
[I 2026-05-04 07:09:13,323] Trial 134 finished with value: 0.2085891308485556 and parameters: {'alpha': 663245.0963040577, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.0026582424284484554, 'iw_n_components': 80, 'iw_logistic_c': 2.528678409415998, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 131 with value: 0.21479774596471218.
[I 2026-05-04 07:13:40,156] Trial 135 finished with value: 0.21093057885533809 and parameters: {'alpha': 540029.589254864, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.0030798189060713137, 'iw_n_components': 80, 'iw_logistic_c': 3.299437461102174, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 131 with value: 0.21479774596471218.
[I 2026-05-04 07:17:49,115] Trial 136 finished with value: 0.2096847969837899 and parameters: {'alpha': 603496.378432461, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.00242998481546667, 'iw_n_components': 80, 'iw_logistic_c': 1.288976587946899, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 131 with value: 0.21479774596471218.
[I 2026-05-04 07:21:54,708] Trial 137 finished with value: 0.20451541038368087 and parameters: {'alpha': 487067.8729954511, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.004290871683378642, 'iw_n_components': 80, 'iw_logistic_c': 1.9546150404048865, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 131 with value: 0.21479774596471218.
[I 2026-05-04 07:26:05,635] Trial 138 finished with value: 0.21052714693550706 and parameters: {'alpha': 518961.4779691915, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.002302773292785766, 'iw_n_components': 80, 'iw_logistic_c': 4.968092127045754, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 131 with value: 0.21479774596471218.
[I 2026-05-04 07:29:57,145] Trial 139 finished with value: 0.20557435923507458 and parameters: {'alpha': 554450.788953825, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.002782675009247005, 'iw_n_components': 10, 'iw_logistic_c': 0.7606077520438098, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 131 with value: 0.21479774596471218.
[I 2026-05-04 07:33:46,196] Trial 140 finished with value: 0.2057796160040754 and parameters: {'alpha': 445800.7263464159, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.0021187452672980175, 'iw_n_components': 80, 'iw_logistic_c': 5.869301131214654e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 131 with value: 0.21479774596471218.
[I 2026-05-04 07:37:57,156] Trial 141 finished with value: 0.20979133574151548 and parameters: {'alpha': 474148.87679726386, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.0025663181912071657, 'iw_n_components': 80, 'iw_logistic_c': 0.4502015892497621, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 131 with value: 0.21479774596471218.
[I 2026-05-04 07:42:18,022] Trial 142 finished with value: 0.2145522168203559 and parameters: {'alpha': 569917.2774757777, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.0033475357297088983, 'iw_n_components': 80, 'iw_logistic_c': 3.1056166733225172, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 131 with value: 0.21479774596471218.
[I 2026-05-04 07:46:22,906] Trial 143 finished with value: 0.210292415594228 and parameters: {'alpha': 568688.8240228478, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.0035983419119603424, 'iw_n_components': 80, 'iw_logistic_c': 3.020804189753297, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 131 with value: 0.21479774596471218.
[I 2026-05-04 07:50:27,782] Trial 144 finished with value: 0.21243343583599064 and parameters: {'alpha': 522247.77670699504, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.004801662201947482, 'iw_n_components': 80, 'iw_logistic_c': 6.981636771317275, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 131 with value: 0.21479774596471218.
[I 2026-05-04 07:55:02,080] Trial 145 finished with value: 0.21091057132176633 and parameters: {'alpha': 710098.7798678864, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.00305705492340018, 'iw_n_components': 80, 'iw_logistic_c': 1.4986361362065785, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 131 with value: 0.21479774596471218.
[I 2026-05-04 07:58:45,958] Trial 146 finished with value: 0.21309149117770923 and parameters: {'alpha': 634144.8230556962, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.0038533458786947222, 'iw_n_components': 60, 'iw_logistic_c': 0.9452502398930195, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 131 with value: 0.21479774596471218.
[I 2026-05-04 08:02:34,659] Trial 147 finished with value: 0.2064591504106464 and parameters: {'alpha': 655052.9506060889, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.0034319827716946566, 'iw_n_components': 60, 'iw_logistic_c': 0.9021284153607744, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 131 with value: 0.21479774596471218.
[I 2026-05-04 08:06:53,527] Trial 148 finished with value: 0.19219283175295473 and parameters: {'alpha': 488367.17375235894, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.003920417420104699, 'iw_n_components': 60, 'iw_logistic_c': 1.9921050775826816, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 131 with value: 0.21479774596471218.
[I 2026-05-04 08:10:44,385] Trial 149 finished with value: 0.20746965500309084 and parameters: {'alpha': 596801.1884894161, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.002905226308199774, 'iw_n_components': 60, 'iw_logistic_c': 4.459439698744318, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 131 with value: 0.21479774596471218.
