Running from this directory: /cluster/work/simennes/Master_thesis
Name of job: ncv_ridge_iw
ID of job: 24351983
Array task ID: 8
The job was run on these nodes: idun-03-16
[I 2026-04-28 16:18:33,729] Trial 0 finished with value: 0.19844357810226104 and parameters: {'alpha': 233144.78773166405, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.010431250548547025, 'iw_n_components': 5, 'iw_logistic_c': 0.024278386754340225, 'iw_pca_fit': 'source', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 0 with value: 0.19844357810226104.
[I 2026-04-28 16:57:56,288] Trial 11 finished with value: 0.20417300131212893 and parameters: {'alpha': 129992.63514826028, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.020436572847999893, 'iw_n_components': 20, 'iw_logistic_c': 3.5127497232666824e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 8 with value: 0.2115169217584993.
[I 2026-04-28 17:01:47,089] Trial 12 finished with value: 0.20313438419524468 and parameters: {'alpha': 356107.01097453985, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.021122271974874467, 'iw_n_components': 20, 'iw_logistic_c': 4.418712960095315e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 8 with value: 0.2115169217584993.
[I 2026-04-28 17:05:37,490] Trial 13 finished with value: 0.21018154506476067 and parameters: {'alpha': 123189.13706134514, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.011341139641193142, 'iw_n_components': 20, 'iw_logistic_c': 5.015433519427594e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 8 with value: 0.2115169217584993.
[I 2026-04-28 17:09:29,605] Trial 14 finished with value: 0.2065343002505861 and parameters: {'alpha': 98924.50269765589, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.008442290725742627, 'iw_n_components': 20, 'iw_logistic_c': 2.9581512668049326e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 8 with value: 0.2115169217584993.
[I 2026-04-28 17:13:19,985] Trial 15 finished with value: 0.21256517091114377 and parameters: {'alpha': 304496.47544039565, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.012849305341540057, 'iw_n_components': 10, 'iw_logistic_c': 8.162098259134667e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 15 with value: 0.21256517091114377.
[I 2026-04-28 17:17:15,295] Trial 16 finished with value: 0.2047760290457603 and parameters: {'alpha': 668462.4394344718, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.00556619216153462, 'iw_n_components': 10, 'iw_logistic_c': 0.003342045081556647, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 15 with value: 0.21256517091114377.
[I 2026-04-28 17:21:10,934] Trial 17 finished with value: 0.2111450929779675 and parameters: {'alpha': 300408.72070795135, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.014908539076811257, 'iw_n_components': 10, 'iw_logistic_c': 0.5077114740809019, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 15 with value: 0.21256517091114377.
[I 2026-04-28 17:24:37,559] Trial 18 finished with value: 0.20625461805042752 and parameters: {'alpha': 198175.32712400545, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.033659906949872066, 'iw_n_components': 5, 'iw_logistic_c': 0.00017329682846072228, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 15 with value: 0.21256517091114377.
[I 2026-04-28 17:28:01,009] Trial 19 finished with value: 0.19331866419761953 and parameters: {'alpha': 642657.6844690122, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.027837696598704612, 'iw_n_components': 2, 'iw_logistic_c': 0.0028926223014032974, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 15 with value: 0.21256517091114377.
[I 2026-04-28 17:31:57,533] Trial 20 finished with value: 0.21501874638680393 and parameters: {'alpha': 340522.40836304263, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.01344162583253929, 'iw_n_components': 30, 'iw_logistic_c': 3.45207259429111e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 20 with value: 0.21501874638680393.
[I 2026-04-28 17:35:54,452] Trial 21 finished with value: 0.2147707397294528 and parameters: {'alpha': 370498.9690576573, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.013158563726510137, 'iw_n_components': 30, 'iw_logistic_c': 3.100245873803219e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 20 with value: 0.21501874638680393.
[I 2026-04-28 17:39:51,233] Trial 22 finished with value: 0.21438476790567795 and parameters: {'alpha': 385076.17602477275, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.01236769189387398, 'iw_n_components': 30, 'iw_logistic_c': 2.6741857228965054e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 20 with value: 0.21501874638680393.
[I 2026-04-28 17:43:47,699] Trial 23 finished with value: 0.19899412402515287 and parameters: {'alpha': 436519.0637873728, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.007015009788156976, 'iw_n_components': 30, 'iw_logistic_c': 1.1753608486407782e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 20 with value: 0.21501874638680393.
[I 2026-04-28 17:47:43,864] Trial 24 finished with value: 0.21025347122214316 and parameters: {'alpha': 610825.4190444081, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.00951491817462657, 'iw_n_components': 30, 'iw_logistic_c': 1.7261823982168391e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 20 with value: 0.21501874638680393.
[I 2026-04-28 17:51:42,718] Trial 25 finished with value: 0.209374596151699 and parameters: {'alpha': 375881.4416726455, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.005900202182398882, 'iw_n_components': 30, 'iw_logistic_c': 6.436491383715063e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 20 with value: 0.21501874638680393.
[I 2026-04-28 17:55:39,358] Trial 26 finished with value: 0.20735145997693158 and parameters: {'alpha': 509147.4792729845, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.02568273893810239, 'iw_n_components': 30, 'iw_logistic_c': 2.0573912813551423e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 20 with value: 0.21501874638680393.
[I 2026-04-28 17:59:16,523] Trial 27 finished with value: 0.1923772864435279 and parameters: {'alpha': 857713.2545169322, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.012204423966152936, 'iw_n_components': 30, 'iw_logistic_c': 1.3811670384309202e-07, 'iw_pca_fit': 'source', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 20 with value: 0.21501874638680393.
[I 2026-04-28 18:03:11,086] Trial 28 finished with value: 0.21113923804631365 and parameters: {'alpha': 343324.17226948857, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.017635282513289486, 'iw_n_components': 30, 'iw_logistic_c': 5.92931208867862e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 20 with value: 0.21501874638680393.
[I 2026-04-28 18:06:17,392] Trial 29 finished with value: 0.20504487970441618 and parameters: {'alpha': 188508.40966217537, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.009320533988852488, 'iw_n_components': 5, 'iw_logistic_c': 3.7064743840691825e-06, 'iw_pca_fit': 'source', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 20 with value: 0.21501874638680393.
[I 2026-04-28 18:10:10,448] Trial 30 finished with value: 0.2108042356867551 and parameters: {'alpha': 221036.97012607133, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.012630947351408978, 'iw_n_components': 30, 'iw_logistic_c': 2.060273136980834e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 20 with value: 0.21501874638680393.
[I 2026-04-28 18:13:55,016] Trial 31 finished with value: 0.21278878159495176 and parameters: {'alpha': 304422.47740815394, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.013220178695133445, 'iw_n_components': 10, 'iw_logistic_c': 7.1614770156424915e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 20 with value: 0.21501874638680393.
[I 2026-04-28 18:17:48,604] Trial 32 finished with value: 0.21288949029193777 and parameters: {'alpha': 243388.7666868893, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.010679001510174086, 'iw_n_components': 30, 'iw_logistic_c': 1.4040245007986394e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 20 with value: 0.21501874638680393.
[I 2026-04-28 18:21:41,765] Trial 33 finished with value: 0.21336128256631645 and parameters: {'alpha': 245913.39964892005, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.009911229631668428, 'iw_n_components': 30, 'iw_logistic_c': 1.137168047825754e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 20 with value: 0.21501874638680393.
[I 2026-04-28 18:25:19,619] Trial 34 finished with value: 0.20026878177943083 and parameters: {'alpha': 406270.8681549389, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.017581038517268832, 'iw_n_components': 30, 'iw_logistic_c': 3.822460939713157e-07, 'iw_pca_fit': 'source', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 20 with value: 0.21501874638680393.
[I 2026-04-28 18:28:39,441] Trial 35 finished with value: 0.20408549575837778 and parameters: {'alpha': 511797.28369778773, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.006812411765823408, 'iw_n_components': 3, 'iw_logistic_c': 1.0697640376413081e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 20 with value: 0.21501874638680393.
[I 2026-04-28 18:32:31,484] Trial 36 finished with value: 0.21592211855894675 and parameters: {'alpha': 230065.29771142636, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.010040644752004812, 'iw_n_components': 30, 'iw_logistic_c': 3.057071510823873e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 18:36:10,518] Trial 37 finished with value: 0.19759104077263145 and parameters: {'alpha': 152621.00928900682, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.014929189197787563, 'iw_n_components': 30, 'iw_logistic_c': 8.154582102435121e-05, 'iw_pca_fit': 'source', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 18:39:24,805] Trial 38 finished with value: 0.20336550992790794 and parameters: {'alpha': 211636.10238667205, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.048987269194150786, 'iw_n_components': 1, 'iw_logistic_c': 0.0012587534881451981, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 18:42:43,590] Trial 39 finished with value: 0.20423768459160044 and parameters: {'alpha': 349431.2900552957, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.024547922836677175, 'iw_n_components': 2, 'iw_logistic_c': 3.5245495805390845e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 18:46:36,634] Trial 40 finished with value: 0.211613168998602 and parameters: {'alpha': 276460.6897479433, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.017873993115708458, 'iw_n_components': 30, 'iw_logistic_c': 2.224641134460954e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 18:50:29,097] Trial 41 finished with value: 0.21099517437890578 and parameters: {'alpha': 243474.17268628775, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.009940709767498312, 'iw_n_components': 30, 'iw_logistic_c': 7.552271395892326e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 18:54:20,649] Trial 42 finished with value: 0.20484998674067248 and parameters: {'alpha': 170573.13031287998, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.008725787680850633, 'iw_n_components': 30, 'iw_logistic_c': 1.986667492540376e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 18:58:12,274] Trial 43 finished with value: 0.21098088184415242 and parameters: {'alpha': 266614.64253570465, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.014323038267477906, 'iw_n_components': 30, 'iw_logistic_c': 7.918425113342294e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 19:01:33,827] Trial 44 finished with value: 0.20710375559829347 and parameters: {'alpha': 418420.6545453053, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.010790415541417431, 'iw_n_components': 3, 'iw_logistic_c': 2.5107593045209e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 19:04:47,809] Trial 45 finished with value: 0.20654193047269767 and parameters: {'alpha': 334792.0786791955, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.008216782307217983, 'iw_n_components': 1, 'iw_logistic_c': 9.650880311026327e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 19:08:28,622] Trial 46 finished with value: 0.19256071417003806 and parameters: {'alpha': 559797.4439305045, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.005745270241120122, 'iw_n_components': 30, 'iw_logistic_c': 0.0002553504082749269, 'iw_pca_fit': 'source', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 19:11:48,305] Trial 47 finished with value: 0.20021920180448619 and parameters: {'alpha': 54605.31168640951, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.004062544376372983, 'iw_n_components': 5, 'iw_logistic_c': 4.4854519228975505e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 19:15:41,294] Trial 48 finished with value: 0.20808735299102774 and parameters: {'alpha': 739534.3002614095, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.002545086478094694, 'iw_n_components': 30, 'iw_logistic_c': 1.4745332422611187e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 19:19:35,688] Trial 49 finished with value: 0.21069224072242726 and parameters: {'alpha': 178780.73222108383, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.011239545079170899, 'iw_n_components': 30, 'iw_logistic_c': 4.479657687328758e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 19:22:54,055] Trial 50 finished with value: 0.2081973876898792 and parameters: {'alpha': 124623.25868039123, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.02017300759412426, 'iw_n_components': 2, 'iw_logistic_c': 5.381035067147983e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 19:26:46,728] Trial 51 finished with value: 0.2131040818759019 and parameters: {'alpha': 239137.0516136456, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.010082828330627309, 'iw_n_components': 30, 'iw_logistic_c': 1.4708193522503108e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 19:31:02,927] Trial 52 finished with value: 0.20598114936021922 and parameters: {'alpha': 304975.44345786585, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.007398961096410985, 'iw_n_components': 30, 'iw_logistic_c': 0.021766728100747923, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 19:35:14,107] Trial 53 finished with value: 0.20528311320807371 and parameters: {'alpha': 216196.25707041688, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.013232025974792193, 'iw_n_components': 30, 'iw_logistic_c': 3.2139618777209143e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 19:39:25,307] Trial 54 finished with value: 0.20686165071036747 and parameters: {'alpha': 384749.23179255804, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.015534803755160285, 'iw_n_components': 30, 'iw_logistic_c': 6.751244737525186e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 19:43:38,299] Trial 55 finished with value: 0.21453023375504532 and parameters: {'alpha': 276809.8867076261, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.00984152115627555, 'iw_n_components': 30, 'iw_logistic_c': 2.0583265689108515e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 19:47:09,371] Trial 56 finished with value: 0.2049748664427314 and parameters: {'alpha': 269969.89895611577, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.00811681258211725, 'iw_n_components': 3, 'iw_logistic_c': 3.477394268478183e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 19:50:32,611] Trial 57 finished with value: 0.19769738568759926 and parameters: {'alpha': 454552.13647593383, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.006655228314633201, 'iw_n_components': 1, 'iw_logistic_c': 2.2637518234111596e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 19:54:56,895] Trial 58 finished with value: 0.20226080551449502 and parameters: {'alpha': 161812.28518229624, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.011804807357007082, 'iw_n_components': 30, 'iw_logistic_c': 0.11376298009789183, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 19:59:07,608] Trial 59 finished with value: 0.21112079963982225 and parameters: {'alpha': 312688.9224201373, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.008869901198429073, 'iw_n_components': 30, 'iw_logistic_c': 9.795023335765154e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
