Running from this directory: /cluster/work/simennes/Master_thesis
Name of job: ncv_ridge_iw
ID of job: 24351983
Array task ID: 8
The job was run on these nodes: idun-03-16
[I 2026-04-28 16:18:33,729] Trial 0 finished with value: 0.19844357810226104 and parameters: {'alpha': 233144.78773166405, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.010431250548547025, 'iw_n_components': 5, 'iw_logistic_c': 0.024278386754340225, 'iw_pca_fit': 'source', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 0 with value: 0.19844357810226104.
[I 2026-04-28 20:02:56,240] Trial 60 finished with value: 0.1990591362000459 and parameters: {'alpha': 201066.95317806996, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.019336045749802425, 'iw_n_components': 20, 'iw_logistic_c': 0.00014308236083284334, 'iw_pca_fit': 'source', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 20:07:08,627] Trial 61 finished with value: 0.2132459694797134 and parameters: {'alpha': 242400.8335865235, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.009894180063434585, 'iw_n_components': 30, 'iw_logistic_c': 1.5160227175297455e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 20:11:19,321] Trial 62 finished with value: 0.2146652918164967 and parameters: {'alpha': 278156.75707232946, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.01379397039147274, 'iw_n_components': 30, 'iw_logistic_c': 2.1304117400581693e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 20:15:31,652] Trial 63 finished with value: 0.21369021326802368 and parameters: {'alpha': 329124.6510967842, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.013852689616574194, 'iw_n_components': 30, 'iw_logistic_c': 4.807615711921399e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 20:19:05,856] Trial 64 finished with value: 0.2074802263115307 and parameters: {'alpha': 481015.14141566353, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.013628064126459755, 'iw_n_components': 5, 'iw_logistic_c': 5.049437889162523e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 20:23:17,095] Trial 65 finished with value: 0.21093252762932127 and parameters: {'alpha': 325861.6912171642, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.015910127132988512, 'iw_n_components': 30, 'iw_logistic_c': 3.37147923821826e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 20:27:27,446] Trial 66 finished with value: 0.21525374673079492 and parameters: {'alpha': 278668.65492154687, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.01190215317104417, 'iw_n_components': 30, 'iw_logistic_c': 2.6748717405512355e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 20:31:22,152] Trial 67 finished with value: 0.21339618992413795 and parameters: {'alpha': 373465.16198284354, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.011730778980305551, 'iw_n_components': 10, 'iw_logistic_c': 2.506627824919423e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 20:35:34,547] Trial 68 finished with value: 0.2127459447873036 and parameters: {'alpha': 280409.46576077724, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.02308294700016979, 'iw_n_components': 30, 'iw_logistic_c': 1.3020523832614334e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 20:39:03,764] Trial 69 finished with value: 0.2002452027472242 and parameters: {'alpha': 290968.987556038, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.01695674455349111, 'iw_n_components': 2, 'iw_logistic_c': 1.9381888763014752, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 20:42:56,123] Trial 70 finished with value: 0.19846677118489892 and parameters: {'alpha': 400384.5535470756, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.012252871634016217, 'iw_n_components': 30, 'iw_logistic_c': 1.1043730017815771e-07, 'iw_pca_fit': 'source', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 20:47:08,279] Trial 71 finished with value: 0.2124202478182982 and parameters: {'alpha': 346093.9706856717, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.014923823745444924, 'iw_n_components': 30, 'iw_logistic_c': 6.476013294462665e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 20:51:16,381] Trial 72 finished with value: 0.20612930773928712 and parameters: {'alpha': 365533.4268404324, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.013683871647538487, 'iw_n_components': 30, 'iw_logistic_c': 5.767734766321929e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 20:55:16,566] Trial 73 finished with value: 0.2151627160441268 and parameters: {'alpha': 264966.5322753289, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.010745864784442866, 'iw_n_components': 30, 'iw_logistic_c': 2.686252914284651e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 20:59:12,553] Trial 74 finished with value: 0.21527777430268707 and parameters: {'alpha': 254563.17784299428, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.010808253553170125, 'iw_n_components': 30, 'iw_logistic_c': 2.735732955026481e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 21:03:07,440] Trial 75 finished with value: 0.2068413056168762 and parameters: {'alpha': 259210.06878934594, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.010642451957513933, 'iw_n_components': 30, 'iw_logistic_c': 2.4251726510945933e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 21:06:57,761] Trial 76 finished with value: 0.20924906905307344 and parameters: {'alpha': 137234.16227059282, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.007718660690519396, 'iw_n_components': 20, 'iw_logistic_c': 1.811548516759189e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 21:10:50,356] Trial 77 finished with value: 0.21137619608168903 and parameters: {'alpha': 222551.95250101038, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.009198159855319637, 'iw_n_components': 30, 'iw_logistic_c': 1.0554334443605128e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 21:14:33,484] Trial 78 finished with value: 0.21159905039167198 and parameters: {'alpha': 192086.61583131514, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.011506757314138492, 'iw_n_components': 10, 'iw_logistic_c': 1.0626619914588918e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 21:18:29,994] Trial 79 finished with value: 0.21021446027802332 and parameters: {'alpha': 288527.7911905113, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.01898870103722678, 'iw_n_components': 30, 'iw_logistic_c': 0.0005583201877877799, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 21:21:49,141] Trial 80 finished with value: 0.20616444543856544 and parameters: {'alpha': 98933.92242222028, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.01640253498726627, 'iw_n_components': 3, 'iw_logistic_c': 1.950802242850235e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 21:25:40,443] Trial 81 finished with value: 0.21505081684472588 and parameters: {'alpha': 204187.59825487607, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.012464326441891356, 'iw_n_components': 30, 'iw_logistic_c': 3.3111481024339364e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 21:29:32,099] Trial 82 finished with value: 0.2143402161820385 and parameters: {'alpha': 206323.49297494473, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.012659446656522891, 'iw_n_components': 30, 'iw_logistic_c': 3.6925942759084014e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 21:33:23,856] Trial 83 finished with value: 0.21210632738930815 and parameters: {'alpha': 225621.72744255012, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.009370816081121123, 'iw_n_components': 30, 'iw_logistic_c': 7.500514466606982e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 21:37:15,734] Trial 84 finished with value: 0.20511161538735978 and parameters: {'alpha': 183452.26066285922, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.010650445659850741, 'iw_n_components': 30, 'iw_logistic_c': 2.9152498401005347e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 21:40:29,381] Trial 85 finished with value: 0.20426657439656426 and parameters: {'alpha': 228491.67137057122, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.011395828530919997, 'iw_n_components': 1, 'iw_logistic_c': 9.657252020948373e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 21:44:28,601] Trial 86 finished with value: 0.20456610595959418 and parameters: {'alpha': 257615.5188319973, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.014768604997276459, 'iw_n_components': 30, 'iw_logistic_c': 0.00809890426980028, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 21:47:35,457] Trial 87 finished with value: 0.2023569857506999 and parameters: {'alpha': 309524.60039465537, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.012665043646014276, 'iw_n_components': 5, 'iw_logistic_c': 2.658721820921396e-05, 'iw_pca_fit': 'source', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 21:51:27,455] Trial 88 finished with value: 0.21498518189042143 and parameters: {'alpha': 263159.5782070654, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.008847492808883325, 'iw_n_components': 30, 'iw_logistic_c': 1.854366017535872e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 21:55:18,834] Trial 89 finished with value: 0.20921712246296179 and parameters: {'alpha': 258895.55952281822, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0065556053622726354, 'iw_n_components': 30, 'iw_logistic_c': 6.51258830857695e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 21:59:07,487] Trial 90 finished with value: 0.20995131035486778 and parameters: {'alpha': 155434.8889223157, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.005157570246695901, 'iw_n_components': 30, 'iw_logistic_c': 3.5300755865405972e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 22:02:56,663] Trial 91 finished with value: 0.21469266419194546 and parameters: {'alpha': 287152.8573036819, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.00869749422774714, 'iw_n_components': 30, 'iw_logistic_c': 1.7718130244433224e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 22:06:44,436] Trial 92 finished with value: 0.21389716511405263 and parameters: {'alpha': 233446.2567267781, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.008594995380367737, 'iw_n_components': 30, 'iw_logistic_c': 1.4336748087805676e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 22:10:31,954] Trial 93 finished with value: 0.21334957062074394 and parameters: {'alpha': 292838.0544294531, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.008133932081466637, 'iw_n_components': 30, 'iw_logistic_c': 6.474063024734291e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 22:14:19,846] Trial 94 finished with value: 0.20728588606713658 and parameters: {'alpha': 317817.60964630014, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.007571553021382686, 'iw_n_components': 30, 'iw_logistic_c': 5.293399093037621e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 22:17:35,009] Trial 95 finished with value: 0.208856304923774 and parameters: {'alpha': 253214.92702117964, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.010703420735618443, 'iw_n_components': 2, 'iw_logistic_c': 3.295732721508133e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 22:21:22,535] Trial 96 finished with value: 0.2041461927053055 and parameters: {'alpha': 200091.61288325913, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.009154419690898526, 'iw_n_components': 30, 'iw_logistic_c': 1.8271275179645658e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 22:25:09,819] Trial 97 finished with value: 0.20621621755787561 and parameters: {'alpha': 344804.4904877775, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.006205113812570275, 'iw_n_components': 30, 'iw_logistic_c': 1.7584357531427733e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 22:28:57,250] Trial 98 finished with value: 0.2087149768482163 and parameters: {'alpha': 172011.5885005886, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.01119414085784331, 'iw_n_components': 30, 'iw_logistic_c': 9.55388581532588e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 22:32:42,289] Trial 99 finished with value: 0.2088631835825252 and parameters: {'alpha': 418354.57193689025, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.01412540058969323, 'iw_n_components': 20, 'iw_logistic_c': 1.4421791036600433e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 22:36:16,409] Trial 100 finished with value: 0.20864750826840686 and parameters: {'alpha': 213972.7133931676, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.007218824614652908, 'iw_n_components': 30, 'iw_logistic_c': 4.459723048575484e-06, 'iw_pca_fit': 'source', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 22:40:05,700] Trial 101 finished with value: 0.21503728453433302 and parameters: {'alpha': 273056.0405804971, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.009823222151663062, 'iw_n_components': 30, 'iw_logistic_c': 2.125615233249305e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 22:43:54,728] Trial 102 finished with value: 0.2150286622375037 and parameters: {'alpha': 272368.9052427864, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.010049128406995397, 'iw_n_components': 30, 'iw_logistic_c': 2.536983896903002e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 22:47:41,683] Trial 103 finished with value: 0.2125997008757095 and parameters: {'alpha': 247717.2024031762, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.009906925673832688, 'iw_n_components': 30, 'iw_logistic_c': 7.614822804075013e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 22:51:25,916] Trial 104 finished with value: 0.2149865052162198 and parameters: {'alpha': 297851.3664061907, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.010308267469762506, 'iw_n_components': 30, 'iw_logistic_c': 2.5245098629537194e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 22:55:10,138] Trial 105 finished with value: 0.2151551112553087 and parameters: {'alpha': 320537.8680737317, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.012093671316065369, 'iw_n_components': 30, 'iw_logistic_c': 2.986815710569894e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 22:58:23,461] Trial 106 finished with value: 0.20823963877821602 and parameters: {'alpha': 233816.7105555859, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.012258388790670859, 'iw_n_components': 3, 'iw_logistic_c': 2.803716238847204e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 23:02:10,011] Trial 107 finished with value: 0.21129878821285475 and parameters: {'alpha': 270255.849849222, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.010430326773118986, 'iw_n_components': 30, 'iw_logistic_c': 1.1053503541778248e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 23:05:18,471] Trial 108 finished with value: 0.20553429104329182 and parameters: {'alpha': 322188.9025645654, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.009509621250721018, 'iw_n_components': 1, 'iw_logistic_c': 4.7879885196979315e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 23:08:57,762] Trial 109 finished with value: 0.20453531265599947 and parameters: {'alpha': 309380.8402648861, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0118463710856667, 'iw_n_components': 10, 'iw_logistic_c': 3.9012638023396094e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 23:12:43,989] Trial 110 finished with value: 0.21288643175556243 and parameters: {'alpha': 266470.9018239491, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.008019560266653921, 'iw_n_components': 30, 'iw_logistic_c': 8.629527536655625e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 23:16:30,356] Trial 111 finished with value: 0.21181685936016487 and parameters: {'alpha': 370897.2409641876, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.013023754302795176, 'iw_n_components': 30, 'iw_logistic_c': 1.3999356526536599e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 23:20:16,622] Trial 112 finished with value: 0.20869854868265028 and parameters: {'alpha': 329915.95270318264, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.010248894713094597, 'iw_n_components': 30, 'iw_logistic_c': 7.868267514737102e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 23:24:02,192] Trial 113 finished with value: 0.21494147541289627 and parameters: {'alpha': 299814.08093507885, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.011031881640730072, 'iw_n_components': 30, 'iw_logistic_c': 2.6282331721067157e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 23:27:47,288] Trial 114 finished with value: 0.21511695557231222 and parameters: {'alpha': 298765.65623062203, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.011062606457608015, 'iw_n_components': 30, 'iw_logistic_c': 2.944377161464533e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 23:31:32,298] Trial 115 finished with value: 0.21296083448948283 and parameters: {'alpha': 354660.98130535753, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.008841917235311457, 'iw_n_components': 30, 'iw_logistic_c': 5.631226908166373e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 23:34:48,020] Trial 116 finished with value: 0.20958995166592037 and parameters: {'alpha': 243142.6983956105, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.00963961324966985, 'iw_n_components': 5, 'iw_logistic_c': 1.0910885506791164e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 23:38:34,331] Trial 117 finished with value: 0.21076600973429466 and parameters: {'alpha': 209945.39461752019, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.011949945713118986, 'iw_n_components': 30, 'iw_logistic_c': 1.93458191381141e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 23:42:19,665] Trial 118 finished with value: 0.21097654170200592 and parameters: {'alpha': 279342.756733075, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.010258010531753419, 'iw_n_components': 30, 'iw_logistic_c': 3.828843143323737e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 23:46:04,404] Trial 119 finished with value: 0.20683507876668725 and parameters: {'alpha': 190681.68041889207, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.012988190460756608, 'iw_n_components': 30, 'iw_logistic_c': 1.3788622394022557e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
