trait,target_island,target_island_name,source_island,source_island_name,n_island,phi_mean,phi_std,phi_per_ind_mean,phi_per_ind_std,n_repeats,rank_mean_phi_per_ind
thr_tarsus,0,Nesøy,1,Myken,92,-0.0103301920326853,0.064609351730405,-0.0001122846960074,0.000702275562287,10,13
thr_tarsus,0,Nesøy,2,Træna,286,0.1130062784029503,0.0411723156525511,0.0003951268475627,0.0001439591456382,10,2
thr_tarsus,0,Nesøy,3,Selvær,194,0.032266989104253,0.0485232701424789,0.0001663246861043,0.000250119949188,10,3
thr_tarsus,0,Nesøy,4,Gjerøy,555,0.016035217834021,0.0873994106788075,2.88922843856235e-05,0.0001574764156374,10,8
thr_tarsus,0,Nesøy,5,Hestmannøy,1063,-0.0303746975322204,0.1312200717772141,-2.857450379324594e-05,0.00012344315313,10,12
thr_tarsus,0,Nesøy,6,Indre Kvarøy,348,0.02923702582177,0.085687507395406,8.401444201658066e-05,0.000246228469527,10,6
thr_tarsus,0,Nesøy,7,Onøy og Lurøy,257,-0.0417921188896858,0.0393631785945585,-0.0001626152485979,0.0001531641190449,10,14
thr_tarsus,0,Nesøy,8,Lovund,152,0.0956498204581345,0.0390901912814034,0.0006292751345929,0.0002571723110618,10,1
thr_tarsus,0,Nesøy,9,Sleneset,163,0.0044414566761099,0.0259108568867587,2.724820046693239e-05,0.0001589623121887,10,9
thr_tarsus,0,Nesøy,10,Aldra,173,0.0127833777187207,0.0269228019754529,7.389235675561105e-05,0.000155623132806,10,7
thr_tarsus,0,Nesøy,11,Leka,583,0.0491827327393887,0.0352531083285807,8.436146267476623e-05,6.046845339379205e-05,10,5
thr_tarsus,0,Nesøy,12,Vega,396,-0.0027390236716841,0.0482439811469632,-6.916726443646717e-06,0.0001218282352196,10,11
thr_tarsus,0,Nesøy,13,Vikna,583,-0.0004936134446277,0.0490641528819625,-8.46678292671937e-07,8.415806669290309e-05,10,10
thr_tarsus,0,Nesøy,14,Lauvøya,688,0.0851688796346849,0.0382329711259708,0.0001237919762132,5.557117896216695e-05,10,4
thr_tarsus,1,Myken,0,Nesøy,117,0.057747603894813,0.0343494540101466,0.0004935692640582,0.0002935850770098,10,1
thr_tarsus,1,Myken,2,Træna,286,-0.0064172479980579,0.0800203465287908,-2.243793006313961e-05,0.0002797914214293,10,10
thr_tarsus,1,Myken,3,Selvær,194,0.0743463537233673,0.0877091305182064,0.00038322862744,0.0004521089201969,10,2
thr_tarsus,1,Myken,4,Gjerøy,555,-0.0126755781128445,0.0873652130411292,-2.283887948260272e-05,0.0001574147982723,10,11
thr_tarsus,1,Myken,5,Hestmannøy,1063,0.1046770999648329,0.1184717697715649,9.847328312778268e-05,0.0001114503948932,10,5
thr_tarsus,1,Myken,6,Indre Kvarøy,348,0.0579532529126504,0.0442140215069144,0.0001665323359558,0.0001270517859394,10,4
thr_tarsus,1,Myken,7,Onøy og Lurøy,257,-0.027429881905476,0.056832152129011,-0.0001067310579979,0.0002211367787121,10,14
thr_tarsus,1,Myken,8,Lovund,152,0.029842067802175,0.0648686417740177,0.0001963293934353,0.0004267673800922,10,3
thr_tarsus,1,Myken,9,Sleneset,163,-0.016808800103625,0.0397455960063727,-0.0001031214730283,0.000243838012309,10,13
thr_tarsus,1,Myken,10,Aldra,173,0.006669114685125,0.0411590710832253,3.854979586777492e-05,0.0002379137056833,10,7
thr_tarsus,1,Myken,11,Leka,583,0.0395458762564815,0.0683526086221938,6.783169169207807e-05,0.000117242896436,10,6
thr_tarsus,1,Myken,12,Vega,396,-0.0013402246683545,0.034524058338772,-3.384405728168069e-06,8.718196550194966e-05,10,8
thr_tarsus,1,Myken,13,Vikna,583,-0.007909430234549,0.0351080181729408,-1.3566775702485574e-05,6.021958520229986e-05,10,9
thr_tarsus,1,Myken,14,Lauvøya,688,-0.0349729742109069,0.0719277096413251,-5.08328113530624e-05,0.0001045460895949,10,12
thr_tarsus,2,Træna,0,Nesøy,117,0.0606693730949303,0.0649573948021179,0.000518541650384,0.0005551914085651,10,1
thr_tarsus,2,Træna,1,Myken,92,0.0129138025063725,0.0909330547321383,0.0001403674185475,0.0009884027688275,10,3
thr_tarsus,2,Træna,3,Selvær,194,0.0018976773272657,0.1007949970073545,9.781841893122645e-06,0.000519561840244,10,9
thr_tarsus,2,Træna,4,Gjerøy,555,0.0440543565670074,0.099937610582233,7.93772190396531e-05,0.0001800677668148,10,5
thr_tarsus,2,Træna,5,Hestmannøy,1063,0.0606094390322424,0.1332314637572521,5.7017346220359775e-05,0.000125335337495,10,7
thr_tarsus,2,Træna,6,Indre Kvarøy,348,-0.011834700750186,0.0904913676912364,-3.400776077639672e-05,0.0002600326657794,10,12
thr_tarsus,2,Træna,7,Onøy og Lurøy,257,-0.0006195822612704,0.0861452538262829,-2.4108259193401997e-06,0.00033519554018,10,10
thr_tarsus,2,Træna,8,Lovund,152,0.0178297255280148,0.0920111153999604,0.0001173008258422,0.000605336285526,10,4
thr_tarsus,2,Træna,9,Sleneset,163,-0.013595973257823,0.1111238478751994,-8.34108788823503e-05,0.0006817413980073,10,14
thr_tarsus,2,Træna,10,Aldra,173,0.0340450286084681,0.0424130479887821,0.0001967920728813,0.0002451621271027,10,2
thr_tarsus,2,Træna,11,Leka,583,-0.0384175296721869,0.0732857791440768,-6.589627731078376e-05,0.0001257045954443,10,13
thr_tarsus,2,Træna,12,Vega,396,0.0158753243470724,0.0424996943533908,4.008920289664748e-05,0.0001073224604883,10,8
thr_tarsus,2,Træna,13,Vikna,583,0.0333525694725776,0.0390211952134171,5.720852396668552e-05,6.693172420826271e-05,10,6
thr_tarsus,2,Træna,14,Lauvøya,688,-0.0114816397621593,0.0540344528522858,-1.668842988685955e-05,7.85384489132062e-05,10,11
thr_tarsus,3,Selvær,0,Nesøy,117,-0.0130282773508326,0.0480476704796386,-0.0001113527978703,0.0004106638502533,10,12
thr_tarsus,3,Selvær,1,Myken,92,0.0840943973156675,0.0702471548573733,0.0009140695360398,0.0007635560310584,10,1
thr_tarsus,3,Selvær,2,Træna,286,0.0492888972940044,0.1802846518299166,0.0001723388017272,0.0006303659154892,10,3
thr_tarsus,3,Selvær,4,Gjerøy,555,0.0059632361645213,0.0710302789624374,1.0744569665804169e-05,0.000127982484617,10,10
thr_tarsus,3,Selvær,5,Hestmannøy,1063,0.0705378769696931,0.0848097486736704,6.635736309472544e-05,7.978339480119519e-05,10,6
thr_tarsus,3,Selvær,6,Indre Kvarøy,348,0.0092129550533409,0.0793554874941156,2.647400877396831e-05,0.0002280330100405,10,8
thr_tarsus,3,Selvær,7,Onøy og Lurøy,257,-0.0345938501543635,0.1079878615943646,-0.000134606420834,0.0004201862318846,10,13
thr_tarsus,3,Selvær,8,Lovund,152,0.0607895073342289,0.0433239826263999,0.0003999309693041,0.0002850262014894,10,2
thr_tarsus,3,Selvær,9,Sleneset,163,-0.0224575337604566,0.059052025541474,-0.0001377762807389,0.0003622823652851,10,14
thr_tarsus,3,Selvær,10,Aldra,173,0.0181015166540562,0.0340742133082774,0.000104633044243,0.000196960770568,10,4
thr_tarsus,3,Selvær,11,Leka,583,0.0226195219537686,0.0573404106655754,3.879849391727032e-05,9.835404916908317e-05,10,7
thr_tarsus,3,Selvær,12,Vega,396,-0.005033405478842,0.0370748915012943,-1.271061989606576e-05,9.36234633871068e-05,10,11
thr_tarsus,3,Selvær,13,Vikna,583,0.0412766967583507,0.0646281380523078,7.080050901946959e-05,0.0001108544391977,10,5
thr_tarsus,3,Selvær,14,Lauvøya,688,0.0146931500852993,0.0588715430342803,2.1356322798400216e-05,8.55691032475005e-05,10,9
thr_tarsus,4,Gjerøy,0,Nesøy,117,-0.0027719003651879,0.0722907774763532,-2.3691456112717952e-05,0.0006178698929602,10,9
thr_tarsus,4,Gjerøy,1,Myken,92,-0.0106057116014078,0.058218996273022,-0.0001152794739283,0.0006328151768806,10,14
thr_tarsus,4,Gjerøy,2,Træna,286,0.0152457453922894,0.0339035446166931,5.3306802070941965e-05,0.0001185438622961,10,6
thr_tarsus,4,Gjerøy,3,Selvær,194,-0.0218059863433375,0.0452279546339046,-0.0001124019914605,0.0002331337867727,10,13
thr_tarsus,4,Gjerøy,5,Hestmannøy,1063,0.0804755393467315,0.1322037739554069,7.57060577109422e-05,0.0001243685549909,10,5
thr_tarsus,4,Gjerøy,6,Indre Kvarøy,348,0.0792790647712936,0.0984975007953507,0.0002278134045152,0.0002830387953889,10,2
thr_tarsus,4,Gjerøy,7,Onøy og Lurøy,257,0.0722576500380808,0.0603886965436635,0.0002811581713544,0.0002349754729325,10,1
thr_tarsus,4,Gjerøy,8,Lovund,152,0.0198252380571353,0.0466202027171583,0.0001304291977443,0.0003067118599813,10,3
thr_tarsus,4,Gjerøy,9,Sleneset,163,0.0175494491555398,0.054268717966238,0.0001076653322425,0.0003329369200382,10,4
thr_tarsus,4,Gjerøy,10,Aldra,173,-0.0080678600883315,0.0441471951809656,-4.663502941232088e-05,0.0002551860993119,10,11
thr_tarsus,4,Gjerøy,11,Leka,583,-0.0055492301675044,0.0658540427104778,-9.518405090059173e-06,0.0001129571916131,10,8
thr_tarsus,4,Gjerøy,12,Vega,396,-0.0131538364124701,0.0635101822040271,-3.321675861734888e-05,0.0001603792479899,10,10
thr_tarsus,4,Gjerøy,13,Vikna,583,0.0191019054532669,0.0816211890100819,3.27648464035454e-05,0.0001400020394684,10,7
thr_tarsus,4,Gjerøy,14,Lauvøya,688,-0.0417305221226158,0.0616873651400747,-6.0654828666592856e-05,8.96618679361551e-05,10,12
thr_tarsus,5,Hestmannøy,0,Nesøy,117,0.0073583247940525,0.0605497414025157,6.289166490643187e-05,0.0005175191572864,10,7
thr_tarsus,5,Hestmannøy,1,Myken,92,0.0241040961153586,0.0544513554377318,0.0002620010447321,0.0005918625591057,10,2
thr_tarsus,5,Hestmannøy,2,Træna,286,0.043051710991107,0.0556817634300253,0.0001505304580108,0.0001946914805245,10,4
thr_tarsus,5,Hestmannøy,3,Selvær,194,0.0109590721473299,0.0401623245299193,5.649006261510297e-05,0.0002070222913913,10,8
thr_tarsus,5,Hestmannøy,4,Gjerøy,555,0.1667071211800785,0.175229359617767,0.0003003731913154,0.0003157285758878,10,1
thr_tarsus,5,Hestmannøy,6,Indre Kvarøy,348,0.0544293326533783,0.11877614695957,0.0001564061283143,0.0003413107671252,10,3
thr_tarsus,5,Hestmannøy,7,Onøy og Lurøy,257,0.02856949159995,0.0765543983482167,0.0001111653369647,0.0002978770363743,10,6
thr_tarsus,5,Hestmannøy,8,Lovund,152,0.0174672993796774,0.0625542999541355,0.0001149164432873,0.0004115414470666,10,5
thr_tarsus,5,Hestmannøy,9,Sleneset,163,-0.0351241505911777,0.0744752686489795,-0.0002154855864489,0.000456903488644,10,14
thr_tarsus,5,Hestmannøy,10,Aldra,173,-0.0012776833611679,0.0546279498124084,-7.3854529547281935e-06,0.0003157684960254,10,11
thr_tarsus,5,Hestmannøy,11,Leka,583,0.0143874047370251,0.054784594116743,2.4678224248756625e-05,9.397014428257814e-05,10,10
thr_tarsus,5,Hestmannøy,12,Vega,396,0.0182624881575285,0.0594767006790529,4.611739433719334e-05,0.0001501936885834,10,9
thr_tarsus,5,Hestmannøy,13,Vikna,583,-0.0142466855667982,0.058802545514479,-2.4436853459345264e-05,0.0001008619991672,10,12
thr_tarsus,5,Hestmannøy,14,Lauvøya,688,-0.0436101266188815,0.0618192439919495,-6.33868119460488e-05,8.985355231388019e-05,10,13
thr_tarsus,6,Indre Kvarøy,0,Nesøy,117,0.0322868202460742,0.0292278426722414,0.0002759557285989,0.0002498106211302,10,1
thr_tarsus,6,Indre Kvarøy,1,Myken,92,0.0116182173677999,0.0313945026835698,0.0001262849713891,0.0003412445943866,10,7
thr_tarsus,6,Indre Kvarøy,2,Træna,286,0.0120762464938128,0.056726362407849,4.222463809025469e-05,0.0001983439245029,10,10
thr_tarsus,6,Indre Kvarøy,3,Selvær,194,0.0225350643134951,0.0456220231947092,0.0001161601253272,0.0002351650680139,10,8
thr_tarsus,6,Indre Kvarøy,4,Gjerøy,555,0.1467819632490402,0.0948231175836671,0.0002644720058541,0.0001708524641147,10,2
thr_tarsus,6,Indre Kvarøy,5,Hestmannøy,1063,0.1778768118277433,0.1404012492167242,0.0001673347242029,0.0001320801968172,10,5
thr_tarsus,6,Indre Kvarøy,7,Onøy og Lurøy,257,0.0596763153290206,0.0566630602092284,0.0002322035615915,0.0002204788334989,10,4
thr_tarsus,6,Indre Kvarøy,8,Lovund,152,0.0389803584311117,0.0379353289897061,0.0002564497265204,0.000249574532827,10,3
thr_tarsus,6,Indre Kvarøy,9,Sleneset,163,0.0224452820135166,0.0463109543726673,0.0001377011166473,0.0002841162844948,10,6
thr_tarsus,6,Indre Kvarøy,10,Aldra,173,0.0073343847503806,0.0253586711811301,4.239528757445445e-05,0.0001465819143417,10,9
thr_tarsus,6,Indre Kvarøy,11,Leka,583,0.0118682714041958,0.0473378754368622,2.035724083052467e-05,8.119704191571565e-05,10,11
thr_tarsus,6,Indre Kvarøy,12,Vega,396,-0.0458314469278004,0.0528967034039391,-0.0001157359770904,0.0001335775338483,10,14
thr_tarsus,6,Indre Kvarøy,13,Vikna,583,-0.034821209596027,0.0745470654908663,-5.972763224018359e-05,0.0001278680368625,10,12
thr_tarsus,6,Indre Kvarøy,14,Lauvøya,688,-0.044841048367795,0.0738492450374841,-6.517594239505092e-05,0.0001073390189498,10,13
thr_tarsus,7,Onøy og Lurøy,0,Nesøy,117,0.0188525726757304,0.0702714236168041,0.0001611330997925,0.0006006104582632,10,3
thr_tarsus,7,Onøy og Lurøy,1,Myken,92,-0.0006020176427418,0.0382285451165735,-6.543670029802385e-06,0.0004155276643105,10,12
thr_tarsus,7,Onøy og Lurøy,2,Træna,286,0.0203453750858462,0.0808139644943457,7.113767512533654e-05,0.0002825663094207,10,7
thr_tarsus,7,Onøy og Lurøy,3,Selvær,194,0.0165812088349137,0.0578028150400605,8.547014863357622e-05,0.0002979526548456,10,5
thr_tarsus,7,Onøy og Lurøy,4,Gjerøy,555,0.0103275045163202,0.0951305689745508,1.8608116245622037e-05,0.0001714064305847,10,10
thr_tarsus,7,Onøy og Lurøy,5,Hestmannøy,1063,0.0647037947472916,0.1060881887491365,6.086904491748976e-05,9.980074200295069e-05,10,8
thr_tarsus,7,Onøy og Lurøy,6,Indre Kvarøy,348,-0.0354171510587675,0.0832277899146514,-0.0001017734225826,0.0002391603158466,10,14
thr_tarsus,7,Onøy og Lurøy,8,Lovund,152,0.0209342923193634,0.0443706138814162,0.0001377256073642,0.0002919119334303,10,4
thr_tarsus,7,Onøy og Lurøy,9,Sleneset,163,0.0340721046552683,0.1008239958584601,0.0002090313169034,0.000618552121831,10,2
