n_islands,n_individuals,corr_eval,mse_adj,method,order_seed,target_island,trait,repeat,split_seed
10,4167,0.1972491689056155,0.5151715278625488,shapley_mean,-1,2,thr_tarsus,0,14
11,4855,0.1871184805730486,0.5160560011863708,shapley_mean,-1,2,thr_tarsus,0,14
12,5049,0.2199187541024192,0.510330855846405,shapley_mean,-1,2,thr_tarsus,0,14
13,5201,0.2412423394840023,0.5065223574638367,shapley_mean,-1,2,thr_tarsus,0,14
14,5364,0.2501135777002601,0.5041512846946716,shapley_mean,-1,2,thr_tarsus,0,14
1,117,0.1061519073058017,0.5134355425834656,shapley_mean,-1,2,thr_tarsus,1,1014
2,311,0.1731228750695753,0.5018694996833801,shapley_mean,-1,2,thr_tarsus,1,1014
3,707,0.1653593266557833,0.5005081295967102,shapley_mean,-1,2,thr_tarsus,1,1014
4,1290,0.1770131762250536,0.4999008476734161,shapley_mean,-1,2,thr_tarsus,1,1014
5,1845,0.1830563742104601,0.49882373213768,shapley_mean,-1,2,thr_tarsus,1,1014
6,2018,0.2042853999855103,0.4968904852867126,shapley_mean,-1,2,thr_tarsus,1,1014
7,2275,0.1953806723287326,0.4963406324386596,shapley_mean,-1,2,thr_tarsus,1,1014
8,2427,0.2256298715011593,0.4912338554859161,shapley_mean,-1,2,thr_tarsus,1,1014
9,3115,0.2139927584847716,0.4925964474678039,shapley_mean,-1,2,thr_tarsus,1,1014
10,4178,0.2371966610978134,0.4880349040031433,shapley_mean,-1,2,thr_tarsus,1,1014
11,4761,0.2241391292697099,0.4891220331192016,shapley_mean,-1,2,thr_tarsus,1,1014
12,5109,0.2317309470780868,0.4872492551803589,shapley_mean,-1,2,thr_tarsus,1,1014
13,5272,0.2373314409356907,0.485434353351593,shapley_mean,-1,2,thr_tarsus,1,1014
14,5364,0.2432164422192976,0.4845440685749054,shapley_mean,-1,2,thr_tarsus,1,1014
1,92,0.0348188749315527,0.4827772378921509,shapley_mean,-1,2,thr_tarsus,2,2014
2,209,0.1299558337314426,0.4762846827507019,shapley_mean,-1,2,thr_tarsus,2,2014
3,1272,0.1466435842041293,0.4730416238307953,shapley_mean,-1,2,thr_tarsus,2,2014
4,1668,0.1513311408882299,0.4729250967502594,shapley_mean,-1,2,thr_tarsus,2,2014
5,1841,0.172232572984619,0.4704404175281524,shapley_mean,-1,2,thr_tarsus,2,2014
6,2424,0.18875196796185,0.4694836437702179,shapley_mean,-1,2,thr_tarsus,2,2014
7,3007,0.1513318928974652,0.4719514846801758,shapley_mean,-1,2,thr_tarsus,2,2014
8,3201,0.1817333090570417,0.4670218527317047,shapley_mean,-1,2,thr_tarsus,2,2014
9,3889,0.1687915916585455,0.4683802425861358,shapley_mean,-1,2,thr_tarsus,2,2014
10,4444,0.176522938200803,0.4674765467643738,shapley_mean,-1,2,thr_tarsus,2,2014
11,4792,0.1930395501144752,0.4646884799003601,shapley_mean,-1,2,thr_tarsus,2,2014
12,4955,0.2124862376342632,0.4612631499767303,shapley_mean,-1,2,thr_tarsus,2,2014
13,5212,0.2166799787948446,0.4602541923522949,shapley_mean,-1,2,thr_tarsus,2,2014
14,5364,0.2367158932166913,0.4566100835800171,shapley_mean,-1,2,thr_tarsus,2,2014
1,152,0.1202946029434094,0.5256844162940979,shapley_mean,-1,2,thr_tarsus,3,3014
2,409,0.1079276220059866,0.5267913937568665,shapley_mean,-1,2,thr_tarsus,3,3014
3,501,0.1183554301603768,0.5256953239440918,shapley_mean,-1,2,thr_tarsus,3,3014
4,674,0.1403488974634932,0.5226052403450012,shapley_mean,-1,2,thr_tarsus,3,3014
5,1257,0.1065192819343946,0.5251572132110596,shapley_mean,-1,2,thr_tarsus,3,3014
6,2320,0.1326768517281006,0.5216740369796753,shapley_mean,-1,2,thr_tarsus,3,3014
7,2716,0.1336037441886682,0.5215803980827332,shapley_mean,-1,2,thr_tarsus,3,3014
8,3064,0.1317938242623526,0.521248996257782,shapley_mean,-1,2,thr_tarsus,3,3014
9,3647,0.1492054400448619,0.5198416113853455,shapley_mean,-1,2,thr_tarsus,3,3014
10,4335,0.1413569619287953,0.5205354690551758,shapley_mean,-1,2,thr_tarsus,3,3014
11,4890,0.152586322010259,0.5192689299583435,shapley_mean,-1,2,thr_tarsus,3,3014
12,5084,0.1847340837063288,0.513626754283905,shapley_mean,-1,2,thr_tarsus,3,3014
13,5201,0.2062092588393348,0.5106561183929443,shapley_mean,-1,2,thr_tarsus,3,3014
14,5364,0.2142177311675482,0.5087031126022339,shapley_mean,-1,2,thr_tarsus,3,3014
1,92,0.033855891058742,0.5033771395683289,shapley_mean,-1,2,thr_tarsus,4,4014
2,209,0.112299783602414,0.4970735907554626,shapley_mean,-1,2,thr_tarsus,4,4014
3,361,0.1452030217771081,0.4936664402484894,shapley_mean,-1,2,thr_tarsus,4,4014
4,534,0.1595929635044994,0.4918974041938782,shapley_mean,-1,2,thr_tarsus,4,4014
5,1597,0.1678263195919517,0.4896239936351776,shapley_mean,-1,2,thr_tarsus,4,4014
6,1760,0.1774979362994736,0.4874334931373596,shapley_mean,-1,2,thr_tarsus,4,4014
7,2343,0.1959494543650362,0.4861309826374054,shapley_mean,-1,2,thr_tarsus,4,4014
8,2739,0.199662403523679,0.4855436980724334,shapley_mean,-1,2,thr_tarsus,4,4014
9,3427,0.186144147724832,0.4866493344306946,shapley_mean,-1,2,thr_tarsus,4,4014
10,3982,0.1874864123456606,0.4861581027507782,shapley_mean,-1,2,thr_tarsus,4,4014
11,4330,0.1877032687644354,0.4853343069553375,shapley_mean,-1,2,thr_tarsus,4,4014
12,4913,0.1834416330875462,0.4857755005359649,shapley_mean,-1,2,thr_tarsus,4,4014
13,5170,0.1866045623007765,0.4848899841308594,shapley_mean,-1,2,thr_tarsus,4,4014
14,5364,0.2275671588731493,0.4778171181678772,shapley_mean,-1,2,thr_tarsus,4,4014
1,152,0.1203209840391678,0.5218082666397095,shapley_mean,-1,2,thr_tarsus,5,5014
2,346,0.1642885482349781,0.5161757469177246,shapley_mean,-1,2,thr_tarsus,5,5014
3,519,0.1839092131865335,0.514434814453125,shapley_mean,-1,2,thr_tarsus,5,5014
4,636,0.2078990570962905,0.5119412541389465,shapley_mean,-1,2,thr_tarsus,5,5014
5,1219,0.2195295723613585,0.5105187296867371,shapley_mean,-1,2,thr_tarsus,5,5014
6,2282,0.2317272259339678,0.5065656304359436,shapley_mean,-1,2,thr_tarsus,5,5014
7,2630,0.2263601378224107,0.5060276985168457,shapley_mean,-1,2,thr_tarsus,5,5014
8,3318,0.2135774432282512,0.5074141621589661,shapley_mean,-1,2,thr_tarsus,5,5014
9,3873,0.219224845975393,0.5061008930206299,shapley_mean,-1,2,thr_tarsus,5,5014
10,4456,0.2057715147370222,0.5074058175086975,shapley_mean,-1,2,thr_tarsus,5,5014
11,4852,0.2102632567614308,0.506610631942749,shapley_mean,-1,2,thr_tarsus,5,5014
12,5109,0.2088447376756594,0.5060902237892151,shapley_mean,-1,2,thr_tarsus,5,5014
13,5272,0.2221441719883884,0.5033013820648193,shapley_mean,-1,2,thr_tarsus,5,5014
14,5364,0.2314988985650149,0.5019629597663879,shapley_mean,-1,2,thr_tarsus,5,5014
1,117,0.1432649486748298,0.5119045376777649,shapley_mean,-1,2,thr_tarsus,6,6014
2,280,0.1482357510062693,0.5066542029380798,shapley_mean,-1,2,thr_tarsus,6,6014
3,474,0.2037927720550374,0.4995395541191101,shapley_mean,-1,2,thr_tarsus,6,6014
4,647,0.2223380724706619,0.4978029727935791,shapley_mean,-1,2,thr_tarsus,6,6014
5,904,0.2054845483730369,0.4974804818630218,shapley_mean,-1,2,thr_tarsus,6,6014
6,1300,0.2040657839773891,0.4968098700046539,shapley_mean,-1,2,thr_tarsus,6,6014
7,1988,0.1803948131502791,0.4990179538726806,shapley_mean,-1,2,thr_tarsus,6,6014
8,2140,0.2012541526340805,0.4953449070453644,shapley_mean,-1,2,thr_tarsus,6,6014
9,2695,0.2035887679084769,0.4944991767406463,shapley_mean,-1,2,thr_tarsus,6,6014
10,3278,0.2192720170627907,0.4929160177707672,shapley_mean,-1,2,thr_tarsus,6,6014
11,3626,0.2241965028257736,0.49127197265625,shapley_mean,-1,2,thr_tarsus,6,6014
12,4689,0.2583107327344771,0.4857049882411957,shapley_mean,-1,2,thr_tarsus,6,6014
13,5272,0.2530448150941684,0.4862121343612671,shapley_mean,-1,2,thr_tarsus,6,6014
14,5364,0.2600843723660169,0.4851290583610534,shapley_mean,-1,2,thr_tarsus,6,6014
1,163,0.0717747517808878,0.5264120101928711,shapley_mean,-1,2,thr_tarsus,7,7014
2,280,0.1268236429009494,0.5236196517944336,shapley_mean,-1,2,thr_tarsus,7,7014
3,432,0.153800751127537,0.5198302865028381,shapley_mean,-1,2,thr_tarsus,7,7014
4,780,0.1310976418359128,0.5206947922706604,shapley_mean,-1,2,thr_tarsus,7,7014
5,1363,0.1517718119716228,0.5195460915565491,shapley_mean,-1,2,thr_tarsus,7,7014
6,1557,0.1978837324300471,0.5131838917732239,shapley_mean,-1,2,thr_tarsus,7,7014
7,2620,0.2200802044227412,0.5091488361358643,shapley_mean,-1,2,thr_tarsus,7,7014
8,2712,0.2254277459023626,0.5082612633705139,shapley_mean,-1,2,thr_tarsus,7,7014
9,3108,0.2266918949451218,0.5077107548713684,shapley_mean,-1,2,thr_tarsus,7,7014
10,3663,0.2288515853939553,0.5069839358329773,shapley_mean,-1,2,thr_tarsus,7,7014
11,4246,0.2141171339429569,0.5086314678192139,shapley_mean,-1,2,thr_tarsus,7,7014
12,4934,0.2104259717846799,0.5089878439903259,shapley_mean,-1,2,thr_tarsus,7,7014
13,5107,0.2203457001384236,0.5070813298225403,shapley_mean,-1,2,thr_tarsus,7,7014
14,5364,0.2195193564003763,0.5067444443702698,shapley_mean,-1,2,thr_tarsus,7,7014
1,194,0.1103963917704072,0.5199652910232544,shapley_mean,-1,2,thr_tarsus,8,8014
2,311,0.1621362597786161,0.5168229341506958,shapley_mean,-1,2,thr_tarsus,8,8014
3,568,0.1438741891204923,0.5167956948280334,shapley_mean,-1,2,thr_tarsus,8,8014
4,1123,0.139488663913271,0.5168555378913879,shapley_mean,-1,2,thr_tarsus,8,8014
5,1296,0.1605316285615718,0.5147454738616943,shapley_mean,-1,2,thr_tarsus,8,8014
6,1692,0.160035864768256,0.5142396688461304,shapley_mean,-1,2,thr_tarsus,8,8014
7,2755,0.1815565901223068,0.5105166435241699,shapley_mean,-1,2,thr_tarsus,8,8014
8,3338,0.1514771443966898,0.5133518576622009,shapley_mean,-1,2,thr_tarsus,8,8014
9,3921,0.1686130459485775,0.5118366479873657,shapley_mean,-1,2,thr_tarsus,8,8014
10,4609,0.1607239872432598,0.5126900672912598,shapley_mean,-1,2,thr_tarsus,8,8014
11,4772,0.1880247761363452,0.5084553360939026,shapley_mean,-1,2,thr_tarsus,8,8014
12,4864,0.1939258281737573,0.507917582988739,shapley_mean,-1,2,thr_tarsus,8,8014
13,5212,0.2069665019389539,0.505101203918457,shapley_mean,-1,2,thr_tarsus,8,8014
14,5364,0.2241913157102764,0.5017410516738892,shapley_mean,-1,2,thr_tarsus,8,8014
1,555,0.0147905930216426,0.5185733437538147,shapley_mean,-1,2,thr_tarsus,9,9014
2,647,0.0506824191737038,0.5174639225006104,shapley_mean,-1,2,thr_tarsus,9,9014
3,904,0.063665833943435,0.517405092716217,shapley_mean,-1,2,thr_tarsus,9,9014
4,1077,0.0934941799420736,0.5145420432090759,shapley_mean,-1,2,thr_tarsus,9,9014
5,2140,0.1305351353986797,0.5102903246879578,shapley_mean,-1,2,thr_tarsus,9,9014
6,2723,0.1530772419834393,0.5086368918418884,shapley_mean,-1,2,thr_tarsus,9,9014
7,3071,0.163755936284421,0.5064650774002075,shapley_mean,-1,2,thr_tarsus,9,9014
8,3759,0.1559115591379233,0.5072082281112671,shapley_mean,-1,2,thr_tarsus,9,9014
9,4342,0.1420318778150738,0.5083428621292114,shapley_mean,-1,2,thr_tarsus,9,9014
10,4738,0.1521031616381846,0.5072664618492126,shapley_mean,-1,2,thr_tarsus,9,9014
11,4932,0.1877986125953774,0.5013697743415833,shapley_mean,-1,2,thr_tarsus,9,9014
12,5049,0.2154906206525091,0.4979100823402405,shapley_mean,-1,2,thr_tarsus,9,9014
13,5201,0.2375588096304272,0.4937125742435455,shapley_mean,-1,2,thr_tarsus,9,9014
14,5364,0.2475249307728688,0.4911894202232361,shapley_mean,-1,2,thr_tarsus,9,9014
1,92,0.3109438722190368,0.4304167628288269,shapley_mean,-1,3,thr_tarsus,0,14
2,265,0.2967093752666851,0.4240957796573639,shapley_mean,-1,3,thr_tarsus,0,14
3,417,0.336607023392457,0.4202732741832733,shapley_mean,-1,3,thr_tarsus,0,14
4,765,0.2839674536211196,0.4217454493045807,shapley_mean,-1,3,thr_tarsus,0,14
5,1348,0.2822511766431936,0.4223399758338928,shapley_mean,-1,3,thr_tarsus,0,14
6,2411,0.271107409593163,0.4212091267108917,shapley_mean,-1,3,thr_tarsus,0,14
7,2966,0.2942891498509828,0.4180475771427154,shapley_mean,-1,3,thr_tarsus,0,14
8,3549,0.3048400542561509,0.4153840541839599,shapley_mean,-1,3,thr_tarsus,0,14
9,3945,0.2976510499605057,0.4162971079349518,shapley_mean,-1,3,thr_tarsus,0,14
10,4633,0.3061696874207842,0.41489377617836,shapley_mean,-1,3,thr_tarsus,0,14
11,4890,0.2654413795705301,0.4176942706108093,shapley_mean,-1,3,thr_tarsus,0,14
12,5176,0.3046323565142466,0.4102287888526916,shapley_mean,-1,3,thr_tarsus,0,14
13,5339,0.3186582120679211,0.4083651602268219,shapley_mean,-1,3,thr_tarsus,0,14
14,5456,0.3132387943097063,0.4081591963768005,shapley_mean,-1,3,thr_tarsus,0,14
1,257,0.0028727351358398,0.466550201177597,shapley_mean,-1,3,thr_tarsus,1,1014
2,409,0.0939746199624228,0.4581229388713836,shapley_mean,-1,3,thr_tarsus,1,1014
3,582,0.0826836244206079,0.4560531377792358,shapley_mean,-1,3,thr_tarsus,1,1014
4,868,0.1197040729477288,0.4522726833820343,shapley_mean,-1,3,thr_tarsus,1,1014
5,1931,0.1362536280156909,0.451200395822525,shapley_mean,-1,3,thr_tarsus,1,1014
6,2327,0.1297919394030547,0.4527894556522369,shapley_mean,-1,3,thr_tarsus,1,1014
7,3015,0.1356858991295194,0.4518254697322845,shapley_mean,-1,3,thr_tarsus,1,1014
8,3570,0.1473072670915388,0.4491020441055298,shapley_mean,-1,3,thr_tarsus,1,1014
9,4153,0.1612804499366178,0.4465712010860443,shapley_mean,-1,3,thr_tarsus,1,1014
10,4736,0.1680365596159705,0.4456185698509216,shapley_mean,-1,3,thr_tarsus,1,1014
11,4853,0.1648696869717013,0.4456665217876434,shapley_mean,-1,3,thr_tarsus,1,1014
12,4945,0.25576866876321,0.4350858926773071,shapley_mean,-1,3,thr_tarsus,1,1014
13,5293,0.2664096632708791,0.4336680471897125,shapley_mean,-1,3,thr_tarsus,1,1014
14,5456,0.2805266205441963,0.4318353235721588,shapley_mean,-1,3,thr_tarsus,1,1014
1,92,0.2799417303544347,0.3949198424816131,shapley_mean,-1,3,thr_tarsus,2,2014
2,378,0.1811292400691189,0.3916787505149841,shapley_mean,-1,3,thr_tarsus,2,2014
3,551,0.1667157127261088,0.3916981816291809,shapley_mean,-1,3,thr_tarsus,2,2014
4,703,0.2075011372136811,0.3884061872959137,shapley_mean,-1,3,thr_tarsus,2,2014
5,1051,0.2008119779067878,0.3888537585735321,shapley_mean,-1,3,thr_tarsus,2,2014
6,1168,0.1844138809967083,0.3897003531455993,shapley_mean,-1,3,thr_tarsus,2,2014
7,1331,0.1865809390047969,0.3892770707607269,shapley_mean,-1,3,thr_tarsus,2,2014
8,2394,0.1913024899069326,0.3892573118209839,shapley_mean,-1,3,thr_tarsus,2,2014
9,2949,0.2165703614010624,0.3859993815422058,shapley_mean,-1,3,thr_tarsus,2,2014
10,3637,0.2297370016651204,0.3848648965358734,shapley_mean,-1,3,thr_tarsus,2,2014
11,3894,0.2032354071739158,0.3877188265323639,shapley_mean,-1,3,thr_tarsus,2,2014
12,4477,0.2107647684861435,0.3866249024868011,shapley_mean,-1,3,thr_tarsus,2,2014
13,4873,0.2055055251335864,0.3873260915279388,shapley_mean,-1,3,thr_tarsus,2,2014
14,5456,0.221635978523361,0.3844801187515259,shapley_mean,-1,3,thr_tarsus,2,2014
1,92,0.2583755490189364,0.4644006490707397,shapley_mean,-1,3,thr_tarsus,3,3014
2,244,0.2826206883922259,0.45888152718544,shapley_mean,-1,3,thr_tarsus,3,3014
3,361,0.2473887975061346,0.458152711391449,shapley_mean,-1,3,thr_tarsus,3,3014
4,647,0.2396305366463082,0.4534279108047485,shapley_mean,-1,3,thr_tarsus,3,3014
5,995,0.2273338581928474,0.454190045595169,shapley_mean,-1,3,thr_tarsus,3,3014
6,1158,0.2316293634803442,0.4532089233398437,shapley_mean,-1,3,thr_tarsus,3,3014
7,1331,0.2241902894753042,0.4536980092525482,shapley_mean,-1,3,thr_tarsus,3,3014
8,1886,0.2403153756262774,0.4511763751506805,shapley_mean,-1,3,thr_tarsus,3,3014
9,2574,0.2466988504928078,0.4504222869873047,shapley_mean,-1,3,thr_tarsus,3,3014
10,3157,0.2524784975615458,0.4491467773914337,shapley_mean,-1,3,thr_tarsus,3,3014
11,3740,0.2637955107598486,0.4467441737651825,shapley_mean,-1,3,thr_tarsus,3,3014
12,4803,0.2852774652988975,0.4439566433429718,shapley_mean,-1,3,thr_tarsus,3,3014
13,5060,0.2544734004964347,0.4466615915298462,shapley_mean,-1,3,thr_tarsus,3,3014
14,5456,0.2489497759648797,0.447391927242279,shapley_mean,-1,3,thr_tarsus,3,3014
1,92,0.2805644909051171,0.4719852209091186,shapley_mean,-1,3,thr_tarsus,4,4014
2,244,0.3084774136655436,0.4661447703838348,shapley_mean,-1,3,thr_tarsus,4,4014
3,932,0.2963332111231302,0.4662581086158752,shapley_mean,-1,3,thr_tarsus,4,4014
4,1515,0.3099647361995861,0.4636485874652862,shapley_mean,-1,3,thr_tarsus,4,4014
5,1678,0.3217229643698613,0.4622551202774048,shapley_mean,-1,3,thr_tarsus,4,4014
6,2741,0.2996653482911954,0.460807740688324,shapley_mean,-1,3,thr_tarsus,4,4014
7,3324,0.2928684202195671,0.4602754712104797,shapley_mean,-1,3,thr_tarsus,4,4014
8,3720,0.2787591277879625,0.4610862135887146,shapley_mean,-1,3,thr_tarsus,4,4014
9,4068,0.2718143482603702,0.4614750444889068,shapley_mean,-1,3,thr_tarsus,4,4014
10,4241,0.2725551674774558,0.4611769318580627,shapley_mean,-1,3,thr_tarsus,4,4014
11,4796,0.3035040670938725,0.4572224020957947,shapley_mean,-1,3,thr_tarsus,4,4014
12,4913,0.291463940015416,0.4573849141597748,shapley_mean,-1,3,thr_tarsus,4,4014
13,5199,0.3190688909403787,0.4503108263015747,shapley_mean,-1,3,thr_tarsus,4,4014
14,5456,0.3029013824983003,0.4511634707450866,shapley_mean,-1,3,thr_tarsus,4,4014
1,286,0.0810346187926576,0.4474584758281708,shapley_mean,-1,3,thr_tarsus,5,5014
2,869,0.0902873447859306,0.4461587369441986,shapley_mean,-1,3,thr_tarsus,5,5014
3,1042,0.0809037099715563,0.447200208902359,shapley_mean,-1,3,thr_tarsus,5,5014
4,1194,0.14573438063326,0.4418066740036011,shapley_mean,-1,3,thr_tarsus,5,5014
5,2257,0.1622394420004426,0.4397556483745575,shapley_mean,-1,3,thr_tarsus,5,5014
6,2812,0.1725095508464173,0.4379045069217682,shapley_mean,-1,3,thr_tarsus,5,5014
7,3500,0.1845127369941077,0.4364847540855407,shapley_mean,-1,3,thr_tarsus,5,5014
8,4083,0.2021761302911371,0.4343218803405761,shapley_mean,-1,3,thr_tarsus,5,5014
9,4340,0.1718645748584119,0.4361420273780823,shapley_mean,-1,3,thr_tarsus,5,5014
10,4736,0.1691505038380374,0.4362621009349823,shapley_mean,-1,3,thr_tarsus,5,5014
11,5084,0.1894494770073343,0.4345355629920959,shapley_mean,-1,3,thr_tarsus,5,5014
12,5176,0.2797494305860848,0.4237626791000366,shapley_mean,-1,3,thr_tarsus,5,5014
13,5339,0.2957748901170515,0.4215585887432098,shapley_mean,-1,3,thr_tarsus,5,5014
14,5456,0.2910299782051833,0.4215939342975616,shapley_mean,-1,3,thr_tarsus,5,5014
1,92,0.2654242785833801,0.4410785138607025,shapley_mean,-1,3,thr_tarsus,6,6014
2,244,0.3064434948179992,0.4347642660140991,shapley_mean,-1,3,thr_tarsus,6,6014
3,417,0.3028838561088705,0.4341779947280884,shapley_mean,-1,3,thr_tarsus,6,6014
4,703,0.2765111874361753,0.4294461607933044,shapley_mean,-1,3,thr_tarsus,6,6014
5,1286,0.2870845666133897,0.427138477563858,shapley_mean,-1,3,thr_tarsus,6,6014
6,1682,0.2741058501145886,0.4280292987823486,shapley_mean,-1,3,thr_tarsus,6,6014
7,2370,0.277990980413529,0.427389919757843,shapley_mean,-1,3,thr_tarsus,6,6014
8,2627,0.2337887407666323,0.430282860994339,shapley_mean,-1,3,thr_tarsus,6,6014
9,3690,0.2495125214343531,0.4286002814769745,shapley_mean,-1,3,thr_tarsus,6,6014
10,3807,0.2444893192904131,0.4286034405231476,shapley_mean,-1,3,thr_tarsus,6,6014
11,4362,0.2645626618392516,0.4254101514816284,shapley_mean,-1,3,thr_tarsus,6,6014
12,4945,0.2651011478778561,0.4245210886001587,shapley_mean,-1,3,thr_tarsus,6,6014
13,5293,0.2725633411855249,0.4235696196556091,shapley_mean,-1,3,thr_tarsus,6,6014
14,5456,0.286506117282442,0.4217045307159424,shapley_mean,-1,3,thr_tarsus,6,6014
1,152,0.176554419351433,0.4313056468963623,shapley_mean,-1,3,thr_tarsus,7,7014
2,244,0.3256163910621288,0.4224729239940643,shapley_mean,-1,3,thr_tarsus,7,7014
3,361,0.2927722538746697,0.4212425351142883,shapley_mean,-1,3,thr_tarsus,7,7014
4,944,0.2919559455329455,0.4198529422283172,shapley_mean,-1,3,thr_tarsus,7,7014
5,1292,0.2649568909864426,0.4215663075447082,shapley_mean,-1,3,thr_tarsus,7,7014
6,1847,0.2800126868168084,0.4188991189002991,shapley_mean,-1,3,thr_tarsus,7,7014
7,2243,0.270677011123194,0.4201767146587372,shapley_mean,-1,3,thr_tarsus,7,7014
8,3306,0.2761336396197258,0.4181402027606964,shapley_mean,-1,3,thr_tarsus,7,7014
9,3889,0.2733487567586095,0.4175387620925903,shapley_mean,-1,3,thr_tarsus,7,7014
10,4052,0.2817803700005714,0.4163426160812378,shapley_mean,-1,3,thr_tarsus,7,7014
11,4740,0.2959102779161799,0.4146012663841247,shapley_mean,-1,3,thr_tarsus,7,7014
12,4913,0.2966730458187871,0.4142675399780273,shapley_mean,-1,3,thr_tarsus,7,7014
13,5170,0.2691562136720924,0.4161711037158966,shapley_mean,-1,3,thr_tarsus,7,7014
14,5456,0.3010205879173956,0.4089648127555847,shapley_mean,-1,3,thr_tarsus,7,7014
1,92,0.2838774064511271,0.4532075822353363,shapley_mean,-1,3,thr_tarsus,8,8014
2,244,0.3105468955576762,0.4483770728111267,shapley_mean,-1,3,thr_tarsus,8,8014
3,407,0.3144987694890602,0.4474566876888275,shapley_mean,-1,3,thr_tarsus,8,8014
4,990,0.3185046797761969,0.445364236831665,shapley_mean,-1,3,thr_tarsus,8,8014
5,1545,0.3117415186767557,0.4445700943470001,shapley_mean,-1,3,thr_tarsus,8,8014
6,1662,0.2863192261467477,0.4451333582401275,shapley_mean,-1,3,thr_tarsus,8,8014
7,2350,0.2950260253708304,0.4441029131412506,shapley_mean,-1,3,thr_tarsus,8,8014
8,2933,0.2909211845334727,0.4426949024200439,shapley_mean,-1,3,thr_tarsus,8,8014
9,3329,0.2839398954462245,0.4430551826953888,shapley_mean,-1,3,thr_tarsus,8,8014
10,4392,0.3070732608336027,0.4394545257091522,shapley_mean,-1,3,thr_tarsus,8,8014
11,4740,0.3080330702276891,0.4395724534988403,shapley_mean,-1,3,thr_tarsus,8,8014
12,4913,0.3145395123943239,0.4393042325973511,shapley_mean,-1,3,thr_tarsus,8,8014
13,5199,0.3418541190717264,0.4317966103553772,shapley_mean,-1,3,thr_tarsus,8,8014
14,5456,0.3237341085611185,0.4317840933799743,shapley_mean,-1,3,thr_tarsus,8,8014
1,92,0.2550680605911323,0.4386707246303558,shapley_mean,-1,3,thr_tarsus,9,9014
2,378,0.1854614575535321,0.4348017573356628,shapley_mean,-1,3,thr_tarsus,9,9014
3,635,0.1435943798207797,0.4380897581577301,shapley_mean,-1,3,thr_tarsus,9,9014
4,1698,0.143808211196447,0.4373932778835296,shapley_mean,-1,3,thr_tarsus,9,9014
5,2046,0.1469655658323858,0.4371415674686432,shapley_mean,-1,3,thr_tarsus,9,9014
6,2629,0.1467860577196699,0.4368600249290466,shapley_mean,-1,3,thr_tarsus,9,9014
7,3212,0.1568641526664088,0.4352197647094726,shapley_mean,-1,3,thr_tarsus,9,9014
8,3608,0.14854879173641,0.4368302524089813,shapley_mean,-1,3,thr_tarsus,9,9014
9,3760,0.1846831965091987,0.4329971075057983,shapley_mean,-1,3,thr_tarsus,9,9014
10,4448,0.1922895083720799,0.432170033454895,shapley_mean,-1,3,thr_tarsus,9,9014
11,5003,0.2114799747223861,0.4284323155879974,shapley_mean,-1,3,thr_tarsus,9,9014
12,5176,0.2086217727888812,0.4284830093383789,shapley_mean,-1,3,thr_tarsus,9,9014
13,5339,0.2202809269891426,0.4271028935909271,shapley_mean,-1,3,thr_tarsus,9,9014
14,5456,0.2156707873951424,0.4272993505001068,shapley_mean,-1,3,thr_tarsus,9,9014
1,163,0.0150055379539116,0.8017826676368713,shapley_mean,-1,4,thr_tarsus,0,14
2,511,0.0984379238338769,0.7962918281555176,shapley_mean,-1,4,thr_tarsus,0,14
3,603,0.0943308521594151,0.7965385913848877,shapley_mean,-1,4,thr_tarsus,0,14
4,860,0.117964117408209,0.7937880158424377,shapley_mean,-1,4,thr_tarsus,0,14
5,1443,0.1412203873033146,0.7912966012954712,shapley_mean,-1,4,thr_tarsus,0,14
6,2506,0.214777721655765,0.7767735719680786,shapley_mean,-1,4,thr_tarsus,0,14
7,2792,0.2211168540395778,0.7759426832199097,shapley_mean,-1,4,thr_tarsus,0,14
8,3188,0.2209246033625305,0.7758620977401733,shapley_mean,-1,4,thr_tarsus,0,14
9,3771,0.2356620154513578,0.7734726071357727,shapley_mean,-1,4,thr_tarsus,0,14
10,3923,0.2397662115558967,0.7726601362228394,shapley_mean,-1,4,thr_tarsus,0,14
11,4096,0.2481043607182914,0.7708240747451782,shapley_mean,-1,4,thr_tarsus,0,14
12,4290,0.2537579094191959,0.7703331708908081,shapley_mean,-1,4,thr_tarsus,0,14
13,4978,0.2522005675135971,0.7705062627792358,shapley_mean,-1,4,thr_tarsus,0,14
14,5095,0.2529776686273443,0.7702597975730896,shapley_mean,-1,4,thr_tarsus,0,14
1,348,0.0980308893815989,0.7999399900436401,shapley_mean,-1,4,thr_tarsus,1,1014
2,440,0.0910757718245169,0.7999683022499084,shapley_mean,-1,4,thr_tarsus,1,1014
3,603,0.0891825548355633,0.8000994324684143,shapley_mean,-1,4,thr_tarsus,1,1014
4,1186,0.1115243222908543,0.7978177070617676,shapley_mean,-1,4,thr_tarsus,1,1014
5,1380,0.1155364009129265,0.7975707054138184,shapley_mean,-1,4,thr_tarsus,1,1014
6,2443,0.2116510932065435,0.7824631929397583,shapley_mean,-1,4,thr_tarsus,1,1014
7,3026,0.2256370491408308,0.7802101969718933,shapley_mean,-1,4,thr_tarsus,1,1014
8,3714,0.219521809676561,0.7807602286338806,shapley_mean,-1,4,thr_tarsus,1,1014
9,3866,0.2234654401776398,0.7799178957939148,shapley_mean,-1,4,thr_tarsus,1,1014
