trait,target_island,target_island_name,repeat,split_seed,source_island,source_island_name,n_island,phi,phi_per_individual,v_full
thr_tarsus,0,Nesøy,8,8014,12,Vega,396,-0.050835906309095,-0.0001283735007805,0.5686310609238683
thr_tarsus,0,Nesøy,8,8014,13,Vikna,583,-0.0719886854625212,-0.0001234797349271,0.5686310609238683
thr_tarsus,0,Nesøy,8,8014,14,Lauvøya,688,0.1536684631068955,0.0002233553242832,0.5686310609238683
thr_tarsus,0,Nesøy,9,9014,1,Myken,92,-0.1371966365416828,-0.0014912677884965,0.1191756303056962
thr_tarsus,0,Nesøy,9,9014,2,Træna,286,0.0830691088174416,0.0002904514294316,0.1191756303056962
thr_tarsus,0,Nesøy,9,9014,3,Selvær,194,0.0039592782381859,2.040865071229845e-05,0.1191756303056962
thr_tarsus,0,Nesøy,9,9014,4,Gjerøy,555,0.1684749873705045,0.0003035585358027,0.1191756303056962
thr_tarsus,0,Nesøy,9,9014,5,Hestmannøy,1063,-0.1736109916636016,-0.0001633217231078,0.1191756303056962
thr_tarsus,0,Nesøy,9,9014,6,Indre Kvarøy,348,-0.0971274395787039,-0.0002791018378698,0.1191756303056962
thr_tarsus,0,Nesøy,9,9014,7,Onøy og Lurøy,257,-0.0377054537241499,-0.0001467138277204,0.1191756303056962
thr_tarsus,0,Nesøy,9,9014,8,Lovund,152,0.0436738342738042,0.0002873278570645,0.1191756303056962
thr_tarsus,0,Nesøy,9,9014,9,Sleneset,163,0.0053351555030116,3.273101535589938e-05,0.1191756303056962
thr_tarsus,0,Nesøy,9,9014,10,Aldra,173,0.0166012972607544,9.5961255842511e-05,0.1191756303056962
thr_tarsus,0,Nesøy,9,9014,11,Leka,583,0.0989773752712663,0.0001697725133297,0.1191756303056962
thr_tarsus,0,Nesøy,9,9014,12,Vega,396,0.0469500903841471,0.0001185608343034,0.1191756303056962
thr_tarsus,0,Nesøy,9,9014,13,Vikna,583,0.0365199535132122,6.264142969676192e-05,0.1191756303056962
thr_tarsus,0,Nesøy,9,9014,14,Lauvøya,688,0.0612550711815065,8.903353369405015e-05,0.1191756303056962
thr_tarsus,1,Myken,0,14,0,Nesøy,117,0.0259669123679152,0.0002219394219479,0.0284111475656726
thr_tarsus,1,Myken,0,14,2,Træna,286,-0.0834293714003017,-0.0002917110888122,0.0284111475656726
