n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,target_island
8,7,2872,0.21772457659244537,1.1547869443893433,random_individual,2,0
9,6,2288,0.10122012346982956,1.1640886068344116,random_individual,2,0
10,5,1932,0.3007737994194031,1.132895588874817,random_individual,2,0
11,4,854,0.2306111752986908,1.1129287481307983,random_individual,2,0
12,3,652,0.2797411382198334,1.0879813432693481,random_individual,2,0
13,2,360,-0.08845290541648865,1.188029408454895,random_individual,2,0
14,1,166,-0.17105166614055634,1.2165712118148804,random_individual,2,0
0,15,5578,0.3058897852897644,1.1248955726623535,random_individual,3,0
1,14,5319,0.19601166248321533,1.3748141527175903,random_individual,3,0
2,13,5161,0.22701989114284515,1.1361083984375,random_individual,3,0
3,12,4988,0.3325285017490387,1.1062431335449219,random_individual,3,0
4,11,4502,0.25105535984039307,1.144779086112976,random_individual,3,0
5,10,3919,0.10471878200769424,1.172911286354065,random_individual,3,0
6,9,3361,0.21771380305290222,1.1536797285079956,random_individual,3,0
7,8,2964,0.1210084855556488,1.1781772375106812,random_individual,3,0
8,7,2872,0.05612226948142052,1.1655927896499634,random_individual,3,0
9,6,2288,0.14919649064540863,1.169373869895935,random_individual,3,0
10,5,1932,0.16928981244564056,1.1465598344802856,random_individual,3,0
11,4,854,0.18155328929424286,1.182721734046936,random_individual,3,0
12,3,652,0.11352930963039398,1.1665501594543457,random_individual,3,0
13,2,360,0.029163576662540436,1.195641040802002,random_individual,3,0
14,1,166,0.05820584297180176,1.1933796405792236,random_individual,3,0
0,15,5578,0.26712390780448914,1.1372493505477905,random_individual,4,0
1,14,5319,0.05665571242570877,1.164498209953308,random_individual,4,0
2,13,5161,-0.03024091012775898,1.1956614255905151,random_individual,4,0
3,12,4988,0.22722244262695312,1.1474449634552002,random_individual,4,0
4,11,4502,0.18480923771858215,1.1625480651855469,random_individual,4,0
5,10,3919,0.11078955233097076,1.171055793762207,random_individual,4,0
6,9,3361,0.17788714170455933,1.153437852859497,random_individual,4,0
7,8,2964,0.08376087248325348,1.1800674200057983,random_individual,4,0
8,7,2872,0.17930231988430023,1.1672378778457642,random_individual,4,0
9,6,2288,-0.005379256326705217,1.1785279512405396,random_individual,4,0
10,5,1932,-0.25455421209335327,1.2157936096191406,random_individual,4,0
11,4,854,0.10280989855527878,1.1548571586608887,random_individual,4,0
12,3,652,-0.208990216255188,1.21168851852417,random_individual,4,0
13,2,360,-0.0214383564889431,1.1739202737808228,random_individual,4,0
14,1,166,0.09605362266302109,1.170988917350769,random_individual,4,0
