target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
0,5,Hestmannøy,0.1855281451717019,0.0001721040307715231,1078,1,5
0,9,Sleneset,0.0664233072893694,0.000400140405357647,166,2,1
0,2,Træna,0.05333787677809596,0.00018266396156882178,292,3,3
0,3,Selvær,0.042649362608790396,0.00021984207530304327,194,4,2
0,15,Southern 5,0.03594586756080389,0.00017794983940992023,202,5,4
0,13,Southern 3,0.033798595704138276,5.787430771256554e-05,584,6,7
0,6,Indre Kvarøy,0.024716392159461975,6.942806786365724e-05,356,7,6
0,12,Southern 2,0.015613142121583223,3.9327813908270084e-05,397,8,9
0,4,Gjerøy,0.015385417826473713,2.7572433380777262e-05,558,9,10
0,1,Myken,0.004222335293889046,4.589494884662006e-05,92,10,8
0,11,Southern 1,0.0036141832359135153,6.199285138788191e-06,583,11,11
0,10,Aldra,-0.002613644883967936,-1.5107773895768417e-05,173,12,13
0,14,Southern 4,-0.003368929773569107,-6.931954266603101e-06,486,13,12
0,8,Lovund,-0.018591311341151596,-0.000117666527475643,158,14,14
0,7,Onøy og Lurøy,-0.09206729349680245,-0.0003554721756633299,259,15,15
