trait,model_type,target_island,target_island_name,repeat,repeat_seed,analysis,method,selection_method,lambda_label,lambda_div,order_seed,n_components,n_individuals,corr_eval,mse_adj,avg_grm_target_obj,avg_grm_train_train_obj,objective_obj,diversity_include_diagonal
body_mass,ridge,4,Gjerøy,0,446174162,full_baseline,full_source_unweighted,none,none,,-2,,5139,0.08835858026001085,1.4772404432296753,-0.0036667255796769163,0.00040424264364500066,,True
body_mass,ridge,4,Gjerøy,0,446174162,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,500,0.11452215762769037,1.4784971475601196,0.010363488294203409,0.014854830982609485,0.00887800519594246,True
body_mass,ridge,4,Gjerøy,0,446174162,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,1000,0.08845763243274361,1.4778831005096436,0.007552647353061561,0.011266031306166832,0.006426044222444877,True
body_mass,ridge,4,Gjerøy,0,446174162,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,1500,0.07968972193638978,1.4788768291473389,0.005807857418738254,0.009500214007524172,0.004857836017985837,True
body_mass,ridge,4,Gjerøy,0,446174162,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,2000,0.09177632562696786,1.4744986295700073,0.004413610228899844,0.008088581948295457,0.003604752034070298,True
body_mass,ridge,4,Gjerøy,0,446174162,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,2500,0.08845075747943805,1.4752899408340454,0.003108511828206406,0.006746205746904636,0.0024338912535159423,True
body_mass,ridge,4,Gjerøy,0,446174162,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,3000,0.10388622646603747,1.4724574089050293,0.0017892669059723252,0.005213190369850738,0.0012679478689872513,True
body_mass,ridge,4,Gjerøy,0,446174162,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,3500,0.10817922628354086,1.469848394393921,0.0003715007901086282,0.003165666801664521,5.493410994217605e-05,True
body_mass,ridge,4,Gjerøy,0,446174162,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,4000,0.10005296666358877,1.4744819402694702,-0.0009922596056263272,0.0014921567570378858,-0.0011414752813301158,True
body_mass,ridge,4,Gjerøy,0,446174162,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,4500,0.09294746838556833,1.475833535194397,-0.0022190070357182654,0.0005868847536916847,-0.002277695511087434,True
body_mass,ridge,9,Sleneset,0,1004662399,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,500,0.15161635378342575,0.9772554636001587,0.02285267271537658,0.019388170645666253,0.020913855650809953,True
body_mass,ridge,9,Sleneset,0,1004662399,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,1000,0.14623135463779627,0.9774233102798462,0.014153304345409625,0.01125369550595677,0.013027934794813947,True
body_mass,ridge,9,Sleneset,0,1004662399,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,1500,0.14165324861184805,0.9771360754966736,0.010015611023767844,0.008113766613038835,0.00920423436246396,True
body_mass,ridge,9,Sleneset,0,1004662399,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,2000,0.1809191473739526,0.9649087190628052,0.007360833583791252,0.006139245976074831,0.0067469089861837694,True
