n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,n_islands,n_individuals,target_island,target_island_name,repeat,split_seed,n_permutations,cal_fraction
14,1,119,0.0702187319549253,1.6131985187530518,shapley_mean,-1,1,119,4,Gjerøy,0,71745746,10,0.05
13,2,285,0.0426333035878227,1.602476716041565,shapley_mean,-1,2,285,4,Gjerøy,0,71745746,10,0.05
12,3,641,0.0722355750301212,1.5965760946273804,shapley_mean,-1,3,641,4,Gjerøy,0,71745746,10,0.05
11,4,799,0.090686948430592,1.5912495851516724,shapley_mean,-1,4,799,4,Gjerøy,0,71745746,10,0.05
10,5,1285,0.1030988273418825,1.58391535282135,shapley_mean,-1,5,1285,4,Gjerøy,0,71745746,10,0.05
9,6,1868,0.1369742743309962,1.5757747888565063,shapley_mean,-1,6,1868,4,Gjerøy,0,71745746,10,0.05
8,7,2452,0.1050222486217143,1.5827866792678833,shapley_mean,-1,7,2452,4,Gjerøy,0,71745746,10,0.05
7,8,2849,0.1061522761475364,1.580319046974182,shapley_mean,-1,8,2849,4,Gjerøy,0,71745746,10,0.05
6,9,3141,0.115898093319948,1.5793452262878418,shapley_mean,-1,9,3141,4,Gjerøy,0,71745746,10,0.05
5,10,4219,0.1626164718038059,1.5590654611587524,shapley_mean,-1,10,4219,4,Gjerøy,0,71745746,10,0.05
4,11,4413,0.1431099712367673,1.5675134658813477,shapley_mean,-1,11,4413,4,Gjerøy,0,71745746,10,0.05
3,12,4586,0.1287439133848602,1.5676467418670654,shapley_mean,-1,12,4586,4,Gjerøy,0,71745746,10,0.05
2,13,4845,0.1244343192637853,1.5686525106430054,shapley_mean,-1,13,4845,4,Gjerøy,0,71745746,10,0.05
1,14,5047,0.1236950312288788,1.5692707300186155,shapley_mean,-1,14,5047,4,Gjerøy,0,71745746,10,0.05
0,15,5139,0.1339528840990885,1.5653008222579956,shapley_mean,-1,15,5139,4,Gjerøy,0,71745746,10,0.05
14,1,119,0.0884096719316488,1.594876050949097,random_individual,0,1,119,4,Gjerøy,0,71745746,10,0.05
13,2,285,0.0639358282373983,1.602187991142273,random_individual,0,2,285,4,Gjerøy,0,71745746,10,0.05
12,3,641,0.079623364126892,1.5906163454055786,random_individual,0,3,641,4,Gjerøy,0,71745746,10,0.05
11,4,799,0.0865562420438434,1.5892720222473145,random_individual,0,4,799,4,Gjerøy,0,71745746,10,0.05
10,5,1285,0.1046199196710057,1.581140637397766,random_individual,0,5,1285,4,Gjerøy,0,71745746,10,0.05
9,6,1868,0.1332786695460229,1.5728836059570312,random_individual,0,6,1868,4,Gjerøy,0,71745746,10,0.05
8,7,2452,0.1374069025492944,1.5716118812561035,random_individual,0,7,2452,4,Gjerøy,0,71745746,10,0.05
7,8,2849,0.1569180803522986,1.5649781227111816,random_individual,0,8,2849,4,Gjerøy,0,71745746,10,0.05
6,9,3141,0.1574225878451737,1.5631390810012815,random_individual,0,9,3141,4,Gjerøy,0,71745746,10,0.05
5,10,4219,0.129719026370506,1.5690877437591553,random_individual,0,10,4219,4,Gjerøy,0,71745746,10,0.05
4,11,4413,0.1353252375158821,1.566211223602295,random_individual,0,11,4413,4,Gjerøy,0,71745746,10,0.05
3,12,4586,0.133014499319113,1.5677262544631958,random_individual,0,12,4586,4,Gjerøy,0,71745746,10,0.05
2,13,4845,0.1263819577913636,1.5694245100021362,random_individual,0,13,4845,4,Gjerøy,0,71745746,10,0.05
1,14,5047,0.1376661774256518,1.5651096105575562,random_individual,0,14,5047,4,Gjerøy,0,71745746,10,0.05
0,15,5139,0.1339528840990885,1.5653008222579956,random_individual,0,15,5139,4,Gjerøy,0,71745746,10,0.05
14,1,119,-0.0789161922994718,1.6025089025497437,random_individual,1,1,119,4,Gjerøy,0,71745746,10,0.05
13,2,285,0.0348619443742308,1.5940676927566528,random_individual,1,2,285,4,Gjerøy,0,71745746,10,0.05
12,3,641,0.0501619954690491,1.5928345918655396,random_individual,1,3,641,4,Gjerøy,0,71745746,10,0.05
11,4,799,0.0656340914985698,1.589784026145935,random_individual,1,4,799,4,Gjerøy,0,71745746,10,0.05
10,5,1285,0.0608169898930498,1.5882874727249146,random_individual,1,5,1285,4,Gjerøy,0,71745746,10,0.05
9,6,1868,0.0192961475250443,1.5981078147888184,random_individual,1,6,1868,4,Gjerøy,0,71745746,10,0.05
8,7,2452,0.0347743120199545,1.5968258380889893,random_individual,1,7,2452,4,Gjerøy,0,71745746,10,0.05
7,8,2849,0.0668502823970713,1.5885239839553833,random_individual,1,8,2849,4,Gjerøy,0,71745746,10,0.05
6,9,3141,0.082174971071724,1.586011528968811,random_individual,1,9,3141,4,Gjerøy,0,71745746,10,0.05
5,10,4219,0.105464336517247,1.5745952129364014,random_individual,1,10,4219,4,Gjerøy,0,71745746,10,0.05
4,11,4413,0.1090633638853728,1.571953058242798,random_individual,1,11,4413,4,Gjerøy,0,71745746,10,0.05
3,12,4586,0.1257602986759406,1.5664736032485962,random_individual,1,12,4586,4,Gjerøy,0,71745746,10,0.05
2,13,4845,0.1247032190906897,1.566775679588318,random_individual,1,13,4845,4,Gjerøy,0,71745746,10,0.05
1,14,5047,0.1280069203811616,1.5672671794891355,random_individual,1,14,5047,4,Gjerøy,0,71745746,10,0.05
0,15,5139,0.1339528840990885,1.5653008222579956,random_individual,1,15,5139,4,Gjerøy,0,71745746,10,0.05
14,1,119,0.0098941123309341,1.6225436925888062,random_individual,2,1,119,4,Gjerøy,0,71745746,10,0.05
13,2,285,0.0421645932906325,1.6007953882217407,random_individual,2,2,285,4,Gjerøy,0,71745746,10,0.05
12,3,641,0.0950469962965565,1.5894997119903564,random_individual,2,3,641,4,Gjerøy,0,71745746,10,0.05
11,4,799,0.0660718512972318,1.5960538387298584,random_individual,2,4,799,4,Gjerøy,0,71745746,10,0.05
10,5,1285,0.1076157548154033,1.5857446193695068,random_individual,2,5,1285,4,Gjerøy,0,71745746,10,0.05
9,6,1868,0.1151534521384028,1.5803059339523315,random_individual,2,6,1868,4,Gjerøy,0,71745746,10,0.05
8,7,2452,0.1351566761386861,1.5763365030288696,random_individual,2,7,2452,4,Gjerøy,0,71745746,10,0.05
7,8,2849,0.1235238756175388,1.5791325569152832,random_individual,2,8,2849,4,Gjerøy,0,71745746,10,0.05
6,9,3141,0.1410237540334161,1.5768176317214966,random_individual,2,9,3141,4,Gjerøy,0,71745746,10,0.05
5,10,4219,0.1435096546190308,1.5689443349838257,random_individual,2,10,4219,4,Gjerøy,0,71745746,10,0.05
4,11,4413,0.1454000465817833,1.5661550760269165,random_individual,2,11,4413,4,Gjerøy,0,71745746,10,0.05
3,12,4586,0.1389458280570557,1.5680851936340332,random_individual,2,12,4586,4,Gjerøy,0,71745746,10,0.05
2,13,4845,0.1292953949850331,1.567953109741211,random_individual,2,13,4845,4,Gjerøy,0,71745746,10,0.05
1,14,5047,0.1404280793688802,1.564419865608215,random_individual,2,14,5047,4,Gjerøy,0,71745746,10,0.05
0,15,5139,0.1339528840990885,1.5653008222579956,random_individual,2,15,5139,4,Gjerøy,0,71745746,10,0.05
14,1,119,0.0565375221417903,1.5929360389709473,random_individual,3,1,119,4,Gjerøy,0,71745746,10,0.05
13,2,285,0.154898669002691,1.590686559677124,random_individual,3,2,285,4,Gjerøy,0,71745746,10,0.05
12,3,641,0.1444467539243792,1.5995246171951294,random_individual,3,3,641,4,Gjerøy,0,71745746,10,0.05
11,4,799,0.154029233343263,1.5918041467666626,random_individual,3,4,799,4,Gjerøy,0,71745746,10,0.05
10,5,1285,0.0820590646972766,1.5841355323791504,random_individual,3,5,1285,4,Gjerøy,0,71745746,10,0.05
9,6,1868,0.1112835705286025,1.5788825750350952,random_individual,3,6,1868,4,Gjerøy,0,71745746,10,0.05
8,7,2452,0.1203152208752739,1.5704573392868042,random_individual,3,7,2452,4,Gjerøy,0,71745746,10,0.05
7,8,2849,0.1001249915763854,1.575181007385254,random_individual,3,8,2849,4,Gjerøy,0,71745746,10,0.05
6,9,3141,0.1188430795004747,1.5706241130828855,random_individual,3,9,3141,4,Gjerøy,0,71745746,10,0.05
5,10,4219,0.1474456024186182,1.5630276203155518,random_individual,3,10,4219,4,Gjerøy,0,71745746,10,0.05
4,11,4413,0.1541089558107346,1.5579475164413452,random_individual,3,11,4413,4,Gjerøy,0,71745746,10,0.05
3,12,4586,0.1562861252519079,1.5575307607650757,random_individual,3,12,4586,4,Gjerøy,0,71745746,10,0.05
2,13,4845,0.1385854516084011,1.5651427507400513,random_individual,3,13,4845,4,Gjerøy,0,71745746,10,0.05
1,14,5047,0.1330784710518292,1.5664784908294678,random_individual,3,14,5047,4,Gjerøy,0,71745746,10,0.05
0,15,5139,0.1339528840990885,1.5653008222579956,random_individual,3,15,5139,4,Gjerøy,0,71745746,10,0.05
14,1,119,0.0105771822627762,1.5994634628295898,random_individual,4,1,119,4,Gjerøy,0,71745746,10,0.05
13,2,285,0.0186503586264466,1.5957752466201782,random_individual,4,2,285,4,Gjerøy,0,71745746,10,0.05
12,3,641,-0.0037862385506605,1.599082589149475,random_individual,4,3,641,4,Gjerøy,0,71745746,10,0.05
11,4,799,-0.0425384312080992,1.605903148651123,random_individual,4,4,799,4,Gjerøy,0,71745746,10,0.05
10,5,1285,-0.0353766076098552,1.6063047647476196,random_individual,4,5,1285,4,Gjerøy,0,71745746,10,0.05
9,6,1868,0.0069785313894933,1.6007920503616333,random_individual,4,6,1868,4,Gjerøy,0,71745746,10,0.05
8,7,2452,0.0355832144830263,1.592311978340149,random_individual,4,7,2452,4,Gjerøy,0,71745746,10,0.05
7,8,2849,0.0510278590575475,1.586827278137207,random_individual,4,8,2849,4,Gjerøy,0,71745746,10,0.05
6,9,3141,0.0781363302092936,1.581584930419922,random_individual,4,9,3141,4,Gjerøy,0,71745746,10,0.05
5,10,4219,0.133193138042598,1.565407395362854,random_individual,4,10,4219,4,Gjerøy,0,71745746,10,0.05
4,11,4413,0.1306922485260859,1.5668952465057373,random_individual,4,11,4413,4,Gjerøy,0,71745746,10,0.05
3,12,4586,0.1255994956695777,1.5677379369735718,random_individual,4,12,4586,4,Gjerøy,0,71745746,10,0.05
2,13,4845,0.128620372714885,1.5667940378189087,random_individual,4,13,4845,4,Gjerøy,0,71745746,10,0.05
1,14,5047,0.133377593651739,1.5646827220916748,random_individual,4,14,5047,4,Gjerøy,0,71745746,10,0.05
0,15,5139,0.1339528840990885,1.5653008222579956,random_individual,4,15,5139,4,Gjerøy,0,71745746,10,0.05
14,1,158,0.0823598564561131,1.586116075515747,shapley_mean,-1,1,158,4,Gjerøy,5,1853840178,10,0.05
13,2,644,0.0536943271632448,1.5873204469680786,shapley_mean,-1,2,644,4,Gjerøy,5,1853840178,10,0.05
12,3,846,0.035695853205475,1.589762806892395,shapley_mean,-1,3,846,4,Gjerøy,5,1853840178,10,0.05
11,4,938,0.030428115806894,1.5884642601013184,shapley_mean,-1,4,938,4,Gjerøy,5,1853840178,10,0.05
10,5,1335,0.041440988026748,1.5861743688583374,shapley_mean,-1,5,1335,4,Gjerøy,5,1853840178,10,0.05
9,6,1594,0.0150647816325498,1.588247537612915,shapley_mean,-1,6,1594,4,Gjerøy,5,1853840178,10,0.05
8,7,2672,0.0899284636865156,1.570464015007019,shapley_mean,-1,7,2672,4,Gjerøy,5,1853840178,10,0.05
7,8,2845,0.0722059594078881,1.5769504308700562,shapley_mean,-1,8,2845,4,Gjerøy,5,1853840178,10,0.05
6,9,3428,0.0906922449262326,1.5694350004196167,shapley_mean,-1,9,3428,4,Gjerøy,5,1853840178,10,0.05
5,10,3594,0.0838258969750212,1.572507381439209,shapley_mean,-1,10,3594,4,Gjerøy,5,1853840178,10,0.05
4,11,3950,0.1076625418785745,1.565159559249878,shapley_mean,-1,11,3950,4,Gjerøy,5,1853840178,10,0.05
3,12,4242,0.1085054295252607,1.565343141555786,shapley_mean,-1,12,4242,4,Gjerøy,5,1853840178,10,0.05
2,13,4361,0.1089550764848487,1.564479112625122,shapley_mean,-1,13,4361,4,Gjerøy,5,1853840178,10,0.05
1,14,4945,0.0846579773925478,1.5726455450057983,shapley_mean,-1,14,4945,4,Gjerøy,5,1853840178,10,0.05
0,15,5139,0.0741052916383596,1.5761089324951172,shapley_mean,-1,15,5139,4,Gjerøy,5,1853840178,10,0.05
14,1,158,0.044196417180432,1.5997579097747805,random_individual,0,1,158,4,Gjerøy,5,1853840178,10,0.05
13,2,644,0.0196300516524561,1.594403862953186,random_individual,0,2,644,4,Gjerøy,5,1853840178,10,0.05
