target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
4,5,Hestmannøy,0.20430528841140155,0.00018952253099387899,1078,1,3
4,15,Southern 5,0.055037918711565645,0.0002724649441166616,202,2,1
4,6,Indre Kvarøy,0.05441369672340528,0.0001528474627061946,356,3,4
4,11,Southern 1,0.03014114320442575,5.1700074107076754e-05,583,4,6
4,8,Lovund,0.02348128801306788,0.00014861574691815113,158,5,5
4,1,Myken,0.02229857884469839,0.0002423758570075912,92,6,2
4,14,Southern 4,0.017530533600023556,3.6071056790171924e-05,486,7,7
4,9,Sleneset,-0.0004139598479057553,-2.4937340235286466e-06,166,8,8
4,12,Southern 2,-0.009608548517743514,-2.4202892991797264e-05,397,9,9
4,0,Nesøy,-0.010148135261210188,-8.527844757319486e-05,119,10,11
4,7,Onøy og Lurøy,-0.023687190037393863,-9.145633219070989e-05,259,11,12
4,2,Træna,-0.039709172551982135,-0.00013599031695884294,292,12,13
4,13,Southern 3,-0.04090334887942845,-7.003998095792543e-05,584,13,10
4,3,Selvær,-0.07184910708656134,-0.000370356222095677,194,14,14
4,10,Aldra,-0.1378460637980854,-0.0007967980566363317,173,15,15
