analysis,method,weight_scheme,order_seed,weighted_fit_used,n_individuals,corr_eval,mse_adj,delta_ld_obj,target_island,target_island_name,repeat,repeat_seed,trait
ranked_subset,delta_ld_island_topk,none,-1,False,3608,0.1453746732547351,1.581147313117981,0.10641790835158596,5,Hestmannøy,0,978527714,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,5119,0.21113360575241172,0.9021384716033936,0.1334118576741326,3,Selvær,0,2041121371,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,3867,0.1322646974967282,1.5857371091842651,0.10653965370262951,5,Hestmannøy,0,978527714,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,4033,0.13307003098547693,1.5850450992584229,0.10868445123512827,5,Hestmannøy,0,978527714,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,5211,0.20112850717772984,0.9030528664588928,0.15666048718262282,3,Selvær,0,2041121371,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,4235,0.12813801602722832,1.586694359779358,0.11276635732493151,5,Hestmannøy,0,978527714,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,5384,0.21262248701049835,0.9006295800209045,0.15933348549494872,3,Selvær,0,2041121371,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,4408,0.1386211370538153,1.5822945833206177,0.141959928729352,5,Hestmannøy,0,978527714,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,5503,0.2186572833394748,0.8971799612045288,0.1627128232239359,3,Selvær,0,2041121371,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,4527,0.13223797127231773,1.5841869115829468,0.14492291443128535,5,Hestmannøy,0,978527714,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,4619,0.13817844984664615,1.5807186365127563,0.14642085859243364,5,Hestmannøy,0,978527714,body_mass
full_baseline,full_source_unweighted,none,-2,False,5139,0.08835864351535423,1.4772404432296753,,4,Gjerøy,0,1523204546,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,1078,0.09676475920218683,1.475809931755066,0.08674085454526685,4,Gjerøy,0,1523204546,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,1564,0.09611842314796838,1.4757187366485596,0.09426432315668659,4,Gjerøy,0,1523204546,body_mass
full_baseline,full_source_unweighted,none,-2,False,5341,0.3187624679350735,1.4793716669082642,,6,Indre Kvarøy,0,1898265008,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,1078,0.28400456162573284,1.523095965385437,0.0971735969316984,6,Indre Kvarøy,0,1898265008,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,2148,0.06567817670469368,1.483828067779541,0.09674972070819786,4,Gjerøy,0,1523204546,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,1564,0.2737490731792283,1.52342689037323,0.10292670510947359,6,Indre Kvarøy,0,1898265008,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,2148,0.3064223421251255,1.505677342414856,0.10705944857935862,6,Indre Kvarøy,0,1898265008,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,2731,0.08662051585740897,1.4771757125854492,0.10311098093497548,4,Gjerøy,0,1523204546,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,2706,0.2795239247092544,1.5019476413726807,0.1101590166935162,6,Indre Kvarøy,0,1898265008,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,3023,0.08956139006303845,1.476704716682434,0.10457015211700554,4,Gjerøy,0,1523204546,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,3289,0.28556901961260306,1.4983946084976196,0.11184720993343038,6,Indre Kvarøy,0,1898265008,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,3420,0.09185148538106493,1.4754546880722046,0.10700305211460479,4,Gjerøy,0,1523204546,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,3581,0.2564917692070655,1.5088539123535156,0.11393438877191898,6,Indre Kvarøy,0,1898265008,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,3776,0.12325497791311203,1.4657446146011353,0.1101590166935162,4,Gjerøy,0,1523204546,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,3978,0.23782019161683612,1.5125552415847778,0.11510571654936001,6,Indre Kvarøy,0,1898265008,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,3970,0.1089185682385217,1.4717415571212769,0.11614401069676633,4,Gjerøy,0,1523204546,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,4136,0.2646163242160999,1.5008000135421753,0.1242113157286857,6,Indre Kvarøy,0,1898265008,body_mass
