target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
4,5,Hestmannøy,0.13215341371005634,0.00012259129286647157,1078,1,4
4,6,Indre Kvarøy,0.10686127292817639,0.00030017211496678763,356,2,2
4,0,Nesøy,0.09568172840381269,0.0008040481378471655,119,3,1
4,2,Træna,0.033509388647746004,0.00011475818030050001,292,4,5
4,8,Lovund,0.028614378462804714,0.00018110366115699187,158,5,3
4,11,Southern 1,0.021102716298517607,3.6196768951145126e-05,583,6,6
4,3,Selvær,0.0051502721184556064,2.65477944250289e-05,194,7,7
4,9,Sleneset,-0.001806376678258742,-1.0881787218426157e-05,166,8,8
4,14,Southern 4,-0.012640818652105543,-2.6009914922027867e-05,486,9,9
4,1,Myken,-0.01803301854306825,-0.00019601107112030708,92,10,15
4,7,Onøy og Lurøy,-0.021959979788647707,-8.478756675153555e-05,259,11,12
4,12,Southern 2,-0.02462591373220706,-6.203000940102534e-05,397,12,11
4,10,Aldra,-0.026146750172902033,-0.00015113728423642793,173,13,13
4,13,Southern 3,-0.02858767575184007,-4.895149957506861e-05,584,14,10
4,15,Southern 5,-0.034872959059478806,-0.00017263841118553863,202,15,14
