n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,n_islands,n_individuals,target_island
14,1,119,0.020929746043599005,1.4941096305847168,shapley_mean,-1,1,119,4
13,2,475,0.047951596959752284,1.4779129028320312,shapley_mean,-1,2,475,4
12,3,633,0.07039456399444065,1.469274878501892,shapley_mean,-1,3,633,4
11,4,1711,0.07905562706563501,1.4613269567489624,shapley_mean,-1,4,1711,4
10,5,2003,0.07639956866132977,1.4625967741012573,shapley_mean,-1,5,2003,4
9,6,2586,0.09640021085811697,1.4558970928192139,shapley_mean,-1,6,2586,4
8,7,2780,0.07351303915857087,1.4640830755233765,shapley_mean,-1,7,2780,4
7,8,2946,0.06161572659101616,1.4693565368652344,shapley_mean,-1,8,2946,4
6,9,3432,0.06866405636730993,1.4665722846984863,shapley_mean,-1,9,3432,4
5,10,4016,0.0360966908626755,1.4751026630401611,shapley_mean,-1,10,4016,4
4,11,4413,0.04323217756252388,1.4732900857925415,shapley_mean,-1,11,4413,4
3,12,4672,0.035097810332587395,1.4736008644104004,shapley_mean,-1,12,4672,4
2,13,4845,0.02427401347922432,1.4758110046386719,shapley_mean,-1,13,4845,4
1,14,5047,0.02317900482177442,1.4765584468841553,shapley_mean,-1,14,5047,4
0,15,5139,0.03180252353928744,1.4743362665176392,shapley_mean,-1,15,5139,4
