target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
4,5,Hestmannøy,0.08107944718995012,7.5212845259694e-05,1078,1,5
4,11,Southern 1,0.08001117251920879,0.0001372404331375794,583,2,4
4,8,Lovund,0.07131840794268203,0.00045138232875115207,158,3,1
4,2,Træna,0.0643161939817201,0.000220260938293562,292,4,2
4,15,Southern 5,0.029231885237461782,0.0001447123031557514,202,5,3
4,1,Myken,0.0024124569247863303,2.6222357878112288e-05,92,6,6
4,9,Sleneset,-0.003538195884795946,-2.1314433040939434e-05,166,7,9
4,14,Southern 4,-0.005449345973377209,-1.1212646035755574e-05,486,8,7
4,12,Southern 2,-0.008426973377831725,-2.1226633193530794e-05,397,9,8
4,0,Nesøy,-0.01237955508665034,-0.00010402987467773394,119,10,12
4,6,Indre Kvarøy,-0.01903318898237333,-5.3464013995430705e-05,356,11,10
4,3,Selvær,-0.02960844424226488,-0.00015262084660961278,194,12,13
4,13,Southern 3,-0.05764625833223855,-9.870934645931258e-05,584,13,11
4,7,Onøy og Lurøy,-0.08765776724785208,-0.0003384469777909347,259,14,14
4,10,Aldra,-0.0938372285103796,-0.0005424117254935237,173,15,15
