trait,target_island,target_island_name,analysis,method,selection_method,n_components,selection_n_components,n_individuals,corr_mean,corr_std,mse_mean,n_rows
body_mass,7,Onøy og Lurøy,full_baseline,full_source_unweighted,none,500,,5438,0.226884543110204,,3.881897791719706,1
body_mass,7,Onøy og Lurøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,500,0.144441554117581,,4.091907106278663,1
body_mass,7,Onøy og Lurøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,1000,0.2295797910526936,,3.902403380311601,1
body_mass,7,Onøy og Lurøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,1500,0.2493206211136872,,3.839520918938404,1
body_mass,7,Onøy og Lurøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,2000,0.2543492826603394,,3.84842985246763,1
body_mass,7,Onøy og Lurøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,2500,0.2765936903371084,,3.8122625082617354,1
body_mass,7,Onøy og Lurøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,3000,0.2736079922210389,,3.801936945690288,1
body_mass,7,Onøy og Lurøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,3500,0.248948603288236,,3.8448275747155423,1
body_mass,7,Onøy og Lurøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,4000,0.2544965737454107,,3.82622646575098,1
body_mass,7,Onøy og Lurøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,4500,0.2353536537321249,,3.8649670721205234,1
body_mass,7,Onøy og Lurøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,500,0.3513755017641733,,4.110911289076325,1
body_mass,7,Onøy og Lurøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,1000,0.3177504564682038,,3.915222256555852,1
body_mass,7,Onøy og Lurøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,1500,0.2979553359044088,,3.839756427099005,1
body_mass,7,Onøy og Lurøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,2000,0.1864099165570968,,3.99261944538314,1
body_mass,7,Onøy og Lurøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,2500,0.2858216905348361,,3.818940732991736,1
body_mass,7,Onøy og Lurøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,3000,0.2761632575074139,,3.820229901509706,1
body_mass,7,Onøy og Lurøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,3500,0.2430528667051245,,3.868287824792432,1
body_mass,7,Onøy og Lurøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,4000,0.2434893044445436,,3.8676188102408298,1
body_mass,7,Onøy og Lurøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,4500,0.2324988578289549,,3.886178681745778,1
body_mass,7,Onøy og Lurøy,ranked_subset,random_individual,random,500,,500,0.13894684073647595,0.055365497517609566,4.02489777833088,5
body_mass,7,Onøy og Lurøy,ranked_subset,random_individual,random,500,,1000,0.17263677332825114,0.06345233706661646,3.9250055378583553,5
body_mass,7,Onøy og Lurøy,ranked_subset,random_individual,random,500,,1500,0.17504032987522997,0.06623128733908142,3.941800506891447,5
body_mass,7,Onøy og Lurøy,ranked_subset,random_individual,random,500,,2000,0.18262855683618262,0.041495931943326035,3.9373961388714505,5
body_mass,7,Onøy og Lurøy,ranked_subset,random_individual,random,500,,2500,0.19189566146557865,0.03767548599218284,3.9300757622056133,5
body_mass,7,Onøy og Lurøy,ranked_subset,random_individual,random,500,,3000,0.19903754971704712,0.016002372589320257,3.9198049936788295,5
body_mass,7,Onøy og Lurøy,ranked_subset,random_individual,random,500,,3500,0.21577677918691215,0.018545806348529214,3.894126055140446,5
body_mass,7,Onøy og Lurøy,ranked_subset,random_individual,random,500,,4000,0.2183256480219878,0.011527198136993164,3.8886298965620396,5
body_mass,7,Onøy og Lurøy,ranked_subset,random_individual,random,500,,4500,0.2187759071155658,0.016711734024161186,3.900463885373539,5
