n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,n_islands,n_individuals,target_island,target_island_name,repeat,split_seed,n_permutations,cal_fraction
14,1,194,-0.19167455047768525,1.504120111465454,shapley_mean,-1,1,194,4,Gjerøy,1,7524089,10,0.05
13,2,352,-0.09102589639821412,1.5020157098770142,shapley_mean,-1,2,352,4,Gjerøy,1,7524089,10,0.05
12,3,644,-0.03518810166990632,1.5029804706573486,shapley_mean,-1,3,644,4,Gjerøy,1,7524089,10,0.05
11,4,1722,0.10440296633865974,1.4812064170837402,shapley_mean,-1,4,1722,4,Gjerøy,1,7524089,10,0.05
10,5,1895,0.11257261021926494,1.4755617380142212,shapley_mean,-1,5,1895,4,Gjerøy,1,7524089,10,0.05
9,6,1987,0.12515904893546403,1.4719942808151245,shapley_mean,-1,6,1987,4,Gjerøy,1,7524089,10,0.05
8,7,2570,0.14529805178520194,1.466739535331726,shapley_mean,-1,7,2570,4,Gjerøy,1,7524089,10,0.05
7,8,2926,0.18269051771257008,1.455610990524292,shapley_mean,-1,8,2926,4,Gjerøy,1,7524089,10,0.05
6,9,3185,0.16592894698778196,1.4591076374053955,shapley_mean,-1,9,3185,4,Gjerøy,1,7524089,10,0.05
5,10,3769,0.13214417951970914,1.4686083793640137,shapley_mean,-1,10,3769,4,Gjerøy,1,7524089,10,0.05
4,11,3888,0.13758078871111099,1.466731071472168,shapley_mean,-1,11,3888,4,Gjerøy,1,7524089,10,0.05
3,12,4285,0.1409322987546702,1.4639184474945068,shapley_mean,-1,12,4285,4,Gjerøy,1,7524089,10,0.05
2,13,4487,0.13561281273198228,1.4660896062850952,shapley_mean,-1,13,4487,4,Gjerøy,1,7524089,10,0.05
1,14,4973,0.14742310504241402,1.4615694284439087,shapley_mean,-1,14,4973,4,Gjerøy,1,7524089,10,0.05
0,15,5139,0.14567490256731955,1.4633420705795288,shapley_mean,-1,15,5139,4,Gjerøy,1,7524089,10,0.05
14,1,194,0.06375597037454288,1.4987108707427979,random_individual,0,1,194,4,Gjerøy,1,7524089,10,0.05
