target_island,method,removal_fraction,cal_fraction,corr_eval,mse_adj,n_train_remaining,seed,epochs_trained
0,tracin_addition,0.2,0.2,0.018166594207286835,1.3565038442611694,1116,10,100
0,tracin_addition,0.30000000000000004,0.2,0.13460053503513336,1.4040170907974243,1673,10,100
0,tracin_addition,0.4,0.2,0.04664064943790436,1.4452128410339355,2231,10,100
0,tracin_addition,0.5,0.2,0.09550482034683228,1.4700336456298828,2789,10,100
0,tracin_addition,0.6000000000000001,0.2,0.16849420964717865,1.4473018646240234,3347,10,100
0,tracin_addition,0.7,0.2,0.11536853015422821,1.3936461210250854,3905,10,100
0,tracin_addition,0.8,0.2,0.04693324863910675,1.3769736289978027,4462,10,100
0,tracin_addition,0.9000000000000001,0.2,0.1473848819732666,1.3410409688949585,5020,10,100
0,tracin_addition,1.0,0.2,0.010865801014006138,1.3681734800338745,5578,10,100
0,tracin_addition,0.2,0.2,-0.10795190930366516,1.366029143333435,1116,11,100
0,tracin_addition,0.30000000000000004,0.2,-0.1568533033132553,1.377802848815918,1673,11,100
0,tracin_addition,0.4,0.2,-0.015666063874959946,1.4047131538391113,2231,11,100
0,tracin_addition,0.5,0.2,-0.08631293475627899,1.4488459825515747,2789,11,100
0,tracin_addition,0.6000000000000001,0.2,0.10419771820306778,1.4311174154281616,3347,11,100
0,tracin_addition,0.7,0.2,0.06210488826036453,1.4041589498519897,3905,11,100
0,tracin_addition,0.8,0.2,0.033065564930438995,1.373447060585022,4462,11,100
0,tracin_addition,0.9000000000000001,0.2,-0.03995911031961441,1.3534841537475586,5020,11,100
0,tracin_addition,1.0,0.2,0.1627918928861618,1.33070707321167,5578,11,100
0,tracin_addition,0.2,0.2,0.15275739133358002,1.3452695608139038,1116,12,100
0,tracin_addition,0.30000000000000004,0.2,0.09330286085605621,1.4182939529418945,1673,12,100
0,tracin_addition,0.4,0.2,-0.009089557453989983,1.4928627014160156,2231,12,100
0,tracin_addition,0.5,0.2,-0.032164886593818665,1.5090395212173462,2789,12,100
0,tracin_addition,0.6000000000000001,0.2,-0.08335966616868973,1.4506288766860962,3347,12,100
0,tracin_addition,0.7,0.2,0.09351097792387009,1.4241647720336914,3905,12,100
0,tracin_addition,0.8,0.2,-0.09928620606660843,1.3883000612258911,4462,12,100
0,tracin_addition,0.9000000000000001,0.2,0.05111873522400856,1.346777319908142,5020,12,100
0,tracin_addition,1.0,0.2,0.17628994584083557,1.3479877710342407,5578,12,100
0,random_addition,0.2,0.2,0.018166594207286835,1.3565038442611694,1116,10,100
0,random_addition,0.30000000000000004,0.2,-0.11529414355754852,1.3631658554077148,1673,10,100
0,random_addition,0.4,0.2,0.11711761355400085,1.3248933553695679,2231,10,100
0,random_addition,0.5,0.2,0.12240525335073471,1.3517842292785645,2789,10,100
0,random_addition,0.6000000000000001,0.2,0.08558112382888794,1.3645715713500977,3347,10,100
0,random_addition,0.7,0.2,0.09625550359487534,1.3533819913864136,3905,10,100
0,random_addition,0.8,0.2,0.020622914656996727,1.3615707159042358,4462,10,100
0,random_addition,0.9000000000000001,0.2,0.19888420403003693,1.313849687576294,5020,10,100
0,random_addition,1.0,0.2,0.06769754737615585,1.3575304746627808,5578,10,100
0,random_addition,0.2,0.2,-0.10795190930366516,1.366029143333435,1116,11,100
0,random_addition,0.30000000000000004,0.2,-0.07871641963720322,1.3705635070800781,1673,11,100
0,random_addition,0.4,0.2,0.06044711172580719,1.346063256263733,2231,11,100
0,random_addition,0.5,0.2,0.020722517743706703,1.3645224571228027,2789,11,100
0,random_addition,0.6000000000000001,0.2,0.06751938909292221,1.3662248849868774,3347,11,100
0,random_addition,0.7,0.2,0.17796924710273743,1.3395951986312866,3905,11,100
0,random_addition,0.8,0.2,0.16088297963142395,1.3488811254501343,4462,11,100
0,random_addition,0.9000000000000001,0.2,0.08516758680343628,1.3440437316894531,5020,11,100
0,random_addition,1.0,0.2,0.1883452832698822,1.309120774269104,5578,11,100
0,random_addition,0.2,0.2,0.15275739133358002,1.3452695608139038,1116,12,100
0,random_addition,0.30000000000000004,0.2,-0.028667740523815155,1.3591102361679077,1673,12,100
0,random_addition,0.4,0.2,-0.0029108549933880568,1.3623429536819458,2231,12,100
0,random_addition,0.5,0.2,0.05634963512420654,1.3567256927490234,2789,12,100
0,random_addition,0.6000000000000001,0.2,0.014172570779919624,1.3629261255264282,3347,12,100
0,random_addition,0.7,0.2,0.2143760323524475,1.3295913934707642,3905,12,100
0,random_addition,0.8,0.2,0.08007791638374329,1.3537988662719727,4462,12,100
0,random_addition,0.9000000000000001,0.2,0.2012198120355606,1.3282068967819214,5020,12,100
0,random_addition,1.0,0.2,0.14781397581100464,1.3509868383407593,5578,12,100
