ringnr,island,score,rank
8887370,5,-0.00023796582263457822,0
8747224,5,-0.0001162457720056409,1
8L89399,6,-0.00011446696362327202,2
8981657,2,-0.00010846438817679882,3
8N42716,4,-0.00010165014600715949,4
8M72707,6,-9.756937151905731e-05,5
8L64587,12,-9.277576145905186e-05,6
8816949,4,-8.976761228041141e-05,7
8M71865,5,-8.737320877116872e-05,8
8816954,4,-8.736481777305016e-05,9
8794352,1,-8.716058482605149e-05,10
8887342,5,-8.642569264338817e-05,11
8N05299,13,-8.471566070511471e-05,12
8981156,12,-8.244250648203888e-05,13
8N42715,4,-8.113251351460349e-05,14
8L89654,5,-7.984236208358197e-05,15
8M71867,5,-7.975215112310252e-05,16
8668476,5,-7.931949812700623e-05,17
8681038,5,-7.580617557323421e-05,18
8N14902,6,-7.521922475461906e-05,19
8981214,12,-7.389813617919572e-05,20
8P11750,7,-7.358655830103089e-05,21
8981031,4,-7.356248852374847e-05,22
8P11894,14,-7.346790266637981e-05,23
8N13927,5,-7.278423845491488e-05,24
8681028,5,-6.983408275118563e-05,25
8L48651,5,-6.82283812238893e-05,26
8N42729,5,-6.808998296037316e-05,27
8N73409,4,-6.74594348311075e-05,28
8943897,5,-6.669164713457576e-05,29
8P14856,14,-6.586280278497725e-05,30
8N42989,14,-6.544833740917966e-05,31
8N73406,4,-6.322653325696592e-05,32
8573608,7,-6.280759498622501e-05,33
8934059,5,-6.250732576518203e-05,34
8N72678,11,-6.199465542522375e-05,35
8934077,5,-6.156999370432459e-05,36
8N87978,13,-6.146892519609537e-05,37
8730417,4,-6.0802317875641165e-05,38
8N05682,15,-6.0238807691348484e-05,39
8747735,7,-6.007040519762086e-05,40
8730486,5,-5.986802534607705e-05,41
8N73460,11,-5.940087703493191e-05,42
8747732,7,-5.932163730903994e-05,43
8681069,9,-5.827530935675895e-05,44
8P14847,14,-5.7540968100511236e-05,45
8N27902,1,-5.718287093259278e-05,46
8N05726,5,-5.7054068747675046e-05,47
8681371,5,-5.704876389245328e-05,48
8N05709,5,-5.698655058949953e-05,49
8M72580,11,-5.6569415392004885e-05,50
8M72666,5,-5.614964720734861e-05,51
8N27119,7,-5.60753383069823e-05,52
8N42988,14,-5.591912167801638e-05,53
8681396,7,-5.570455232373206e-05,54
8N05846,5,-5.5564408512509544e-05,55
8M71492,13,-5.5211392009368865e-05,56
8M31789,11,-5.519330079550855e-05,57
8800171,10,-5.481253310790635e-05,58
8800077,5,-5.4600585372099886e-05,59
8P14992,14,-5.4530802572116954e-05,60
8N42706,4,-5.440544555312954e-05,61
8N87515,11,-5.4251305755315116e-05,62
8N28784,14,-5.419966942099563e-05,63
8939184,1,-5.4111787449073745e-05,64
8N73678,13,-5.317412524163956e-05,65
8L26597,6,-5.260310672383639e-05,66
8747758,5,-5.2179787644490716e-05,67
8800102,10,-5.2125381444056984e-05,68
8L19729,4,-5.191154264139186e-05,69
8M31824,12,-5.164940534996276e-05,70
8981604,10,-5.1446455017867265e-05,71
8N73533,5,-5.1036826334893703e-05,72
8N73573,6,-5.0946191549883224e-05,73
8P11538,15,-5.0845281293732114e-05,74
8N87526,11,-5.058356396148156e-05,75
8N06293,2,-5.0550754167488776e-05,76
8N05640,14,-5.02192094700149e-05,77
8M72996,10,-4.987812212675635e-05,78
8M31504,4,-4.973624913873209e-05,79
8816486,5,-4.940791313856607e-05,80
8N06853,11,-4.938488700645394e-05,81
8L48314,5,-4.870914608545718e-05,82
8N05534,5,-4.8385032187070465e-05,83
8N14968,7,-4.8297418288711924e-05,84
8N14181,6,-4.812897577721742e-05,85
8943009,5,-4.800464398613258e-05,86
8800663,12,-4.789058857568307e-05,87
8681454,5,-4.758957061312685e-05,88
8L19960,10,-4.7467683543800376e-05,89
8N73526,4,-4.744861530525668e-05,90
8L89547,12,-4.689246839006955e-05,91
8M31764,11,-4.6712651283087325e-05,92
8M31634,4,-4.6270074790299986e-05,93
8934888,7,-4.6160650072124554e-05,94
8800489,10,-4.602236981554597e-05,95
8800066,4,-4.6018644752621185e-05,96
8981962,2,-4.540587451629108e-05,97
8651998,5,-4.5368230075837346e-05,98
8N27194,14,-4.5289585841601365e-05,99
8N73954,12,-4.5163389813751564e-05,100
8732273,1,-4.513114345172653e-05,101
8L89384,5,-4.480527059058659e-05,102
8N73696,13,-4.4758884541806765e-05,103
8732656,5,-4.468481370167865e-05,104
8L30396,2,-4.455501994016231e-05,105
