ringnr,island,score,rank
8887370,5,-0.00041203770524589345,0
8747224,5,-0.0002010863881878322,1
8981657,2,-0.00018847741739591584,2
8L89399,6,-0.00018131856268155389,3
8N42716,4,-0.00017315409422735684,4
8M72707,6,-0.00016773009519965854,5
8M71865,5,-0.00015376952433143742,6
8L64587,12,-0.000150924779518391,7
8816949,4,-0.00015026745495561045,8
8981156,12,-0.0001499702611909015,9
8794352,1,-0.000149968658661237,10
8N05299,13,-0.0001480242754041683,11
8816954,4,-0.00014581251252820948,12
8L89654,5,-0.00014230534361558966,13
8981214,12,-0.0001415837377862772,14
8N42715,4,-0.00013754065093962708,15
8887342,5,-0.0001342667574135703,16
8668476,5,-0.00013382987617660547,17
8681028,5,-0.00013267373742564814,18
8M71867,5,-0.00013169063095119782,19
8N14902,6,-0.0001316376765316818,20
8P11894,14,-0.00012765853080054512,21
8981031,4,-0.00012529924697446404,22
8681038,5,-0.0001232068470926606,23
8N13927,5,-0.00011920297492906684,24
8P14856,14,-0.0001160069759862381,25
8P11750,7,-0.00011516335052874638,26
8934059,5,-0.00011407668807805749,27
8N42729,5,-0.00011380172054487048,28
8M72580,11,-0.00011147487839480164,29
8N42989,14,-0.00011147285567858489,30
8P14847,14,-0.00010929821928584715,31
8939184,1,-0.00010870101505133789,32
8747735,7,-0.00010836066030606162,33
8943897,5,-0.00010829097664100118,34
8N73409,4,-0.00010655569985829061,35
8L48651,5,-0.00010649668365658727,36
8934077,5,-0.00010609902255964698,37
8730486,5,-0.00010600562109175371,38
8573608,7,-0.00010597281288937666,39
8N87978,13,-0.00010580699381534941,40
8N73406,4,-0.0001052938432621886,41
8681069,9,-0.00010507993283681571,42
8681371,5,-0.00010365513753640698,43
8N73678,13,-0.00010234699675493175,44
8N05682,15,-0.00010165249113924801,45
8N73460,11,-0.00010061291504825931,46
8730417,4,-9.874159422906814e-05,47
8M72666,5,-9.863244849839248e-05,48
8M71492,13,-9.852956736722263e-05,49
8N05846,5,-9.79052420007065e-05,50
8P11538,15,-9.789701380213955e-05,51
8747732,7,-9.721999686007621e-05,52
8N27119,7,-9.710714402899612e-05,53
8N27902,1,-9.660334853833774e-05,54
8N72678,11,-9.596369363862323e-05,55
8N05726,5,-9.54159104367136e-05,56
8681396,7,-9.487946044828277e-05,57
8N42706,4,-9.485189457336674e-05,58
8P14992,14,-9.349943866254762e-05,59
8800077,5,-9.286596014135284e-05,60
8N42988,14,-9.285323812946444e-05,61
8M31789,11,-9.22897506825393e-05,62
8800102,10,-9.227811551681953e-05,63
8800171,10,-9.173811940854648e-05,64
8N05709,5,-9.15721266210312e-05,65
8M31824,12,-9.133600906352513e-05,66
8747758,5,-9.051412052940577e-05,67
8943009,5,-8.847275512380293e-05,68
8N14181,6,-8.844728654366918e-05,69
8M31764,11,-8.804498702374985e-05,70
8L26597,6,-8.799695206107572e-05,71
8L19729,4,-8.772128057898954e-05,72
8N87515,11,-8.760698528931243e-05,73
8N28784,14,-8.760162654652959e-05,74
8N73573,6,-8.733078630029922e-05,75
8N05534,5,-8.721993799554184e-05,76
8N06293,2,-8.69685527504771e-05,77
8N14968,7,-8.677404275658773e-05,78
8N87526,11,-8.670652005093871e-05,79
8981604,10,-8.641699969302863e-05,80
8M31504,4,-8.590460129198618e-05,81
8816486,5,-8.489987430948531e-05,82
8M31634,4,-8.460953631583834e-05,83
8P14196,5,-8.449546294286847e-05,84
8N13423,9,-8.430435900663724e-05,85
8981962,2,-8.42432418721728e-05,86
8M72996,10,-8.41291484903195e-05,87
8N05640,14,-8.369925217266427e-05,88
8800066,4,-8.358496779692359e-05,89
8N73533,5,-8.320801680383738e-05,90
8651998,5,-8.277522465505172e-05,91
8681454,5,-8.226231420849217e-05,92
8N72664,5,-8.178349617082858e-05,93
8N73954,12,-8.14607310530846e-05,94
8N06359,5,-8.133801293297438e-05,95
8N06853,11,-8.117286961351056e-05,96
8L89547,12,-8.077935945038917e-05,97
8L48314,5,-8.050054475461366e-05,98
8N06311,5,-8.026610157685354e-05,99
8N73526,4,-7.990366248122882e-05,100
8800663,12,-7.947641461214516e-05,101
8816418,4,-7.866532268963056e-05,102
8N14109,6,-7.826200089766644e-05,103
8L30396,2,-7.757774528727168e-05,104
8N73696,13,-7.730600009381305e-05,105
8732656,5,-7.681343777221628e-05,106
8N27194,14,-7.590562199766282e-05,107
8M72708,6,-7.574394567200216e-05,108
8L89384,5,-7.523634849349037e-05,109
8L19960,10,-7.50149565647007e-05,110
8981399,12,-7.351224849116988e-05,111
8732273,1,-7.28871764295036e-05,112
8L89371,5,-7.251203169289511e-05,113
8M31304,4,-7.225787521747407e-05,114
8730454,5,-7.221835585369263e-05,115
8887315,6,-7.219603776320582e-05,116
8939180,5,-7.215503137558699e-05,117
8943805,1,-7.20817333785817e-05,118
8L30164,12,-7.205988549685571e-05,119
8934888,7,-7.170801109168679e-05,120
8L89655,5,-7.161769644881133e-05,121
8M31908,12,-7.138208911783295e-05,122
8M31164,2,-7.125983938749414e-05,123
8L19988,4,-7.08750239937217e-05,124
8168642,5,-7.052006003505085e-05,125
8P14063,5,-7.023089438007446e-05,126
8L19921,5,-7.019605254754424e-05,127
8816959,4,-7.01589933669311e-05,128
8N06481,12,-7.00430045981193e-05,129
8934058,5,-6.972637675062288e-05,130
8800489,10,-6.969590776861878e-05,131
8M31109,12,-6.96579527357244e-05,132
8N28864,4,-6.935663350304822e-05,133
8N05223,12,-6.928428047103807e-05,134
8N05840,10,-6.922938337083906e-05,135
8M71344,12,-6.913749712111894e-05,136
8M72420,13,-6.905767440912314e-05,137
8P11559,14,-6.873040001664776e-05,138
8943880,5,-6.863081580377184e-05,139
8N87836,14,-6.827724973845761e-05,140
8800427,5,-6.808848138462054e-05,141
8N05644,14,-6.787072561564855e-05,142
8747529,6,-6.758430026820861e-05,143
8N73052,5,-6.713772199873347e-05,144
8P14861,14,-6.709528952342225e-05,145
8N06944,4,-6.683643459837185e-05,146
8816496,1,-6.654331991740037e-05,147
8N42679,5,-6.648491853411542e-05,148
8N05114,14,-6.59951556372107e-05,149
8N27907,6,-6.524070613522781e-05,150
8N13697,13,-6.517776546388632e-05,151
8N05175,13,-6.507200032501714e-05,152
8M31543,6,-6.502063479274511e-05,153
8L30829,3,-6.481699620053405e-05,154
8L89614,4,-6.437510091927834e-05,155
8981220,11,-6.435436444007792e-05,156
8N27908,4,-6.429329005186446e-05,157
8N14531,11,-6.424094317480922e-05,158
8309175,4,-6.403427050827304e-05,159
8M71304,6,-6.395199852704536e-05,160
8747234,10,-6.369745369738666e-05,161
8P14333,14,-6.356371977744857e-05,162
8L89722,4,-6.343025142996339e-05,163
8M71489,13,-6.327602204692084e-05,164
8N28402,2,-6.304000726231607e-05,165
8L48415,7,-6.297699019341962e-05,166
8887243,1,-6.295323964877753e-05,167
8N05256,13,-6.288862095971126e-05,168
8L89276,5,-6.279708031797782e-05,169
8732595,7,-6.259909423533827e-05,170
8N42273,5,-6.252537423279136e-05,171
8N73220,12,-6.252098592085531e-05,172
8N06532,4,-6.247849887586199e-05,173
8939897,5,-6.23869900664431e-05,174
8N28041,6,-6.22362167632673e-05,175
8N14143,6,-6.221137846296187e-05,176
8981199,11,-6.161804139992455e-05,177
8N87592,11,-6.152802143333247e-05,178
8N05695,15,-6.139601646282244e-05,179
8P26701,7,-6.13698839515564e-05,180
8681041,5,-6.125483196228743e-05,181
8N28898,14,-6.109252990427194e-05,182
8N28218,2,-6.0742908317479305e-05,183
8M31874,5,-6.0631932683463674e-05,184
8L52335,12,-6.0413281971705146e-05,185
8L52419,4,-6.010507058817893e-05,186
8N28792,15,-6.010112429066794e-05,187
8M72013,3,-6.008231957821408e-05,188
8N73493,12,-5.997387324896408e-05,189
8N42276,5,-5.994047660351498e-05,190
8L57859,2,-5.98864671701449e-05,191
8N72917,13,-5.9852548019989626e-05,192
8N72616,5,-5.975077692710329e-05,193
8N05442,6,-5.966806929791346e-05,194
8800330,7,-5.962271461612545e-05,195
8P14126,7,-5.943949690845329e-05,196
8981920,6,-5.9312846133252606e-05,197
8L57758,2,-5.920052444707835e-05,198
8L89518,5,-5.915619021834573e-05,199
8N87553,11,-5.9100950238644145e-05,200
8N42545,7,-5.897490154893603e-05,201
8857252,4,-5.896632865187712e-05,202
8800352,5,-5.892366425541695e-05,203
8732235,2,-5.881204106117366e-05,204
8939034,5,-5.87108497711597e-05,205
8N73234,12,-5.864926970389206e-05,206
8L64915,4,-5.864510967512615e-05,207
8N14808,5,-5.862766647624085e-05,208
8L52978,5,-5.852030790265417e-05,209
8N87960,13,-5.8469988289289176e-05,210
8L64598,12,-5.832925489812624e-05,211
8P26746,7,-5.818156569148414e-05,212
8M31781,11,-5.814145060867304e-05,213
8M71106,13,-5.807327033835463e-05,214
8N73680,13,-5.788328235212248e-05,215
8943129,4,-5.7743018260225654e-05,216
8981050,12,-5.759531086368952e-05,217
8N05704,5,-5.733724992751377e-05,218
8P11526,15,-5.728734413423808e-05,219
8N06474,12,-5.728261794502032e-05,220
8N27412,5,-5.726027666241862e-05,221
8L48318,5,-5.7187870879715774e-05,222
8L52695,9,-5.714091912523145e-05,223
8732286,8,-5.704716204490978e-05,224
8L52204,8,-5.703050737793092e-05,225
8681385,3,-5.694097308150958e-05,226
8N06290,2,-5.686144686478656e-05,227
8N73923,11,-5.65626523894025e-05,228
8N14527,11,-5.6437371313222684e-05,229
8934884,2,-5.640271683660103e-05,230
8N42985,14,-5.632928241539048e-05,231
8800151,9,-5.613610937871272e-05,232
8N73454,11,-5.602820328931557e-05,233
8L64754,13,-5.59623522349284e-05,234
8N28091,2,-5.5925654123711865e-05,235
8L52905,7,-5.589900138147641e-05,236
8N42510,5,-5.5775285545678344e-05,237
8N05618,14,-5.5705227168800775e-05,238
8934343,10,-5.567921652982477e-05,239
8P14859,14,-5.566893014474772e-05,240
8L57990,13,-5.563602644542698e-05,241
8L19919,5,-5.560300587603706e-05,242
8N06527,5,-5.5589220210094936e-05,243
8N27091,14,-5.5524505114590283e-05,244
8N72913,13,-5.521865796254133e-05,245
8N73432,11,-5.514108943316387e-05,246
8N27906,6,-5.481828611664241e-05,247
8N28767,4,-5.4805058425699826e-05,248
8934071,5,-5.47788295079954e-05,249
8M72218,8,-5.47544632354402e-05,250
8M71480,13,-5.465237427415559e-05,251
8L64060,14,-5.464256901177578e-05,252
8N14176,6,-5.449828859127592e-05,253
8N87952,13,-5.4357130466087256e-05,254
8N72354,6,-5.434421200334327e-05,255
8N72986,2,-5.43201927030168e-05,256
8939582,10,-5.4311919939209474e-05,257
8L26578,6,-5.4147106311575044e-05,258
8681175,4,-5.39825678060879e-05,259
8N13699,13,-5.380138918553712e-05,260
8N14293,15,-5.359176793717779e-05,261
8L64127,12,-5.3550612392427865e-05,262
8N87608,15,-5.354118502509664e-05,263
8L52920,6,-5.350157243810827e-05,264
8N13426,2,-5.3490386562771164e-05,265
8730927,3,-5.3270099670044146e-05,266
8N87957,13,-5.323450568539556e-05,267
8N05063,4,-5.303340640239185e-05,268
8732565,4,-5.298271298670443e-05,269
8N87999,13,-5.297173265716992e-05,270
8L30695,12,-5.296200970406062e-05,271
8N05101,14,-5.283625159790972e-05,272
8N27142,7,-5.280559844322852e-05,273
8M72530,11,-5.2780455007450655e-05,274
8N87052,5,-5.2733136726601515e-05,275
8M31290,5,-5.2649735152954236e-05,276
8L64399,2,-5.2638982651842525e-05,277
8N13642,14,-5.263776893116301e-05,278
8939095,10,-5.246736918707029e-05,279
8N28470,2,-5.2420012252696324e-05,280
8934883,3,-5.234760510575143e-05,281
8651899,5,-5.2337581109895837e-05,282
8P26688,7,-5.232451076153666e-05,283
8800967,12,-5.2307477744761854e-05,284
8L52375,11,-5.225619725024444e-05,285
8730493,4,-5.215140845393762e-05,286
8M31297,6,-5.21265433235385e-05,287
8934227,10,-5.206256719247904e-05,288
8L64981,4,-5.197884320295998e-05,289
8N72045,2,-5.180884500077809e-05,290
8N27932,5,-5.1519243243092205e-05,291
8M31653,11,-5.1512030950107146e-05,292
8887360,10,-5.150661672814749e-05,293
8N05272,13,-5.139462882652879e-05,294
8800022,5,-5.1218446060374845e-05,295
8N42858,5,-5.1165561217203503e-05,296
8981047,12,-5.113410679769004e-05,297
8939119,10,-5.111861219120328e-05,298
8N14673,13,-5.1044435167568736e-05,299
8N73215,12,-5.1000410167034715e-05,300
8P11532,15,-5.0942390771524515e-05,301
8N27864,6,-5.090405738883419e-05,302
8939768,5,-5.085968405182939e-05,303
8N06554,4,-5.0802497753466014e-05,304
8N73306,15,-5.075695844425354e-05,305
8N14166,5,-5.0756775635818485e-05,306
8800339,7,-5.05982179674902e-05,307
8N13700,13,-5.058792339696083e-05,308
8939118,10,-5.047405966251972e-05,309
8747373,5,-5.031092678109417e-05,310
8L89793,5,-5.02334055454412e-05,311
8N73444,11,-5.007510571886087e-05,312
8N87546,11,-5.00369042129023e-05,313
8N73568,6,-4.9885990392795065e-05,314
8N05698,15,-4.98559220432071e-05,315
8730993,4,-4.975511183147319e-05,316
8N14443,4,-4.969008705302258e-05,317
8L48691,10,-4.967869381289347e-05,318
8N72578,4,-4.954294217895949e-05,319
8981007,5,-4.953195320922532e-05,320
8939745,5,-4.9468974793853704e-05,321
8N05655,14,-4.941207316733198e-05,322
8N06478,12,-4.915975841868203e-05,323
8N28224,8,-4.912709118798375e-05,324
8N14539,11,-4.8950254949886585e-05,325
8M71162,13,-4.889194224233506e-05,326
8N06488,12,-4.825094993066159e-05,327
8P26700,7,-4.82381287838507e-05,328
8857215,10,-4.821098627871834e-05,329
8P14988,14,-4.7910967623465694e-05,330
8M31445,5,-4.790399316334515e-05,331
8N06808,6,-4.783363874594215e-05,332
8651511,3,-4.775678462465294e-05,333
8N13132,14,-4.769081533595454e-05,334
8800163,7,-4.765296034747735e-05,335
8747569,9,-4.7553731747029815e-05,336
8N05423,4,-4.7385517063958105e-05,337
8N72519,4,-4.7367818297061604e-05,338
8L89639,5,-4.7361899760289816e-05,339
8816942,4,-4.735355423690635e-05,340
8N42990,14,-4.7292312046920415e-05,341
8943485,5,-4.727676514448831e-05,342
8800469,5,-4.726384440800757e-05,343
8981270,5,-4.7186590109049575e-05,344
8N73989,12,-4.7135773911577417e-05,345
8N05141,12,-4.7110687773965765e-05,346
8M72955,4,-4.690206606028369e-05,347
8800170,10,-4.689454726758413e-05,348
8N06477,12,-4.686346073867753e-05,349
8N05464,5,-4.678510231315158e-05,350
8N87271,8,-4.678295181292924e-05,351
8N05128,14,-4.675660420616623e-05,352
8598790,3,-4.673295097745722e-05,353
8P14982,14,-4.648526146411314e-05,354
8N42987,14,-4.6357243263628334e-05,355
8747118,5,-4.634953529603081e-05,356
8866710,6,-4.6301733164000325e-05,357
8N13692,13,-4.618431876224349e-05,358
8N14515,11,-4.61416916550661e-05,359
8681076,5,-4.611264148479677e-05,360
8309141,5,-4.608714198184316e-05,361
8N72663,5,-4.590300522977486e-05,362
8N05460,5,-4.588097590385587e-05,363
8L64265,2,-4.568057147480431e-05,364
8N06900,11,-4.564093933367985e-05,365
8N27624,14,-4.558611908578314e-05,366
8N05610,14,-4.551631582216942e-05,367
8L64298,9,-4.5512686938309344e-05,368
8981801,5,-4.549054574454203e-05,369
8681356,5,-4.536196365734213e-05,370
